,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,711_P-1-S,711_P-1-M,711_P-1-D,711_P-2-S,711_P-2-M,711_P-2-D,711_P-3-S,711_P-3-M,711_P-3-D,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_E-1-M,712_E-1-D,712_E-1-X,712_E-2-S,712_E-2-M,712_E-2-D,712_E-2-X,712_E-3-S,712_E-3-M,712_E-3-D,712_E-3-X,712_P-1-S,712_P-1-M,712_P-1-D,712_P-2-S,712_P-2-M,712_P-2-D,712_P-3-S,712_P-3-M,712_P-3-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-1-X2,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X1,713_E-2-X2,713_E-3-S,713_E-3-D,713_E-3-X0,713_E-3-X1,713_E-3-X2,713_P-1-X1,713_P-3-M,713_P-3-X1,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-1-X2,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,713_S-3-X2,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_20-24,714_P1_30-34,714_P1_40-44,714_P3_30-34,714_P3_40-44,714_P3_50-54,714_P3_60-64,714_P3_70-74,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S1_40-44,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S2_40-44,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,714_S3_40-44,715_E1_1-5,715_E1_20-24,715_E1_30-34,715_E2_1-5,715_E2_10-14,715_E2_20-24,715_E2_30-34,715_E3_10-14,715_E3_20-24,715_E3_30-34,715_P1_1-5,715_P1_10-14,715_P1_20-24,715_P1_30-34,715_P2_1-5,715_P2_10-14,715_P2_20-24,715_P2_30-34,715_P3_1-5,715_P3_10-14,715_P3_20-24,715_P3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E2_10-14,716_E2_20-24,716_E3_10-14,716_E3_30-34,716_P1_1-5,716_P1_10-14,716_P1_30-34,716_P2_1-5,716_P2_10-14,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_10-14,716_P3_20-24,716_P3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_E1_1-5,717_E1_10-14,717_E1_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_20-24,717_E3_30-34,717_P1_1-5,717_P1_10-14,717_P1_20-24,717_P2_1-5,717_P2_10-14,717_P2_20-24,717_P3_1-5,717_P3_10-14,717_P3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
713_E-1-X0,0.557018308744816,0.695278386512785,0.363836807460707,0.691018160442342,1.20622473519893,0.725825860990095,0.772851927043768,1.24296586832577,-0.169282103063659,1.06023307424691,1.48287025495081,0.449137110479449,1.80388751169011,1.92542929710161,0.651562346123872,1.25897636953968,1.3945979134194,1.94497048701916,1.48637912684914,2.17911623466854,1.79218816541542,0.674381661978951,0.2969678131204,1.48857768647351,0.89221636445075,0.593526465559384,1.43448660211363,0.6852114587476,0.71708141881714,0.622529349924437,0.393508019849561,-0.0627951301934713,0.381566160326785,-0.0870451605259169,0.596471769537256,1.29839583552208,1.65220441454998,1.88016678490832,1.11280575992595,1.33359067741053,2.15184024079584,1.02676748710159,1.37378132847158,1.19856796726939,0.489518541534578,1.18459939263608,1.32077077204604,1.36495547542565,1.55041767230013,0.911178360781774,1.03755075703788,2.24135509245242,2.24444716344426,0.699236725226493,1.32983100761578,0.892404909550445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-X1,0.362130458348977,0.394465091508213,0.0156950471752498,0.197665773515612,0.614178618779117,0.106665317972274,0.691996704176231,0.90939397245842,-0.623630983255097,0.686165126452263,1.02939399080235,0.222961972735839,1.30017759647925,1.35291972917295,-0.608439678760807,0.862526662835045,0.967466610809149,1.42467587540485,1.01727496273851,1.55047480244916,1.17342213053787,0.317777122562965,-0.217679480938155,1.02312772880339,0.79789454583408,0.077293022981199,1.33725693608708,-0.332435660119011,0.601915984807202,-0.79217329309052,0.389425004429566,-0.125595052627761,0.383071166876662,-0.821897936548202,0.95633847379714,0.884522648379395,1.19946659373,1.42904776416978,0.712307012188654,0.910104343042676,1.65264454559632,0.629384216039476,0.892481062777873,0.780026707050311,0.17804996539146,0.759143004260203,0.712484008958543,0.690940109471269,0.922292758256717,0.243128262703328,0.666836878952951,1.69597457661696,1.69794886109481,-0.02601255502889,0.617859923008967,-0.354754558268627,-1.53046005468697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-1-X2,0.146123421083735,0.292638329205591,0.162420818539935,0.0652494275020205,0.686459865141898,0.326044052433809,0.272339051594243,0.767294488237152,-0.411287234904238,0.765270109673503,1.21484231638832,0.0591278440683939,1.40689147853706,1.57824203130807,-0.418141601335784,0.96853219130078,1.14521622062558,1.55858727995094,1.13215226062604,1.79476067085176,1.4093257631131,0.428050676119166,-0.104068004026738,1.15474197373468,0.720791289517478,0.184402754717541,1.09919190395284,-0.13570698279476,0.462152994105637,-0.588978006952236,0.233055088209921,0.0339068066786671,0.23281892879012,-0.621248674010018,1.12319393870314,0.974536905484386,1.29413469955834,1.53366265403813,0.859549672807232,0.997020035868856,1.7604669498279,0.715847937609142,1.04868358915759,0.853284701010701,0.358861159832355,0.88753607997753,0.992440269807773,0.850356793531925,1.09568261937906,0.370777754832919,0.742816779426869,1.8073156839503,1.80970560335827,0.169480884811166,0.850987241209583,-0.137850079777067,-1.27708773232773,1.10821040145101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-S,-3.98372248659354,-2.94272980158573,-0.214634689977161,-3.5281841433975,0.00523920736525624,0.156364659037159,-1.5436559550919,-1.54885043761269,0.0760037788674749,-0.391352731633816,0.0961136273597936,-3.97284820229246,0.0430396084495989,0.306994556866217,-0.0563419341012744,-0.210563573486263,0.011365798909011,0.39138703691995,-0.179826460765404,0.637335899320834,0.269997891430617,-0.0341184477761156,-0.288501186282712,-0.10893427398902,0.0657532102789096,0.134701680450658,0.152446975248794,-0.00540745279823149,-2.45556369540681,0.0554901568465052,-3.1319543264766,-0.0662179664363839,-2.83531969273797,0.0683972244138531,-0.246750800747071,-0.269321244657298,-0.0484846526724076,0.46040261024576,-0.309362340980316,-0.280240066339499,0.354718509210317,-0.542056586810241,-0.215306695772968,-0.233923573617233,-0.368982543881133,-0.353938759403832,0.216108242219272,0.119913663985938,0.0757729347720419,-0.106602706384979,-0.46678642019914,0.452144354402838,0.453187464999442,-0.0451076363154926,0.205977269923818,0.142156769966803,0.227741347986695,0.0846432883746479,-0.104073739189232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-M,-3.98372248659354,-2.94272980158573,-0.214634689977161,-3.5281841433975,0.00523920736525624,0.156364659037159,-1.5436559550919,-1.54885043761269,0.0760037788674749,-0.391352731633816,0.0961136273597936,-3.97284820229246,0.0430396084495989,0.306994556866217,-0.0563419341012744,-0.210563573486263,0.011365798909011,0.39138703691995,-0.179826460765404,0.637335899320834,0.269997891430617,-0.0341184477761156,-0.288501186282712,-0.10893427398902,0.0657532102789096,0.134701680450658,0.152446975248794,-0.00540745279823149,-2.45556369540681,0.0554901568465052,-3.1319543264766,-0.0662179664363839,-2.83531969273797,0.0683972244138531,-0.246750800747071,-0.269321244657298,-0.0484846526724076,0.46040261024576,-0.309362340980316,-0.280240066339499,0.354718509210317,-0.542056586810241,-0.215306695772968,-0.233923573617233,-0.368982543881133,-0.353938759403832,0.216108242219272,0.119913663985938,0.0757729347720419,-0.106602706384979,-0.46678642019914,0.452144354402838,0.453187464999442,-0.0451076363154926,0.205977269923818,0.142156769966803,0.227741347986695,0.0846432883746479,-0.104073739189232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-D,-0.228269101947003,-0.619736596559676,-0.36607642070817,-1.11268812081319,-1.00718997296675,-1.10269175105482,0.0521807936401645,-0.293199143463882,-0.682486772971719,0.0992681253502714,0.376548731663874,-1.67862833174813,0.575978278793073,0.59450437169748,-2.96432602077458,0.212446843415551,0.316128865420686,0.592550773183762,0.334202679833323,0.649241550495649,0.303040428415149,-0.460790773517926,-1.92475786685703,0.246342792305552,0.0185945282353904,-3.38094182938773,-0.258177839404019,-2.45743089510694,-2.12137536780634,-3.03895493091864,-2.42192255142887,0.565964520836407,-2.48970408086516,-2.25396723226668,-3.41853134726982,0.256903719271878,0.498663497931382,0.663265539719663,0.0793462917017946,0.25183608005784,0.906939869336466,0.00194319691292067,0.210071335518233,-0.021444424673805,-0.459478934788127,0.00215533048703968,-0.577910908077893,-0.645819413985211,-0.150849425866283,-1.29567951703335,0.064369798795236,0.817315246390524,0.818256003299688,-1.51884548407804,-0.686878056993458,-2.81917922903487,-0.429074791230105,-0.61677088128765,-0.56059779732695,-0.436915827826833,-0.436915827826833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-X1,0.233452548982953,0.0118026590594606,-0.327749140021492,-0.267841661914816,0.364289711366794,-0.06582102133806,0.0111656417055917,0.575582536408107,-0.955329620601113,0.936347724827689,1.50805120009914,-0.303227360378211,1.75402996046196,2.02679259986946,-0.795457794787609,1.16662065742908,1.39748842151936,1.86896467382725,1.40208274094466,2.29163535109821,1.83894927714441,0.115529227664325,-0.149084745681709,1.39441031015829,0.369100834653998,0.787083802124467,1.2523548786235,-0.608940402583139,0.294739029244407,-1.03445591333825,-0.370427283197239,0.0148658539546787,-0.387041626394766,-1.2642288922467,-0.776277470534701,1.20349871316526,1.56286460630647,1.79000609894078,1.04038379730943,1.21855573280229,2.09642502330669,0.883328064385749,1.32057598818152,1.09677123139786,0.412769829596251,1.06117222674073,1.0253013755654,1.02557503408228,1.13976659298702,0.467127054939164,0.900175105207824,2.20800377778948,2.21172586569948,-0.215159573307372,0.688717655025422,-0.588308527590754,-0.137163455793599,-0.779911681377198,-1.55703452468452,-0.0505157475353126,-0.0505157475353126,-1.637937939661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-X2,0.233233387854738,0.378028801000907,0.19663037601023,0.146526661151113,0.762721781292428,0.379049045181667,0.352372490627807,0.865472947256111,-0.371969654602035,0.850133157926318,1.32245199192718,0.0975011120989289,1.52377337751931,1.70903448657715,-0.358164851731202,1.05783981432094,1.24757665285906,1.65517501036506,1.24538982536067,1.92594722626031,1.5358616606499,0.448005418412263,0.108967345972401,1.25694490819974,0.803733695025101,0.669850263454388,1.2523548786235,-0.0959875995630999,0.471814430027444,-0.549344408135113,0.125052023154447,0.0969902407706983,0.119695965289321,-0.59302428753102,-1.12522062507533,1.07148327551332,1.39805961908985,1.61458303175078,0.953994968607805,1.09657042513354,1.87772412545269,0.807623219052753,1.1674703892358,0.946427031812429,0.414162405936056,0.980742875694502,1.09892160682828,1.06144309273176,1.20325263587842,0.661254125291602,0.83065993877429,1.92910904300041,1.93174878122917,0.216918894823881,0.933362527345196,-0.0950007392890689,-0.493540060053617,-0.206797355133781,-1.55703452468452,-0.0339597068576851,-0.0339597068576851,-0.570294295449091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-S,-0.228269101947003,-0.619736596559676,-0.36607642070817,-1.11268812081319,-1.00718997296675,-1.10269175105482,0.0521807936401645,-0.293199143463882,-0.682486772971719,0.0992681253502714,0.376548731663874,-1.67862833174813,0.575978278793073,0.59450437169748,-2.96432602077458,0.212446843415551,0.316128865420686,0.592550773183762,0.334202679833323,0.649241550495649,0.303040428415149,-0.460790773517926,-1.92475786685703,0.246342792305552,0.0185945282353904,-3.38094182938773,-0.258177839404019,-2.45743089510694,-2.12137536780634,-3.03895493091864,-2.42192255142887,0.565964520836407,-2.48970408086516,-2.25396723226668,-3.41853134726982,0.256903719271878,0.498663497931382,0.663265539719663,0.0793462917017946,0.25183608005784,0.906939869336466,0.00194319691292067,0.210071335518233,-0.021444424673805,-0.459478934788127,0.00215533048703968,-0.577910908077893,-0.645819413985211,-0.150849425866283,-1.29567951703335,0.064369798795236,0.817315246390524,0.818256003299688,-1.51884548407804,-0.686878056993458,-2.81917922903487,-0.429074791230105,-0.61677088128765,-0.56059779732695,-0.436915827826833,-0.436915827826833,NA,-1.637937939661,-0.570294295449091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-D,0.219453489123309,0.385301888892204,0.26118901325896,0.322622702266369,0.983101181053114,0.966145587481876,0.356346188512665,0.903954777911907,0.959568636049206,0.874666414254553,1.39501041796397,-0.305021539946647,1.61241217345227,1.83504868171568,0.461903902793382,1.09024095162718,1.30180862099909,1.72359236974121,1.30254073038307,2.06019740334581,1.64595410408132,0.50887859039717,0.131815615294899,1.29259721236849,1.07270341612913,1.09924497763991,1.42027421493503,0.537058769623529,0.445959724186701,0.445155762673951,-0.442174974747715,1.212839351801,-0.458103243587093,0.747560368795231,-2.28294256384638,1.11876655936964,1.46152645540399,1.66835139333946,0.977016550914208,1.13566342059464,1.9661874092999,0.824720840912439,1.22896230734794,0.971541781131057,0.385373044001814,0.993019895980691,1.24548277663075,1.15850806393683,1.32268688047647,0.699413832591523,0.848581711567232,2.02709001482219,2.03012412515412,0.560013446470628,1.17822524428829,0.734255896387124,1.31195981507326,0.325722794535529,-1.38732000716212,-0.058011415388191,-0.058011415388191,-0.588037740207082,0.927011595421418,-0.328104647750673,-0.588037740207082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X0,0.0386097855725166,0.258491371484205,0.265109191736771,0.00437910808159995,0.667851051095074,0.477464196434669,0.22944266857061,0.728236772412139,0.386767613463341,0.69551765246483,1.17237604690307,-0.280176446061754,1.36817763849144,1.55910254492034,-0.559436117726842,0.901669858374954,1.08928845516968,1.51840012123294,1.06903534543557,1.79514548035091,1.37745655163468,0.514484320237318,-0.0585893156755945,1.08215154209972,0.902228791271204,0.429666810316334,1.11764396438756,-0.174389216570765,0.376033122085916,-0.68796593358945,-0.275037700962626,1.04728850169029,-0.279950064174537,-0.251775657902485,NA,0.915569574759899,1.24026920885103,1.49744452292482,0.777184866827033,0.927543881206049,1.72946037944764,0.629228365605241,0.979482228761268,0.779614770119988,0.262988311113594,0.798686078776647,1.02147953750769,0.904159541029237,1.10663146098445,0.397352105807928,0.66404538227705,1.79182550193627,1.79435467241893,0.176666950059037,0.869524026879621,-0.218750765710858,0.563465848980857,1.21187558209399,1.12319393870314,-0.204155248066177,-0.204155248066177,-0.417241805555634,-0.776277470534701,-1.12522062507533,-0.417241805555634,-2.28294256384638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X1,0.170297631357071,0.356381382624659,0.230742672036552,0.130702595471651,0.761989673140301,0.336035911493416,0.331712089711476,0.81805771140481,-0.411430962543706,0.769348569451036,1.21230106161269,0.0695968823958829,1.4027170436386,1.5676919095678,-0.354872126362099,0.969575275095409,1.14567685653499,1.54556969115536,1.13427242550441,1.77400765533609,1.39285896990059,0.467240585785628,-0.0423305488761831,1.15345000595701,0.732408185157378,0.144191577533202,1.09919190395284,-0.0814436317942418,0.484328638078973,-0.539344316407354,0.195610889562459,0.00311379162503981,0.194804901797206,-0.619750467287923,1.12319393870314,0.976404209194213,1.29353455971518,1.52305385910663,0.864754888239901,0.999965885208473,1.75684549432679,0.72246953665027,1.05068955220271,0.863681424826609,0.361149275321753,0.890343925156319,1.01465144622698,0.887411300072427,1.11430757496459,0.423458922512333,0.749380083635241,1.79416251611505,1.79648954405374,0.221023186855718,0.884709884369657,-0.0910308385588,-2.02844106325523,1.1143191894284,NA,-0.082475586783601,-0.082475586783601,-0.448065443044023,-1.55703452468452,-1.55703452468452,-0.448065443044023,0.209789783287156,1.12319393870314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
