Methylococcus_capsulatus_1798	pmoC; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae; g__Methylococcus; s__Methylococcus_capsulatus
Mycolicibacterium_chubuense_5911	amoC; d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycolicibacterium; s__Mycolicibacterium_chubuense
Methylacidiphilum_infernorum_1508	pmoC; d__Bacteria; p__Verrucomicrobia; c__Methylacidiphilae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__Methylacidiphilum; s__Methylacidiphilum_infernorum
Methylacidiphilum_kamchatkense_1360	pmoC; d__Bacteria; p__Verrucomicrobia; c__Methylacidiphilae; o__Methylacidiphilales; f__Methylacidiphilaceae; g__Methylacidiphilum; s__Methylacidiphilum_kamchatkense
Hydrogenophaga_pseudoflava_13155	pmoC; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__Hydrogenophaga_pseudoflava
Nitrosomonas_eutropha_2078	amoC; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas; s__Nitrosomonas_eutropha
Nitrosomonas_europaea_0945	amoC; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas; s__Nitrosomonas_europaea
Nitrosomonas_communis_01090	amoC; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosomonas; s__Nitrosomonas_communis
Nitrosopumilus_maritimus_1502	amoC; d__Archaea; p__Nitrososphaerota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus_maritimus
Nitrosopumilus_piranensis_2149	amoC; d__Archaea; p__Nitrososphaerota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus_piranensis
Candidatus_Nitrospira_inopinata_1852	amoC; d__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira; s__Candidatus_Nitrospira_inopinata
Nitrososphaera_viennensis_000540	amoC; d__Archaea; p__Nitrososphaerota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera; s__Nitrososphaera_viennensis
Cenarchaeum_symbiosum_0399	amoC; d__Archaea; p__Thaumarchaeota; c__incertae_sedis; o__Cenarchaeales; f__Cenarchaeaceae; g__Cenarchaeum; s__Cenarchaeum_symbiosum
Candidatus_Nitrosopelagicus_brevis_0300	amoC; d__Archaea; p__Thaumarchaeota; c__Thaumarchaeota_incertae_sedis; g__Candidatus_Nitrosopelagicus; s__Candidatus_Nitrosopelagicus_brevis
EON22009.1_particulate_butane_monooxygenase_Nocardioides_sp._CF8	butane; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__
WP_114970864.1_pmoC_amoC_Rhodoferax_ferrireducens	unknown; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Rhodoferax; s__Rhodoferax_ferrireducens
WP_107560873.1_pmoC_amoC_Candidatus_Methylomirabilis_limnetica	pmoC; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis; s__Methylomirabilis_limnetica
UniRef90_A0A060HCH5	amoC_pmoC
UniRef90_A0A060HNS7	amoC_pmoC
UniRef90_A0A060HT58	amoC_pmoC
UniRef90_A0A075MLZ3	amoC_pmoC
UniRef90_A0A087RSH0	amoC_pmoC
UniRef90_A0A0C3RAN6	amoC_pmoC
UniRef90_A0A0F3IF04	amoC_pmoC
UniRef90_A0A0F3IL55	amoC_pmoC
UniRef90_A0A0S4KU20	amoC_pmoC
UniRef90_A0A0S4LA60	amoC_pmoC
UniRef90_A0A0S4LRG1	amoC_pmoC
UniRef90_A0A128A5D3	amoC_pmoC
UniRef90_A0A132N3M1	amoC_pmoC
UniRef90_A0A172UD30	amoC_pmoC
UniRef90_A0A177MN19	amoC_pmoC
UniRef90_A0A177PBV3	amoC_pmoC
UniRef90_A0A177PJQ3	amoC_pmoC
UniRef90_A0A177PLX6	amoC_pmoC
UniRef90_A0A177PM99	amoC_pmoC
UniRef90_A0A177QD36	amoC_pmoC
UniRef90_A0A1A6FH42	amoC_pmoC
UniRef90_A0A1A6FLL2	amoC_pmoC
UniRef90_A0A1D3RM70	amoC_pmoC
UniRef90_A0A1F4ITM7	amoC_pmoC
UniRef90_A0A1G5G1J8	amoC_pmoC
UniRef90_A0A1G5GHX9	amoC_pmoC
UniRef90_A0A1H3GEE1	amoC_pmoC
UniRef90_A0A1H3NVX2	amoC_pmoC
UniRef90_A0A1H8EIE3	amoC_pmoC
UniRef90_A0A1H8F4U2	amoC_pmoC
UniRef90_A0A1H9DRQ2	amoC_pmoC
UniRef90_A0A1H9JC51	amoC_pmoC
UniRef90_A0A1I1WNI5	amoC_pmoC
UniRef90_A0A1I3BIA4	amoC_pmoC
UniRef90_A0A1I3KLS9	amoC_pmoC
UniRef90_A0A1I3KLZ9	amoC_pmoC
UniRef90_A0A1I3Z8Q1	amoC_pmoC
UniRef90_A0A1I4BKS7	amoC_pmoC
UniRef90_A0A1I5C8R6	amoC_pmoC
UniRef90_A0A1I5DIQ2	amoC_pmoC
UniRef90_A0A1I5EGW9	amoC_pmoC
UniRef90_A0A1I5EZK2	amoC_pmoC
UniRef90_A0A1I5FH56	amoC_pmoC
UniRef90_A0A1I7G2H6	amoC_pmoC
UniRef90_A0A1I7I691	amoC_pmoC
UniRef90_A0A1I7ICL5	amoC_pmoC
UniRef90_A0A1K1MQZ1	amoC_pmoC
UniRef90_A0A1K1NQ02	amoC_pmoC
UniRef90_A0A1M7H6E0	amoC_pmoC
UniRef90_A0A1N6J4R8	amoC_pmoC
UniRef90_A0A1N6J6R2	amoC_pmoC
UniRef90_A0A1Q2SP38	amoC_pmoC
UniRef90_A0A1R4H6X3	amoC_pmoC
UniRef90_A0A1R4HER9	amoC_pmoC
UniRef90_A0A1S9D0N7	amoC_pmoC
UniRef90_A0A1W6MQD3	amoC_pmoC
UniRef90_A0A1W6MT79	amoC_pmoC
UniRef90_A0A1W6MWF4	amoC_pmoC
UniRef90_A0A1W9G4U0	amoC_pmoC
UniRef90_A0A1X1QFS8	amoC_pmoC
UniRef90_A0A1X1QG60	amoC_pmoC
UniRef90_A0A1X1QHX6	amoC_pmoC
UniRef90_A0A1X1QLZ6	amoC_pmoC
UniRef90_A0A1X1QM35	amoC_pmoC
UniRef90_A0A1X1QQ82	amoC_pmoC
UniRef90_A0A1X1QR67	amoC_pmoC
UniRef90_A0A1X1QTH5	amoC_pmoC
UniRef90_A0A1Y0CHN4	amoC_pmoC
UniRef90_A0A1Y1SE49	amoC_pmoC
UniRef90_A0A1Y5EEW1	amoC_pmoC
UniRef90_A0A1Y5EJW2	amoC_pmoC
UniRef90_A0A1Y5EPL0	amoC_pmoC
UniRef90_A0A1Y5EQU6	amoC_pmoC
UniRef90_A0A1Y5EXD8	amoC_pmoC
UniRef90_A0A1Y5F0S7	amoC_pmoC
UniRef90_A0A1Y5F0U7	amoC_pmoC
UniRef90_A0A1Y5F0Z7	amoC_pmoC
UniRef90_A0A1Y5FQA6	amoC_pmoC
UniRef90_A0A1Y6CZJ4	amoC_pmoC
UniRef90_A0A1Y6D4A9	amoC_pmoC
UniRef90_A0A250KU56	amoC_pmoC
UniRef90_A0A250KUZ3	amoC_pmoC
UniRef90_A0A250L0M9	amoC_pmoC
UniRef90_A0A257MW24	amoC_pmoC
UniRef90_A0A257MW26	amoC_pmoC
UniRef90_A0A257MXX4	amoC_pmoC
UniRef90_A0A286C6W7	amoC_pmoC
UniRef90_A0A2A4SEL6	amoC_pmoC
UniRef90_A0A2A4SKN7	amoC_pmoC
UniRef90_A0A2A4U6C9	amoC_pmoC
UniRef90_A0A2A4U6Q4	amoC_pmoC
UniRef90_A0A2A4U835	amoC_pmoC
UniRef90_A0A2A4UGR3	amoC_pmoC
UniRef90_A0A2A4UK62	amoC_pmoC
UniRef90_A0A2A4UW93	amoC_pmoC
UniRef90_A0A2A4UZW5	amoC_pmoC
UniRef90_A0A2A4V075	amoC_pmoC
UniRef90_A0A2A4V1N1	amoC_pmoC
UniRef90_A0A2A4WCK5	amoC_pmoC
UniRef90_A0A2A4WEA4	amoC_pmoC
UniRef90_A0A2A4WFH5	amoC_pmoC
UniRef90_A0A2A4WM01	amoC_pmoC
UniRef90_A0A2A5A7V7	amoC_pmoC
UniRef90_A0A2A5A917	amoC_pmoC
UniRef90_A0A2A5ABD0	amoC_pmoC
UniRef90_A0A2A5ACL2	amoC_pmoC
UniRef90_A0A2A5AD37	amoC_pmoC
UniRef90_A0A2A5AEE4	amoC_pmoC
UniRef90_A0A2A5AND5	amoC_pmoC
UniRef90_A0A2A5AR65	amoC_pmoC
UniRef90_A0A2A5AS08	amoC_pmoC
UniRef90_A0A2A5ASD6	amoC_pmoC
UniRef90_A0A2A5C3B2	amoC_pmoC
UniRef90_A0A2E2JBD2	amoC_pmoC
UniRef90_A0A2E2JBG1	amoC_pmoC
UniRef90_A0A2E4JR97	amoC_pmoC
UniRef90_A0A2E5F955	amoC_pmoC
UniRef90_A0A2E9GHN2	amoC_pmoC
UniRef90_A0A2G2QIX1	amoC_pmoC
UniRef90_A0A2G2QLC1	amoC_pmoC
UniRef90_A0A2G2QLI1	amoC_pmoC
UniRef90_A0A2H4IA52	amoC_pmoC
UniRef90_A0A2H4T8N0	amoC_pmoC
UniRef90_A0A2H4T8P2	amoC_pmoC
UniRef90_A0A2H4T8T6	amoC_pmoC
UniRef90_A0A2H4T902	amoC_pmoC
UniRef90_A0A2H4T907	amoC_pmoC
UniRef90_A0A2H4T926	amoC_pmoC
UniRef90_A0A2H4T927	amoC_pmoC
UniRef90_A0A2H4T936	amoC_pmoC
UniRef90_A0A2H4T942	amoC_pmoC
UniRef90_A0A2H4T947	amoC_pmoC
UniRef90_A0A2H4T973	amoC_pmoC
UniRef90_A0A2H4T985	amoC_pmoC
UniRef90_A0A2L0AFQ3	amoC_pmoC
UniRef90_A0A2M8R764	amoC_pmoC
UniRef90_A0A2N2UVM0	amoC_pmoC
UniRef90_A0A2N2UX94	amoC_pmoC
UniRef90_A0A2N2UX99	amoC_pmoC
UniRef90_A0A2N8LFP5	amoC_pmoC
UniRef90_A0A2N8MDG4	amoC_pmoC
UniRef90_A0A2N8MEC5	amoC_pmoC
UniRef90_A0A2P0QIM5	amoC_pmoC
UniRef90_A0A2P0QMZ6	amoC_pmoC
UniRef90_A0A2P7NQW1	amoC_pmoC
UniRef90_A0A2P7NT84	amoC_pmoC
UniRef90_A0A2S6H6I4	amoC_pmoC
UniRef90_A0A2S6M865	amoC_pmoC
UniRef90_A0A2T4U1K6	amoC_pmoC
UniRef90_A0A2T5IDY6	amoC_pmoC
UniRef90_A0A2U1SG42	amoC_pmoC
UniRef90_A0A2V2SKX2	amoC_pmoC
UniRef90_A0A2V2STV4	amoC_pmoC
UniRef90_A0A2V3VE22	amoC_pmoC
UniRef90_A0A2V7F720	amoC_pmoC
UniRef90_A0A2V8EBI8	amoC_pmoC
UniRef90_A0A2W4RPT9	amoC_pmoC
UniRef90_A0A2W4T3S3	amoC_pmoC
UniRef90_A0A351KRP3	amoC_pmoC
UniRef90_A0A351KSZ9	amoC_pmoC
UniRef90_A0A352KID5	amoC_pmoC
UniRef90_A0A352KJQ2	amoC_pmoC
UniRef90_A0A352KJQ3	amoC_pmoC
UniRef90_A0A352KMI6	amoC_pmoC
UniRef90_A0A352KMI7	amoC_pmoC
UniRef90_A0A352KMI8	amoC_pmoC
UniRef90_A0A352KNT7	amoC_pmoC
UniRef90_A0A352KPS8	amoC_pmoC
UniRef90_A0A352KPS9	amoC_pmoC
UniRef90_A0A352KPT0	amoC_pmoC
UniRef90_A0A352KQJ6	amoC_pmoC
UniRef90_A0A352KR46	amoC_pmoC
UniRef90_A0A352KRU1	amoC_pmoC
UniRef90_A0A352Q898	amoC_pmoC
UniRef90_A0A353PB30	amoC_pmoC
UniRef90_A0A353PCH4	amoC_pmoC
UniRef90_A0A353PG40	amoC_pmoC
UniRef90_A0A353R0C4	amoC_pmoC
UniRef90_A0A353R2H2	amoC_pmoC
UniRef90_A0A353R4H6	amoC_pmoC
UniRef90_A0A354BFT9	amoC_pmoC
UniRef90_A0A382E6Y1	amoC_pmoC
UniRef90_A0A395CT07	amoC_pmoC
UniRef90_A0A3C0JEZ2	amoC_pmoC
UniRef90_A0A3C1NFV2	amoC_pmoC
UniRef90_A0A3D4XSQ8	amoC_pmoC
UniRef90_A0A3M1LMY2	amoC_pmoC
UniRef90_A0A3N5IEN9	amoC_pmoC
UniRef90_A0A3N9VB99	amoC_pmoC
UniRef90_A0A3S0GE52	amoC_pmoC
UniRef90_A0A431PHN8	amoC_pmoC
UniRef90_A0A432G5P1	amoC_pmoC
UniRef90_A0A432RME7	amoC_pmoC
UniRef90_A0A496WQJ4	amoC_pmoC
UniRef90_A0A496X9H5	amoC_pmoC
UniRef90_A0A4D6FQN5	amoC_pmoC
UniRef90_A0A4P5W4D6	amoC_pmoC
UniRef90_A0A4P6X1K2	amoC_pmoC
UniRef90_A0A4P7F8T2	amoC_pmoC
UniRef90_A0A4Q5KZB0	amoC_pmoC
UniRef90_A0A4R7PDZ1	amoC_pmoC
UniRef90_A0A4U0H3G8	amoC_pmoC
UniRef90_A0A4V1Z9C8	amoC_pmoC
UniRef90_A0A4Y1YNL4	amoC_pmoC
UniRef90_A0A4Y6KRJ8	amoC_pmoC
UniRef90_A0A4Y6KZE9	amoC_pmoC
UniRef90_A0A512E1S2	amoC_pmoC
UniRef90_A0A516TPL0	amoC_pmoC
UniRef90_A0A522A9M0	amoC_pmoC
UniRef90_A0A522DWK1	amoC_pmoC
UniRef90_A0A522VCQ6	amoC_pmoC
UniRef90_A0A522VE99	amoC_pmoC
UniRef90_A0A522VHY0	amoC_pmoC
UniRef90_A0A523GU74	amoC_pmoC
UniRef90_A0A523HE95	amoC_pmoC
UniRef90_A0A523NWK8	amoC_pmoC
UniRef90_A0A525VZD1	amoC_pmoC
UniRef90_A0A525W5D4	amoC_pmoC
UniRef90_A0A525WNG0	amoC_pmoC
UniRef90_A0A532CCU8	amoC_pmoC
UniRef90_A0A532CUL8	amoC_pmoC
UniRef90_A0A532CUM9	amoC_pmoC
UniRef90_A0A532D2I9	amoC_pmoC
UniRef90_A0A532D7G3	amoC_pmoC
UniRef90_A0A532DVF4	amoC_pmoC
UniRef90_A0A532DXI1	amoC_pmoC
UniRef90_A0A532F0Z4	amoC_pmoC
UniRef90_A0A533BDD3	amoC_pmoC
UniRef90_A0A533BMX7	amoC_pmoC
UniRef90_A0A533XX74	amoC_pmoC
UniRef90_A0A534KGP2	amoC_pmoC
UniRef90_A0A534LEU1	amoC_pmoC
UniRef90_A0A534MJG7	amoC_pmoC
UniRef90_A0A534RPP7	amoC_pmoC
UniRef90_A0A535UEJ5	amoC_pmoC
UniRef90_A0A536CUL3	amoC_pmoC
UniRef90_A0A538RJH5	amoC_pmoC
UniRef90_A0A539CUI1	amoC_pmoC
UniRef90_A0A560J010	amoC_pmoC
UniRef90_A0A5C7VLH2	amoC_pmoC
UniRef90_A0A5E6MFY1	amoC_pmoC
UniRef90_A0A5E6MGK1	amoC_pmoC
UniRef90_A0A5E6MRE8	amoC_pmoC
UniRef90_A0A5Q0BH07	amoC_pmoC
UniRef90_A0A5R8QLA6	amoC_pmoC
UniRef90_A0A5R8QLI8	amoC_pmoC
UniRef90_A0A661EYX2	amoC_pmoC
UniRef90_A0A661F7A9	amoC_pmoC
UniRef90_A0A661GU27	amoC_pmoC
UniRef90_A0A6B8KFM7	amoC_pmoC
UniRef90_A0A6B8M1P9	amoC_pmoC
UniRef90_A0A6B8M832	amoC_pmoC
UniRef90_A0A6B8MBR6	amoC_pmoC
UniRef90_A0A6P1IAM1	amoC_pmoC
UniRef90_A0A7C3D5Y2	amoC_pmoC
UniRef90_A0A7C5AZF7	amoC_pmoC
UniRef90_A0A7C5AZR5	amoC_pmoC
UniRef90_A0A7C5F1F1	amoC_pmoC
UniRef90_A0A7C5F5C5	amoC_pmoC
UniRef90_A0A7C7WJE2	amoC_pmoC
UniRef90_A0A7C7ZPK1	amoC_pmoC
UniRef90_A0A7C8DXF2	amoC_pmoC
UniRef90_A0A7D7EZD3	amoC_pmoC
UniRef90_A0A7D7FA20	amoC_pmoC
UniRef90_A0A7D7FFD1	amoC_pmoC
UniRef90_A0A7G1QAZ0	amoC_pmoC
UniRef90_A0A7G8PQA6	amoC_pmoC
UniRef90_A0A7I0EYY2	amoC_pmoC
UniRef90_A0A7J9VT24	amoC_pmoC
UniRef90_A0A7K4MJW6	amoC_pmoC
UniRef90_A0A7K4MZG1	amoC_pmoC
UniRef90_A0A7R8L6A8	amoC_pmoC
UniRef90_A0A7W6SK23	amoC_pmoC
UniRef90_A0A7Y4VZF7	amoC_pmoC
UniRef90_A0A7Y5D2R0	amoC_pmoC
UniRef90_A0A7Z8FVK4	amoC_pmoC
UniRef90_A0A800KTZ1	amoC_pmoC
UniRef90_A0A800MPK4	amoC_pmoC
UniRef90_A0A831RH86	amoC_pmoC
UniRef90_A0A831YZP1	amoC_pmoC
UniRef90_A0A835XFC3	amoC_pmoC
UniRef90_A0A836TQI0	amoC_pmoC
UniRef90_A0A837WZR0	amoC_pmoC
UniRef90_A0A849TWT4	amoC_pmoC
UniRef90_A0A849U075	amoC_pmoC
UniRef90_A0A849V602	amoC_pmoC
UniRef90_A0A8D4VNB4	amoC_pmoC
UniRef90_A0A8D4W1Y8	amoC_pmoC
UniRef90_A0A8E8VZ00	amoC_pmoC
UniRef90_A0A8H9WDN0	amoC_pmoC
UniRef90_A0A8H9WG34	amoC_pmoC
UniRef90_A0A8H9WGM5	amoC_pmoC
UniRef90_A0A8I0BRG1	amoC_pmoC
UniRef90_A2TJ66	amoC_pmoC
UniRef90_A4PDX6	amoC_pmoC
UniRef90_A9QPD8	amoC_pmoC
UniRef90_A9QPE2	amoC_pmoC
UniRef90_A9QPE5	amoC_pmoC
UniRef90_B2Y889	amoC_pmoC
UniRef90_B2Y8A5	amoC_pmoC
UniRef90_B2Y8B3	amoC_pmoC
UniRef90_B2Y8C9	amoC_pmoC
UniRef90_B2Y8D1	amoC_pmoC
UniRef90_B2Y8D7	amoC_pmoC
UniRef90_B9X087	amoC_pmoC
UniRef90_B9X090	amoC_pmoC
UniRef90_B9X093	amoC_pmoC
UniRef90_B9X096	amoC_pmoC
UniRef90_B9X099	amoC_pmoC
UniRef90_B9ZY19	amoC_pmoC
UniRef90_C8CB45	amoC_pmoC
UniRef90_C8CB51	amoC_pmoC
UniRef90_C8CB53	amoC_pmoC
UniRef90_C8CB55	amoC_pmoC
UniRef90_C8CB57	amoC_pmoC
UniRef90_C8CB59	amoC_pmoC
UniRef90_D5MIN0	amoC_pmoC
UniRef90_E7BQU4	amoC_pmoC
UniRef90_E9UUV4	amoC_pmoC
UniRef90_G3IS44	amoC_pmoC
UniRef90_G4SZ62	amoC_pmoC
UniRef90_G8RKH8	amoC_pmoC
UniRef90_H5SGT8	amoC_pmoC
UniRef90_H5SGU0	amoC_pmoC
UniRef90_H8GK93	amoC_pmoC
UniRef90_I4EB56	amoC_pmoC
UniRef90_J7M7D1	amoC_pmoC
UniRef90_J7MAU0	amoC_pmoC
UniRef90_J7QLZ6	amoC_pmoC
UniRef90_J7QM98	amoC_pmoC
UniRef90_K0B8Q1	amoC_pmoC
UniRef90_K7SQ83	amoC_pmoC
UniRef90_K7SQA9	amoC_pmoC
UniRef90_K7STK4	amoC_pmoC
UniRef90_K7STL2	amoC_pmoC
UniRef90_L0MXJ4	amoC_pmoC
UniRef90_Q0AFW7	amoC_pmoC
UniRef90_Q2VNL6	amoC_pmoC
UniRef90_Q2VNR5	amoC_pmoC
UniRef90_Q2Y665	amoC_pmoC
UniRef90_Q2YAW6	amoC_pmoC
UniRef90_Q3J890	amoC_pmoC
UniRef90_Q603F1	amoC_pmoC
UniRef90_Q6MZ18	amoC_pmoC
UniRef90_Q8VL27	amoC_pmoC
UniRef90_Q9AP86	amoC_pmoC
UniRef90_Q9KX37	amoC_pmoC
UniRef90_R7XRQ3	amoC_pmoC
UniRef90_UPI0001F8846A	amoC_pmoC
UniRef90_UPI00036B5C68	amoC_pmoC
UniRef90_UPI00037963D7	amoC_pmoC
UniRef90_UPI0003A04CA9	amoC_pmoC
UniRef90_UPI0003B2E45C	amoC_pmoC
UniRef90_UPI000409DD0C	amoC_pmoC
UniRef90_UPI00045EA23A	amoC_pmoC
UniRef90_UPI00055DE063	amoC_pmoC
UniRef90_UPI0005EAD46C	amoC_pmoC
UniRef90_UPI0005EB435D	amoC_pmoC
UniRef90_UPI0005EB749E	amoC_pmoC
UniRef90_UPI000683DC7B	amoC_pmoC
UniRef90_UPI00098B7BD7	amoC_pmoC
UniRef90_UPI0009FC5C3E	amoC_pmoC
UniRef90_UPI000A0654CD	amoC_pmoC
UniRef90_UPI000AB6ACC2	amoC_pmoC
UniRef90_UPI000E0D7539	amoC_pmoC
UniRef90_UPI000E0DD287	amoC_pmoC
UniRef90_UPI001359D034	amoC_pmoC
UniRef90_UPI00136D0F1A	amoC_pmoC
UniRef90_UPI0013EADF5E	amoC_pmoC
UniRef90_UPI00157DD4A3	amoC_pmoC
UniRef90_UPI001581A908	amoC_pmoC
UniRef90_UPI001920F95B	amoC_pmoC
UniRef90_UPI001921B147	amoC_pmoC
UniRef90_UPI00197B84B5	amoC_pmoC
UniRef90_UPI001A8F4800	amoC_pmoC
UniRef90_UPI001B8A8513	amoC_pmoC
UniRef90_UPI001BCEC9ED	amoC_pmoC
UniRef90_UPI001CA47B23	amoC_pmoC
UniRef90_UPI001D05248E	amoC_pmoC
UniRef90_UPI001D052706	amoC_pmoC
UniRef90_V5BFI0	amoC_pmoC
UniRef90_V5BRE3	amoC_pmoC
UniRef90_V5BS34	amoC_pmoC
UniRef90_W7WU54	amoC_pmoC
UniRef90_X1GYL5	amoC_pmoC
20111000_P3M_5_c_000000009862_9	emerge;d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__Binatus;s__Binatus sp003135855
20120700_P3D_148_c_000000068824_1	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003152255
20120700_P3D_148_c_000000068859_6	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003152255
20120700_P3D_148_c_000000069061_14	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003152255
20120700_P3D_148_c_000000069155_18	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003152255
20120700_P3D_148_c_000000069158_28	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003152255
20120700_S1D_31_c_000000062794_1	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
20130700_S1X_7_c_000000004178_3	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
20130700_S1X_7_c_000000004266_14	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
20130700_S1X_7_c_000000004374_4	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
20130700_S1X_7_c_000000004409_17	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocella;s__Methylocella sp003162995
20140700_S12_15_c_000000003794_24	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075
20140700_S12_15_c_000000003799_18	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075
20140700_S12_15_c_000000003805_39	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075
20140700_S12_15_c_000000003809_35	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075
20140700_S12_15_c_000000003897_14	emerge;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylocystis;s__Methylocystis sp003134075
