tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4
Acetobacter_aceti_JCM20276,Bacteria,rank_2,Acetobacter_aceti_JCM20276,Root,CE4,Bacteria,Acetobacter_aceti_JCM20276,,
Acetobacter_aceti_NBRC_14818,Bacteria,rank_2,Acetobacter_aceti_NBRC_14818,Root,CE4,Bacteria,Acetobacter_aceti_NBRC_14818,,
Acetobacter_aceti_TMW2.1153,Bacteria,rank_2,Acetobacter_aceti_TMW2.1153,Root,CE4,Bacteria,Acetobacter_aceti_TMW2.1153,,
Acetobacter_ascendens_LMG_1590,Bacteria,rank_2,Acetobacter_ascendens_LMG_1590,Root,CE4,Bacteria,Acetobacter_ascendens_LMG_1590,,
Acetobacter_ascendens_SRCM101447,Bacteria,rank_2,Acetobacter_ascendens_SRCM101447,Root,CE4,Bacteria,Acetobacter_ascendens_SRCM101447,,
Acetobacter_ghanensis_LMG_23848T,Bacteria,rank_2,Acetobacter_ghanensis_LMG_23848T,Root,CE4,Bacteria,Acetobacter_ghanensis_LMG_23848T,,
Acetobacter_oryzifermentans_SLV-7,Bacteria,rank_2,Acetobacter_oryzifermentans_SLV-7,Root,CE4,Bacteria,Acetobacter_oryzifermentans_SLV-7,,
Acetobacter_oryzoeni_B6,Bacteria,rank_2,Acetobacter_oryzoeni_B6,Root,CE4,Bacteria,Acetobacter_oryzoeni_B6,,
Acetobacter_pasteurianus_386B,Bacteria,rank_2,Acetobacter_pasteurianus_386B,Root,CE4,Bacteria,Acetobacter_pasteurianus_386B,,
Acetobacter_pasteurianus_Ab3,Bacteria,rank_2,Acetobacter_pasteurianus_Ab3,Root,CE4,Bacteria,Acetobacter_pasteurianus_Ab3,,
Acetobacter_pasteurianus_dm,Bacteria,rank_2,Acetobacter_pasteurianus_dm,Root,CE4,Bacteria,Acetobacter_pasteurianus_dm,,
Acetobacter_pasteurianus_IFO_3283-01,Bacteria,rank_2,Acetobacter_pasteurianus_IFO_3283-01,Root,CE4,Bacteria,Acetobacter_pasteurianus_IFO_3283-01,,
Acetobacter_pasteurianus_subsp._paradoxus_LMG_1591,Bacteria,rank_2,Acetobacter_pasteurianus_subsp._paradoxus_LMG_1591,Root,CE4,Bacteria,Acetobacter_pasteurianus_subsp._paradoxus_LMG_1591,,
Acetobacter_persici_TMW2.1084,Bacteria,rank_2,Acetobacter_persici_TMW2.1084,Root,CE4,Bacteria,Acetobacter_persici_TMW2.1084,,
Acetobacter_pomorum_BDGP5,Bacteria,rank_2,Acetobacter_pomorum_BDGP5,Root,CE4,Bacteria,Acetobacter_pomorum_BDGP5,,
Acetobacter_senegalensis_108B,Bacteria,rank_2,Acetobacter_senegalensis_108B,Root,CE4,Bacteria,Acetobacter_senegalensis_108B,,
Acetobacter_tropicalis_BDGP1,Bacteria,rank_2,Acetobacter_tropicalis_BDGP1,Root,CE4,Bacteria,Acetobacter_tropicalis_BDGP1,,
Acetobacteraceae_bacterium_PAMC_26569,Bacteria,rank_2,Acetobacteraceae_bacterium_PAMC_26569,Root,CE4,Bacteria,Acetobacteraceae_bacterium_PAMC_26569,,
Acetobacterium_woodii_DSM_1030,Bacteria,rank_2,Acetobacterium_woodii_DSM_1030,Root,CE4,Bacteria,Acetobacterium_woodii_DSM_1030,,
Acetohalobium_arabaticum_DSM_5501,Bacteria,rank_2,Acetohalobium_arabaticum_DSM_5501,Root,CE4,Bacteria,Acetohalobium_arabaticum_DSM_5501,,
Achromobacter_deleyi_As-55,Bacteria,rank_2,Achromobacter_deleyi_As-55,Root,CE4,Bacteria,Achromobacter_deleyi_As-55,,
Achromobacter_deleyi_FDAARGOS_1050,Bacteria,rank_2,Achromobacter_deleyi_FDAARGOS_1050,Root,CE4,Bacteria,Achromobacter_deleyi_FDAARGOS_1050,,
Achromobacter_denitrificans_FDAARGOS_786,Bacteria,rank_2,Achromobacter_denitrificans_FDAARGOS_786,Root,CE4,Bacteria,Achromobacter_denitrificans_FDAARGOS_786,,
Achromobacter_denitrificans_FDAARGOS_787,Bacteria,rank_2,Achromobacter_denitrificans_FDAARGOS_787,Root,CE4,Bacteria,Achromobacter_denitrificans_FDAARGOS_787,,
Achromobacter_denitrificans_PheN1,Bacteria,rank_2,Achromobacter_denitrificans_PheN1,Root,CE4,Bacteria,Achromobacter_denitrificans_PheN1,,
Achromobacter_denitrificans_PR1,Bacteria,rank_2,Achromobacter_denitrificans_PR1,Root,CE4,Bacteria,Achromobacter_denitrificans_PR1,,
Achromobacter_denitrificans_USDA-ARS-USMARC-56712,Bacteria,rank_2,Achromobacter_denitrificans_USDA-ARS-USMARC-56712,Root,CE4,Bacteria,Achromobacter_denitrificans_USDA-ARS-USMARC-56712,,
Achromobacter_insolitus_AB2,Bacteria,rank_2,Achromobacter_insolitus_AB2,Root,CE4,Bacteria,Achromobacter_insolitus_AB2,,
Achromobacter_insolitus_DSM_23807,Bacteria,rank_2,Achromobacter_insolitus_DSM_23807,Root,CE4,Bacteria,Achromobacter_insolitus_DSM_23807,,
Achromobacter_insolitus_FDAARGOS_88,Bacteria,rank_2,Achromobacter_insolitus_FDAARGOS_88,Root,CE4,Bacteria,Achromobacter_insolitus_FDAARGOS_88,,
Achromobacter_mucicolens_IA,Bacteria,rank_2,Achromobacter_mucicolens_IA,Root,CE4,Bacteria,Achromobacter_mucicolens_IA,,
Achromobacter_pestifer_FDAARGOS_790,Bacteria,rank_2,Achromobacter_pestifer_FDAARGOS_790,Root,CE4,Bacteria,Achromobacter_pestifer_FDAARGOS_790,,
Achromobacter_ruhlandii_SCCH3:ACH_33-1365,Bacteria,rank_2,Achromobacter_ruhlandii_SCCH3:ACH_33-1365,Root,CE4,Bacteria,Achromobacter_ruhlandii_SCCH3:ACH_33-1365,,
Achromobacter_sp._77,Bacteria,rank_2,Achromobacter_sp._77,Root,CE4,Bacteria,Achromobacter_sp._77,,
Achromobacter_sp._AONIH1,Bacteria,rank_2,Achromobacter_sp._AONIH1,Root,CE4,Bacteria,Achromobacter_sp._AONIH1,,
Achromobacter_sp._B7,Bacteria,rank_2,Achromobacter_sp._B7,Root,CE4,Bacteria,Achromobacter_sp._B7,,
Achromobacter_sp._MFA1_R4,Bacteria,rank_2,Achromobacter_sp._MFA1_R4,Root,CE4,Bacteria,Achromobacter_sp._MFA1_R4,,
Achromobacter_spanius_DSM_23806,Bacteria,rank_2,Achromobacter_spanius_DSM_23806,Root,CE4,Bacteria,Achromobacter_spanius_DSM_23806,,
Achromobacter_spanius_MYb73,Bacteria,rank_2,Achromobacter_spanius_MYb73,Root,CE4,Bacteria,Achromobacter_spanius_MYb73,,
Achromobacter_spanius_UQ283,Bacteria,rank_2,Achromobacter_spanius_UQ283,Root,CE4,Bacteria,Achromobacter_spanius_UQ283,,
Achromobacter_xylosoxidans_A8,Bacteria,rank_2,Achromobacter_xylosoxidans_A8,Root,CE4,Bacteria,Achromobacter_xylosoxidans_A8,,
Achromobacter_xylosoxidans_AX1,Bacteria,rank_2,Achromobacter_xylosoxidans_AX1,Root,CE4,Bacteria,Achromobacter_xylosoxidans_AX1,,
Achromobacter_xylosoxidans_FDAARGOS_147,Bacteria,rank_2,Achromobacter_xylosoxidans_FDAARGOS_147,Root,CE4,Bacteria,Achromobacter_xylosoxidans_FDAARGOS_147,,
Achromobacter_xylosoxidans_FDAARGOS_150,Bacteria,rank_2,Achromobacter_xylosoxidans_FDAARGOS_150,Root,CE4,Bacteria,Achromobacter_xylosoxidans_FDAARGOS_150,,
Achromobacter_xylosoxidans_FDAARGOS_162,Bacteria,rank_2,Achromobacter_xylosoxidans_FDAARGOS_162,Root,CE4,Bacteria,Achromobacter_xylosoxidans_FDAARGOS_162,,
Achromobacter_xylosoxidans_FDAARGOS_789,Bacteria,rank_2,Achromobacter_xylosoxidans_FDAARGOS_789,Root,CE4,Bacteria,Achromobacter_xylosoxidans_FDAARGOS_789,,
Achromobacter_xylosoxidans_GD03,Bacteria,rank_2,Achromobacter_xylosoxidans_GD03,Root,CE4,Bacteria,Achromobacter_xylosoxidans_GD03,,
Achromobacter_xylosoxidans_GN008,Bacteria,rank_2,Achromobacter_xylosoxidans_GN008,Root,CE4,Bacteria,Achromobacter_xylosoxidans_GN008,,
Achromobacter_xylosoxidans_GN050,Bacteria,rank_2,Achromobacter_xylosoxidans_GN050,Root,CE4,Bacteria,Achromobacter_xylosoxidans_GN050,,
Achromobacter_xylosoxidans_NH44784-1996,Bacteria,rank_2,Achromobacter_xylosoxidans_NH44784-1996,Root,CE4,Bacteria,Achromobacter_xylosoxidans_NH44784-1996,,
Acidaminococcus_intestini_14_LG,Bacteria,rank_2,Acidaminococcus_intestini_14_LG,Root,CE4,Bacteria,Acidaminococcus_intestini_14_LG,,
Acididesulfobacillus_acetoxydans,Bacteria,rank_2,Acididesulfobacillus_acetoxydans,Root,CE4,Bacteria,Acididesulfobacillus_acetoxydans,,
Acidiferrobacter_sp._SPIII_3,Bacteria,rank_2,Acidiferrobacter_sp._SPIII_3,Root,CE4,Bacteria,Acidiferrobacter_sp._SPIII_3,,
Acidihalobacter_ferrooxydans_V8,Bacteria,rank_2,Acidihalobacter_ferrooxydans_V8,Root,CE4,Bacteria,Acidihalobacter_ferrooxydans_V8,,
Acidihalobacter_prosperus_V6,Bacteria,rank_2,Acidihalobacter_prosperus_V6,Root,CE4,Bacteria,Acidihalobacter_prosperus_V6,,
Acidiphilium_cryptum_JF-5,Bacteria,rank_2,Acidiphilium_cryptum_JF-5,Root,CE4,Bacteria,Acidiphilium_cryptum_JF-5,,
Acidipropionibacterium_acidipropionici_ATCC_4875,Bacteria,rank_2,Acidipropionibacterium_acidipropionici_ATCC_4875,Root,CE4,Bacteria,Acidipropionibacterium_acidipropionici_ATCC_4875,,
Acidipropionibacterium_acidipropionici_ATCC_55737,Bacteria,rank_2,Acidipropionibacterium_acidipropionici_ATCC_55737,Root,CE4,Bacteria,Acidipropionibacterium_acidipropionici_ATCC_55737,,
Acidipropionibacterium_acidipropionici_CGMCC_1.2230,Bacteria,rank_2,Acidipropionibacterium_acidipropionici_CGMCC_1.2230,Root,CE4,Bacteria,Acidipropionibacterium_acidipropionici_CGMCC_1.2230,,
Acidipropionibacterium_acidipropionici_F3E8,Bacteria,rank_2,Acidipropionibacterium_acidipropionici_F3E8,Root,CE4,Bacteria,Acidipropionibacterium_acidipropionici_F3E8,,
Acidipropionibacterium_acidipropionici_FAM_19036,Bacteria,rank_2,Acidipropionibacterium_acidipropionici_FAM_19036,Root,CE4,Bacteria,Acidipropionibacterium_acidipropionici_FAM_19036,,
Acidipropionibacterium_acidipropionici_WGS7,Bacteria,rank_2,Acidipropionibacterium_acidipropionici_WGS7,Root,CE4,Bacteria,Acidipropionibacterium_acidipropionici_WGS7,,
Acidipropionibacterium_jensenii_FAM_19038,Bacteria,rank_2,Acidipropionibacterium_jensenii_FAM_19038,Root,CE4,Bacteria,Acidipropionibacterium_jensenii_FAM_19038,,
Acidipropionibacterium_jensenii_JS279,Bacteria,rank_2,Acidipropionibacterium_jensenii_JS279,Root,CE4,Bacteria,Acidipropionibacterium_jensenii_JS279,,
Acidipropionibacterium_jensenii_JS280,Bacteria,rank_2,Acidipropionibacterium_jensenii_JS280,Root,CE4,Bacteria,Acidipropionibacterium_jensenii_JS280,,
Acidipropionibacterium_jensenii_NCTC13652,Bacteria,rank_2,Acidipropionibacterium_jensenii_NCTC13652,Root,CE4,Bacteria,Acidipropionibacterium_jensenii_NCTC13652,,
Acidipropionibacterium_virtanenii_JS278,Bacteria,rank_2,Acidipropionibacterium_virtanenii_JS278,Root,CE4,Bacteria,Acidipropionibacterium_virtanenii_JS278,,
Acidisarcina_polymorpha_SBC82,Bacteria,rank_2,Acidisarcina_polymorpha_SBC82,Root,CE4,Bacteria,Acidisarcina_polymorpha_SBC82,,
Acidithiobacillus_ferridurans_JCM_18981,Bacteria,rank_2,Acidithiobacillus_ferridurans_JCM_18981,Root,CE4,Bacteria,Acidithiobacillus_ferridurans_JCM_18981,,
Acidithiobacillus_ferriphilus_GT2,Bacteria,rank_2,Acidithiobacillus_ferriphilus_GT2,Root,CE4,Bacteria,Acidithiobacillus_ferriphilus_GT2,,
Acidithiobacillus_ferrivorans,Bacteria,rank_2,Acidithiobacillus_ferrivorans,Root,CE4,Bacteria,Acidithiobacillus_ferrivorans,,
Acidithiobacillus_ferrivorans_SS3,Bacteria,rank_2,Acidithiobacillus_ferrivorans_SS3,Root,CE4,Bacteria,Acidithiobacillus_ferrivorans_SS3,,
Acidithiobacillus_ferrivorans_XJFY6S-08,Bacteria,rank_2,Acidithiobacillus_ferrivorans_XJFY6S-08,Root,CE4,Bacteria,Acidithiobacillus_ferrivorans_XJFY6S-08,,
Acidithiobacillus_ferrooxidans_ATCC_23270,Bacteria,rank_2,Acidithiobacillus_ferrooxidans_ATCC_23270,Root,CE4,Bacteria,Acidithiobacillus_ferrooxidans_ATCC_23270,,
Acidithiobacillus_ferrooxidans_ATCC_53993,Bacteria,rank_2,Acidithiobacillus_ferrooxidans_ATCC_53993,Root,CE4,Bacteria,Acidithiobacillus_ferrooxidans_ATCC_53993,,
Acidithiobacillus_ferrooxidans_BYM,Bacteria,rank_2,Acidithiobacillus_ferrooxidans_BYM,Root,CE4,Bacteria,Acidithiobacillus_ferrooxidans_BYM,,
Acidithiobacillus_thiooxidans_ATCC_19377,Bacteria,rank_2,Acidithiobacillus_thiooxidans_ATCC_19377,Root,CE4,Bacteria,Acidithiobacillus_thiooxidans_ATCC_19377,,
Acidobacteria_bacterium_DSM_100886,Bacteria,rank_2,Acidobacteria_bacterium_DSM_100886,Root,CE4,Bacteria,Acidobacteria_bacterium_DSM_100886,,
Acidobacterium_capsulatum_ATCC_51196,Bacteria,rank_2,Acidobacterium_capsulatum_ATCC_51196,Root,CE4,Bacteria,Acidobacterium_capsulatum_ATCC_51196,,
Acidothermus_cellulolyticus_11B,Bacteria,rank_2,Acidothermus_cellulolyticus_11B,Root,CE4,Bacteria,Acidothermus_cellulolyticus_11B,,
Acidovorax_antarcticus_16-35-5,Bacteria,rank_2,Acidovorax_antarcticus_16-35-5,Root,CE4,Bacteria,Acidovorax_antarcticus_16-35-5,,
Acidovorax_avenae_subsp._avenae_AA78_5,Bacteria,rank_2,Acidovorax_avenae_subsp._avenae_AA78_5,Root,CE4,Bacteria,Acidovorax_avenae_subsp._avenae_AA78_5,,
Acidovorax_avenae_subsp._avenae_COLB1,Bacteria,rank_2,Acidovorax_avenae_subsp._avenae_COLB1,Root,CE4,Bacteria,Acidovorax_avenae_subsp._avenae_COLB1,,
Acidovorax_avenae_subsp._avenae_SH7,Bacteria,rank_2,Acidovorax_avenae_subsp._avenae_SH7,Root,CE4,Bacteria,Acidovorax_avenae_subsp._avenae_SH7,,
Acidovorax_carolinensis_NA3,Bacteria,rank_2,Acidovorax_carolinensis_NA3,Root,CE4,Bacteria,Acidovorax_carolinensis_NA3,,
Acidovorax_cattleyae_CAT98_1,Bacteria,rank_2,Acidovorax_cattleyae_CAT98_1,Root,CE4,Bacteria,Acidovorax_cattleyae_CAT98_1,,
Acidovorax_citrulli_AAC00-1,Bacteria,rank_2,Acidovorax_citrulli_AAC00-1,Root,CE4,Bacteria,Acidovorax_citrulli_AAC00-1,,
Acidovorax_ebreus_LS1,Bacteria,rank_2,Acidovorax_ebreus_LS1,Root,CE4,Bacteria,Acidovorax_ebreus_LS1,,
Acidovorax_ebreus_TPSY,Bacteria,rank_2,Acidovorax_ebreus_TPSY,Root,CE4,Bacteria,Acidovorax_ebreus_TPSY,,
Acidovorax_monticola_KACC_19171,Bacteria,rank_2,Acidovorax_monticola_KACC_19171,Root,CE4,Bacteria,Acidovorax_monticola_KACC_19171,,
Acidovorax_radicis_79,Bacteria,rank_2,Acidovorax_radicis_79,Root,CE4,Bacteria,Acidovorax_radicis_79,,
Acidovorax_sp._1608163,Bacteria,rank_2,Acidovorax_sp._1608163,Root,CE4,Bacteria,Acidovorax_sp._1608163,,
Acidovorax_sp._JS42,Bacteria,rank_2,Acidovorax_sp._JS42,Root,CE4,Bacteria,Acidovorax_sp._JS42,,
Acidovorax_sp._KKS102,Bacteria,rank_2,Acidovorax_sp._KKS102,Root,CE4,Bacteria,Acidovorax_sp._KKS102,,
Acidovorax_sp._NA2,Bacteria,rank_2,Acidovorax_sp._NA2,Root,CE4,Bacteria,Acidovorax_sp._NA2,,
Acidovorax_sp._P3,Bacteria,rank_2,Acidovorax_sp._P3,Root,CE4,Bacteria,Acidovorax_sp._P3,,
Acidovorax_sp._RAC01,Bacteria,rank_2,Acidovorax_sp._RAC01,Root,CE4,Bacteria,Acidovorax_sp._RAC01,,
Acidovorax_sp._YS12,Bacteria,rank_2,Acidovorax_sp._YS12,Root,CE4,Bacteria,Acidovorax_sp._YS12,,
Acinetobacter_baumannii,Bacteria,rank_2,Acinetobacter_baumannii,Root,CE4,Bacteria,Acinetobacter_baumannii,,
Acinetobacter_baumannii_10042,Bacteria,rank_2,Acinetobacter_baumannii_10042,Root,CE4,Bacteria,Acinetobacter_baumannii_10042,,
Acinetobacter_baumannii_10324,Bacteria,rank_2,Acinetobacter_baumannii_10324,Root,CE4,Bacteria,Acinetobacter_baumannii_10324,,
Acinetobacter_baumannii_11510,Bacteria,rank_2,Acinetobacter_baumannii_11510,Root,CE4,Bacteria,Acinetobacter_baumannii_11510,,
Acinetobacter_baumannii_11A1213CRGN008,Bacteria,rank_2,Acinetobacter_baumannii_11A1213CRGN008,Root,CE4,Bacteria,Acinetobacter_baumannii_11A1213CRGN008,,
Acinetobacter_baumannii_11W359501,Bacteria,rank_2,Acinetobacter_baumannii_11W359501,Root,CE4,Bacteria,Acinetobacter_baumannii_11W359501,,
Acinetobacter_baumannii_15A34,Bacteria,rank_2,Acinetobacter_baumannii_15A34,Root,CE4,Bacteria,Acinetobacter_baumannii_15A34,,
Acinetobacter_baumannii_15A5,Bacteria,rank_2,Acinetobacter_baumannii_15A5,Root,CE4,Bacteria,Acinetobacter_baumannii_15A5,,
Acinetobacter_baumannii_1656-2,Bacteria,rank_2,Acinetobacter_baumannii_1656-2,Root,CE4,Bacteria,Acinetobacter_baumannii_1656-2,,
Acinetobacter_baumannii_3207,Bacteria,rank_2,Acinetobacter_baumannii_3207,Root,CE4,Bacteria,Acinetobacter_baumannii_3207,,
Acinetobacter_baumannii_5457,Bacteria,rank_2,Acinetobacter_baumannii_5457,Root,CE4,Bacteria,Acinetobacter_baumannii_5457,,
Acinetobacter_baumannii_6200,Bacteria,rank_2,Acinetobacter_baumannii_6200,Root,CE4,Bacteria,Acinetobacter_baumannii_6200,,
Acinetobacter_baumannii_7804,Bacteria,rank_2,Acinetobacter_baumannii_7804,Root,CE4,Bacteria,Acinetobacter_baumannii_7804,,
Acinetobacter_baumannii_A1,Bacteria,rank_2,Acinetobacter_baumannii_A1,Root,CE4,Bacteria,Acinetobacter_baumannii_A1,,
Acinetobacter_baumannii_A118,Bacteria,rank_2,Acinetobacter_baumannii_A118,Root,CE4,Bacteria,Acinetobacter_baumannii_A118,,
Acinetobacter_baumannii_A1296,Bacteria,rank_2,Acinetobacter_baumannii_A1296,Root,CE4,Bacteria,Acinetobacter_baumannii_A1296,,
Acinetobacter_baumannii_A1429,Bacteria,rank_2,Acinetobacter_baumannii_A1429,Root,CE4,Bacteria,Acinetobacter_baumannii_A1429,,
Acinetobacter_baumannii_Ab-B004d-c,Bacteria,rank_2,Acinetobacter_baumannii_Ab-B004d-c,Root,CE4,Bacteria,Acinetobacter_baumannii_Ab-B004d-c,,
Acinetobacter_baumannii_Ab-C102,Bacteria,rank_2,Acinetobacter_baumannii_Ab-C102,Root,CE4,Bacteria,Acinetobacter_baumannii_Ab-C102,,
Acinetobacter_baumannii_Ab-C63,Bacteria,rank_2,Acinetobacter_baumannii_Ab-C63,Root,CE4,Bacteria,Acinetobacter_baumannii_Ab-C63,,
Acinetobacter_baumannii_AB030,Bacteria,rank_2,Acinetobacter_baumannii_AB030,Root,CE4,Bacteria,Acinetobacter_baumannii_AB030,,
Acinetobacter_baumannii_AB031,Bacteria,rank_2,Acinetobacter_baumannii_AB031,Root,CE4,Bacteria,Acinetobacter_baumannii_AB031,,
Acinetobacter_baumannii_Ab04-mff,Bacteria,rank_2,Acinetobacter_baumannii_Ab04-mff,Root,CE4,Bacteria,Acinetobacter_baumannii_Ab04-mff,,
Acinetobacter_baumannii_AB042,Bacteria,rank_2,Acinetobacter_baumannii_AB042,Root,CE4,Bacteria,Acinetobacter_baumannii_AB042,,
Acinetobacter_baumannii_AB047,Bacteria,rank_2,Acinetobacter_baumannii_AB047,Root,CE4,Bacteria,Acinetobacter_baumannii_AB047,,
Acinetobacter_baumannii_AB048,Bacteria,rank_2,Acinetobacter_baumannii_AB048,Root,CE4,Bacteria,Acinetobacter_baumannii_AB048,,
Acinetobacter_baumannii_AB053,Bacteria,rank_2,Acinetobacter_baumannii_AB053,Root,CE4,Bacteria,Acinetobacter_baumannii_AB053,,
Acinetobacter_baumannii_ab736,Bacteria,rank_2,Acinetobacter_baumannii_ab736,Root,CE4,Bacteria,Acinetobacter_baumannii_ab736,,
Acinetobacter_baumannii_AbCAN2,Bacteria,rank_2,Acinetobacter_baumannii_AbCAN2,Root,CE4,Bacteria,Acinetobacter_baumannii_AbCAN2,,
Acinetobacter_baumannii_ABNIH28,Bacteria,rank_2,Acinetobacter_baumannii_ABNIH28,Root,CE4,Bacteria,Acinetobacter_baumannii_ABNIH28,,
Acinetobacter_baumannii_AbPK1,Bacteria,rank_2,Acinetobacter_baumannii_AbPK1,Root,CE4,Bacteria,Acinetobacter_baumannii_AbPK1,,
Acinetobacter_baumannii_ABUH763,Bacteria,rank_2,Acinetobacter_baumannii_ABUH763,Root,CE4,Bacteria,Acinetobacter_baumannii_ABUH763,,
Acinetobacter_baumannii_ACN21,Bacteria,rank_2,Acinetobacter_baumannii_ACN21,Root,CE4,Bacteria,Acinetobacter_baumannii_ACN21,,
Acinetobacter_baumannii_AR_0052,Bacteria,rank_2,Acinetobacter_baumannii_AR_0052,Root,CE4,Bacteria,Acinetobacter_baumannii_AR_0052,,
Acinetobacter_baumannii_AR_0078,Bacteria,rank_2,Acinetobacter_baumannii_AR_0078,Root,CE4,Bacteria,Acinetobacter_baumannii_AR_0078,,
Acinetobacter_baumannii_ATCC_17978,Bacteria,rank_2,Acinetobacter_baumannii_ATCC_17978,Root,CE4,Bacteria,Acinetobacter_baumannii_ATCC_17978,,
Acinetobacter_baumannii_ATCC_BAA-1790,Bacteria,rank_2,Acinetobacter_baumannii_ATCC_BAA-1790,Root,CE4,Bacteria,Acinetobacter_baumannii_ATCC_BAA-1790,,
Acinetobacter_baumannii_AYE,Bacteria,rank_2,Acinetobacter_baumannii_AYE,Root,CE4,Bacteria,Acinetobacter_baumannii_AYE,,
Acinetobacter_baumannii_B8300,Bacteria,rank_2,Acinetobacter_baumannii_B8300,Root,CE4,Bacteria,Acinetobacter_baumannii_B8300,,
Acinetobacter_baumannii_CA-17,Bacteria,rank_2,Acinetobacter_baumannii_CA-17,Root,CE4,Bacteria,Acinetobacter_baumannii_CA-17,,
Acinetobacter_baumannii_CAM180-1,Bacteria,rank_2,Acinetobacter_baumannii_CAM180-1,Root,CE4,Bacteria,Acinetobacter_baumannii_CAM180-1,,
Acinetobacter_baumannii_CIAT758,Bacteria,rank_2,Acinetobacter_baumannii_CIAT758,Root,CE4,Bacteria,Acinetobacter_baumannii_CIAT758,,
Acinetobacter_baumannii_D1279779,Bacteria,rank_2,Acinetobacter_baumannii_D1279779,Root,CE4,Bacteria,Acinetobacter_baumannii_D1279779,,
Acinetobacter_baumannii_DS002,Bacteria,rank_2,Acinetobacter_baumannii_DS002,Root,CE4,Bacteria,Acinetobacter_baumannii_DS002,,
Acinetobacter_baumannii_E47,Bacteria,rank_2,Acinetobacter_baumannii_E47,Root,CE4,Bacteria,Acinetobacter_baumannii_E47,,
Acinetobacter_baumannii_EC,Bacteria,rank_2,Acinetobacter_baumannii_EC,Root,CE4,Bacteria,Acinetobacter_baumannii_EC,,
Acinetobacter_baumannii_FDAARGOS_533,Bacteria,rank_2,Acinetobacter_baumannii_FDAARGOS_533,Root,CE4,Bacteria,Acinetobacter_baumannii_FDAARGOS_533,,
Acinetobacter_baumannii_HWBA8,Bacteria,rank_2,Acinetobacter_baumannii_HWBA8,Root,CE4,Bacteria,Acinetobacter_baumannii_HWBA8,,
Acinetobacter_baumannii_isolate_CIP70.10,Bacteria,rank_2,Acinetobacter_baumannii_isolate_CIP70.10,Root,CE4,Bacteria,Acinetobacter_baumannii_isolate_CIP70.10,,
Acinetobacter_baumannii_J9,Bacteria,rank_2,Acinetobacter_baumannii_J9,Root,CE4,Bacteria,Acinetobacter_baumannii_J9,,
Acinetobacter_baumannii_K09-14,Bacteria,rank_2,Acinetobacter_baumannii_K09-14,Root,CE4,Bacteria,Acinetobacter_baumannii_K09-14,,
