"","net$colors","mergedColors"
"20120700_S1D_52",2,"blue"
"20120700_S1D_55",1,"turquoise"
"20120700_S1D_57",1,"turquoise"
"20120700_S1D_59",2,"blue"
"20120700_S1D_6",1,"turquoise"
"20120700_S1D_60",2,"blue"
"20120700_S1D_61",2,"blue"
"20120700_S1D_63",1,"turquoise"
"20120700_S1D_64",9,"magenta"
"20120700_S1D_66",1,"turquoise"
"20120700_S1D_67",2,"blue"
"20120700_S1D_69",1,"turquoise"
"20120700_S1D_70",2,"blue"
"20120700_S1D_73",2,"blue"
"20120700_S1D_76",1,"turquoise"
"20120700_S1D_77",5,"green"
"20120700_S1D_79",9,"magenta"
"20120700_S1D_84",1,"turquoise"
"20120700_S1D_85",2,"blue"
"20120700_S1D_86",1,"turquoise"
"20120700_S1D_87",1,"turquoise"
"20120700_S1D_89",2,"blue"
"20120700_S1D_9",1,"turquoise"
"20120700_S1D_90",1,"turquoise"
"20120700_S1D_95",1,"turquoise"
"20120700_S1D_96",4,"yellow"
"20120700_S1D_97",2,"blue"
"20120700_S1D_98",1,"turquoise"
"20120700_S1S_1",6,"red"
"20120700_S1S_11",6,"red"
"20120700_S1S_3",7,"black"
"20120700_S1S_6",6,"red"
"20120700_S1X_12",5,"green"
"20120700_S1X_15",5,"green"
"20120700_S1X_2",2,"blue"
"20120700_S2X_13",2,"blue"
"20120700_S3D_8",2,"blue"
"20120700_S3X_18",2,"blue"
"20120700_S3X_22",0,"grey"
"20120700_S3X_7",1,"turquoise"
"20120800_E1D_14",2,"blue"
"20120800_E1D_18",2,"blue"
"20120800_E1D_21",2,"blue"
"20120800_E1D_7",2,"blue"
"20120800_E1D_8",2,"blue"
"20120800_E3S_6",5,"green"
"20120800_E3X_27",5,"green"
"20120800_P1D_1",0,"grey"
"20120800_S3X_7",2,"blue"
"20130700_C1D_14",5,"green"
"20130700_C1Y_13",5,"green"
"20130700_C2M_2",3,"brown"
"20130700_C2M_5",5,"green"
"20130700_C2M_8",5,"green"
"20130700_C2M_9",5,"green"
"20130700_C2X_13",2,"blue"
"20130700_C2Y_2",5,"green"
"20130700_E1X_5",5,"green"
"20130700_P1Y_10",1,"turquoise"
"20130700_P1Y_5",3,"brown"
"20130700_P1Y_8",0,"grey"
"20130700_S1X_7",3,"brown"
"20130700_S1Z_14",0,"grey"
"20130700_S1Z_5",0,"grey"
"20130700_S2D_2",2,"blue"
"20130700_S2M_1",1,"turquoise"
"20130700_S2S_12",6,"red"
"20130700_S2S_8",7,"black"
"20130700_S2Y_13",5,"green"
"20130700_S2Y_8",5,"green"
"20130700_S3M_11",3,"brown"
"20130700_S3M_3",1,"turquoise"
"20130700_S3M_8",1,"turquoise"
"20130700_S3Z_1",2,"blue"
"20130700_S3Z_17",0,"grey"
"20140700_E14_11",2,"blue"
"20140700_E22_12",2,"blue"
"20140700_S11_11",1,"turquoise"
"20140700_S11_15",1,"turquoise"
"20140700_S11_5",1,"turquoise"
"20140700_S11_6",1,"turquoise"
"20140700_S11_7",9,"magenta"
"20140700_S12_11",1,"turquoise"
"20140700_S12_15",1,"turquoise"
"20140700_S15_2",2,"blue"
"20140700_S16_1",5,"green"
"20140700_S16_20",5,"green"
"20140700_S21_12",8,"pink"
"20140700_S21_13",4,"yellow"
"20140700_S21_14",3,"brown"
"20140700_S21_17",1,"turquoise"
"20140700_S21_18",8,"pink"
"20140700_S21_3",8,"pink"
"20140700_S21_6",8,"pink"
"20140700_S22_6",1,"turquoise"
"20140700_S22_7",4,"yellow"
"20140700_S31_11",3,"brown"
"20140700_S31_3",3,"brown"
"20140700_S31_6",8,"pink"
"20140700_S31_9",3,"brown"
"20140700_S32_12",3,"brown"
"20140700_S33_15",1,"turquoise"
"20140700_S33_2",1,"turquoise"
"20140700_S36_11",2,"blue"
"20150700_E14_10",1,"turquoise"
"20150700_E14_13",2,"blue"
"20150700_E14_2",1,"turquoise"
"20150700_E14_4",1,"turquoise"
"20150700_E14_5",2,"blue"
"20150700_E15_18",5,"green"
"20150700_E15_20",2,"blue"
"20150700_E15_22",1,"turquoise"
"20150700_E15_4",1,"turquoise"
"20150700_E15_6",5,"green"
"20150700_E23_13",9,"magenta"
"20150700_E23_6",1,"turquoise"
"20150700_P11_6",0,"grey"
"20150700_P14_7",3,"brown"
"20150700_P15_11",3,"brown"
"20150700_P15_13",3,"brown"
"20150700_P15_3",3,"brown"
"20150700_P15_4",3,"brown"
"20150700_P15_5",3,"brown"
"20150700_P21_1",3,"brown"
"20150700_P24_5",0,"grey"
"20150700_P31_3",3,"brown"
"20150700_P31_7",3,"brown"
"20150700_S15_1",0,"grey"
"20150700_S15_12",2,"blue"
"20150700_S15_15",2,"blue"
"20150700_S21_10",10,"purple"
"20150700_S21_2",8,"pink"
"20150700_S21_6",3,"brown"
"20150700_S21_9",7,"black"
"20150700_S23_11",1,"turquoise"
"20150700_S23_2",3,"brown"
"20150700_S23_3",1,"turquoise"
"20150700_S25_3",5,"green"
"20160700_E13_6",5,"green"
"20160700_E21_11",7,"black"
"20160700_E21_3",7,"black"
"20160700_E21_6",4,"yellow"
"20160700_E23_11",8,"pink"
"20160700_E23_20",1,"turquoise"
"20160700_E23_21",1,"turquoise"
"20160700_E23_26",2,"blue"
"20160700_E23_6",9,"magenta"
"20160700_E25_13",1,"turquoise"
"20160700_E25_15",1,"turquoise"
"20160700_E25_27",5,"green"
"20160700_E25_7",1,"turquoise"
"20160700_P15_13",3,"brown"
"20160700_P15_15",3,"brown"
"20160700_P15_17",5,"green"
"20160700_P15_18",3,"brown"
"20160700_P15_24",3,"brown"
"20160700_P15_25",0,"grey"
"20160700_P15_3",3,"brown"
"20160700_P15_5",0,"grey"
"20160700_S11_1",8,"pink"
"20160700_S11_6",8,"pink"
"20160700_S13_16",1,"turquoise"
"20160700_S13_19",0,"grey"
"20160700_S14_9",2,"blue"
"20160700_S15_2",2,"blue"
"20160700_S23_13",3,"brown"
"20160700_S23_14",0,"grey"
"20160700_S23_17",0,"grey"
"20160700_S23_5",3,"brown"
"20160700_S23_8",3,"brown"
"20160700_S33_6",3,"brown"
"20160700_S34_5",0,"grey"
"20170700_E11_1",9,"magenta"
"20170700_E11_3",9,"magenta"
"20170700_E14_6",5,"green"
"20170700_E15_6",2,"blue"
"20170700_P14_3",3,"brown"
"20170700_P31_1",3,"brown"
"20170700_S24_10",2,"blue"
"20170700_S24_14",1,"turquoise"
"20170700_S24_16",2,"blue"
"20170700_S24_18",0,"grey"
"20170700_S24_4",2,"blue"
"20170700_S24_5",2,"blue"
"20170700_S24_8",0,"grey"
"20170700_S24_9",2,"blue"
"20170700_S25_1",2,"blue"
"20170700_S25_13",1,"turquoise"
"20170700_S25_14",2,"blue"
"20170700_S25_23",2,"blue"
"20170700_S25_25",2,"blue"
"20170700_S25_26",2,"blue"
"20170700_S25_3",2,"blue"
"20170700_S25_32",2,"blue"
"20170700_S25_36",2,"blue"
"20170700_S25_38",2,"blue"
"20170700_S25_7",2,"blue"
"20170700_S25_8",2,"blue"
"20170700_S25_9",2,"blue"
"20170700_S31_11",8,"pink"
"20170700_S31_5",8,"pink"
"20170700_S33_13",1,"turquoise"
"20170700_S33_22",1,"turquoise"
"20170700_S33_23",1,"turquoise"
"20170700_S33_24",1,"turquoise"
"20170700_S33_29",0,"grey"
"20170700_S33_33",2,"blue"
"20170700_S33_37",1,"turquoise"
"20170700_S33_5",0,"grey"
"20170700_S34_10",0,"grey"
"20170700_S34_11",5,"green"
"20170700_S34_13",5,"green"
"20170700_S34_2",5,"green"
"20170700_S34_23",2,"blue"
"20170700_S34_24",2,"blue"
"20170700_S34_25",5,"green"
"20170700_S34_26",2,"blue"
"20170700_S34_29",2,"blue"
"20170700_S34_32",0,"grey"
"20170700_S34_36",5,"green"
"20170700_S34_41",5,"green"
"20170700_S35_18",0,"grey"
"20170700_S35_2",5,"green"
"3300022861_2",1,"turquoise"
"3300022861_3",3,"brown"
"3300023248_5",5,"green"
"3300029985_7",4,"yellow"
"3300031524_30",0,"grey"
"3300036876_12",1,"turquoise"
"3300036876_9",1,"turquoise"
"3300036888_6",5,"green"
"3300036929_5",5,"green"
"3300037040_8",1,"turquoise"
"3300037085_4",5,"green"
"3300037110_7",0,"grey"
"3300037134_11",4,"yellow"
"3300037138_9",0,"grey"
"3300037149_6",0,"grey"
"3300037175_6",2,"blue"
"3300037180_6",3,"brown"
"3300037185_7",2,"blue"
"3300037196_13",0,"grey"
"3300037196_14",2,"blue"
"3300037207_8",2,"blue"
"3300037231_11",1,"turquoise"
"3300037262_8",3,"brown"
"3300037342_8",4,"yellow"
"3300037349_11",3,"brown"
"3300037349_9",4,"yellow"
"3300037359_10",0,"grey"
"3300037360_7",1,"turquoise"
"3300037401_3",9,"magenta"
"3300037549_16",7,"black"
"3300038457_7",1,"turquoise"
"Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.116_96.93_0.86",8,"pink"
"Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.122_90.43_7.26",4,"yellow"
"Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.128_96.67_1.72",1,"turquoise"
"Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.151_96.12_0.92",2,"blue"
"Bog.Labelled.R1.T2.F1.JGI.BFC.metaspades_bin.57_80.23_1.26",0,"grey"
"Bog.Labelled.R1.T2.F1.trimmomatic.megahit_bin.69_82.85_0.58",6,"red"
"Bog.Labelled.R1.T2.F2.JGI.BFC.metaspades_bin.66_77.13_3.14",8,"pink"
"Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.54_94.58_0.00",4,"yellow"
"Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.70_92.60_2.94",4,"yellow"
"Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.89_90.44_1.43",4,"yellow"
"Bog.Labelled.R1.T2.F2.trimmomatic.metaspades_bin.96_95.35_0.00",4,"yellow"
"Bog.Labelled.R1.T2.F3.JGI.BFC.metaspades_bin.24_99.14_0.86",9,"magenta"
"Bog.Labelled.R1.T3.F1.JGI.BFC.metaspades_bin.33_96.24_0.54",5,"green"
"Bog.Labelled.R1.T3.F3.JGI.BFC.metaspades_bin.108_95.64_2.59",9,"magenta"
"Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.35_75.21_2.71",4,"yellow"
"Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.42_92.00_1.72",0,"grey"
"Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.43_92.84_1.75",0,"grey"
"Bog.Labelled.R1.T3.F3.trimmomatic.metaspades_bin.91_72.76_1.72",4,"yellow"
"Bog.Labelled.R2.T1.F3.trimmomatic.megahit_bin.3_74.36_1.22",9,"magenta"
"Bog.Labelled.R2.T2.F1.trimmomatic.metaspades_bin.69_84.77_5.37",6,"red"
"Bog.Labelled.R2.T2.F2.JGI.BFC.metaspades_bin.30_90.30_1.69",8,"pink"
"Bog.Labelled.R2.T3.F3.trimmomatic.megahit_bin.126_96.49_2.19",1,"turquoise"
"Bog.Labelled.R2.T3.F3.trimmomatic.metaspades_bin.181_93.96_0.10",0,"grey"
"Bog.Labelled.R3.T1.F3.trimmomatic.megahit_bin.44_93.46_0.05",6,"red"
"Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.139_70.64_1.24",10,"purple"
"Bog.None.R1.T0.trimmomatic.megahit_bin.118_76.60_1.35",4,"yellow"
"Bog.None.R1.T0.trimmomatic.megahit_bin.120_96.00_3.87",4,"yellow"
"Bog.None.R1.T0.trimmomatic.megahit_bin.149_91.22_4.05",4,"yellow"
"Bog.None.R1.T0.trimmomatic.megahit_bin.150_72.98_1.61",8,"pink"
"Bog.None.R1.T0.trimmomatic.megahit_bin.18_85.86_3.07",4,"yellow"
"Bog.None.R1.T0.trimmomatic.megahit_bin.19_85.66_3.93",10,"purple"
"Bog.None.R1.T0.trimmomatic.megahit_bin.192_94.47_2.50",7,"black"
"Bog.None.R1.T0.trimmomatic.megahit_bin.233_80.97_3.18",10,"purple"
"Bog.None.R1.T0.trimmomatic.megahit_bin.240_81.43_2.70",4,"yellow"
"Bog.None.R1.T0.trimmomatic.megahit_bin.25_70.90_0.94",10,"purple"
"Bog.None.R1.T0.trimmomatic.megahit_bin.264_75.64_3.36",1,"turquoise"
"Bog.None.R1.T0.trimmomatic.megahit_bin.27_76.49_0.00",1,"turquoise"
"Bog.None.R1.T0.trimmomatic.megahit_bin.289_96.76_2.78",4,"yellow"
"Bog.None.R1.T0.trimmomatic.megahit_bin.299_95.52_4.31",0,"grey"
"Bog.None.R1.T0.trimmomatic.megahit_bin.314_85.82_2.79",10,"purple"
"Bog.None.R1.T0.trimmomatic.megahit_bin.316_95.55_4.21",6,"red"
"Bog.None.R1.T0.trimmomatic.megahit_bin.343_79.15_3.48",10,"purple"
"Bog.None.R1.T0.trimmomatic.megahit_bin.358_74.42_8.60",4,"yellow"
"Bog.None.R1.T0.trimmomatic.megahit_bin.369_97.17_1.75",10,"purple"
"Bog.None.R1.T0.trimmomatic.megahit_bin.390_88.96_3.68",7,"black"
"Bog.None.R1.T0.trimmomatic.megahit_bin.85_97.01_0.10",4,"yellow"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.145_77.41_6.25",6,"red"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.201_94.78_1.81",10,"purple"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.260_94.67_5.63",7,"black"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.269_78.13_8.62",9,"magenta"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.27_84.99_8.62",7,"black"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.302_84.77_4.31",3,"brown"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.304_97.97_7.51",4,"yellow"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.319_70.64_9.53",1,"turquoise"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.32_77.74_4.21",1,"turquoise"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.328_92.09_2.03",7,"black"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.335_92.02_1.58",8,"pink"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.347_81.27_8.23",10,"purple"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.50_93.75_3.45",1,"turquoise"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.58_85.62_4.48",8,"pink"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.84_100.00_0.00",2,"blue"
"Bog.None.R2.T0.JGI.BFC.metaspades_bin.94_71.04_6.96",1,"turquoise"
"Bog.None.R2.T0.trimmomatic.megahit_bin.194_91.91_4.74",10,"purple"
"Bog.None.R2.T0.trimmomatic.megahit_bin.247_70.69_0.00",10,"purple"
"Bog.None.R2.T0.trimmomatic.megahit_bin.251_70.02_6.28",0,"grey"
"Bog.None.R2.T0.trimmomatic.megahit_bin.272_80.28_7.13",8,"pink"
"Bog.None.R2.T0.trimmomatic.megahit_bin.319_70.21_1.04",6,"red"
"Bog.None.R2.T0.trimmomatic.megahit_bin.344_99.28_6.76",4,"yellow"
"Bog.None.R2.T0.trimmomatic.megahit_bin.355_93.52_0.93",4,"yellow"
"Bog.None.R2.T0.trimmomatic.megahit_bin.356_99.38_2.70",7,"black"
"Bog.None.R2.T0.trimmomatic.megahit_bin.358_96.68_6.10",1,"turquoise"
"Bog.None.R2.T0.trimmomatic.megahit_bin.66_95.61_5.83",10,"purple"
"Bog.None.R2.T0.trimmomatic.megahit_bin.75_88.18_7.24",10,"purple"
"Bog.None.R2.T0.trimmomatic.megahit_bin.9_79.17_4.70",8,"pink"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.122_92.03_1.72",4,"yellow"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.123_97.95_1.37",9,"magenta"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.143_78.72_9.48",1,"turquoise"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.148_73.61_7.22",1,"turquoise"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.157_96.49_2.63",4,"yellow"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.162_97.41_2.35",8,"pink"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.163_88.86_2.16",1,"turquoise"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.166_92.84_2.72",9,"magenta"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.199_96.50_2.76",9,"magenta"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.267_72.59_8.57",4,"yellow"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.275_96.71_5.17",7,"black"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.277_97.34_4.31",1,"turquoise"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.339_96.94_3.52",4,"yellow"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.34_94.27_1.08",4,"yellow"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.340_100.00_1.76",9,"magenta"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.344_98.63_5.75",8,"pink"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.37_91.86_1.77",1,"turquoise"
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.6_96.55_2.67",4,"yellow"
"Bog.None.R3.T0.trimmomatic.megahit_bin.32_99.32_2.03",0,"grey"
"Bog.None.R3.T0.trimmomatic.megahit_bin.342_91.38_4.21",0,"grey"
"Bog.None.R3.T0.trimmomatic.megahit_bin.383_96.18_3.47",4,"yellow"
"Bog.None.R3.T0.trimmomatic.megahit_bin.399_80.28_6.52",4,"yellow"
"Bog.None.R3.T0.trimmomatic.megahit_bin.55_94.74_3.88",1,"turquoise"
"Bog.None.R3.T0.trimmomatic.megahit_bin.67_73.32_6.98",4,"yellow"
"Bog.Unlabelled.R1.T1.F2.JGI.BFC.metaspades_bin.35_96.02_1.29",1,"turquoise"
"Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.58_99.83_0.95",0,"grey"
"Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.64_99.70_0.45",9,"magenta"
"Bog.Unlabelled.R1.T2.F1.trimmomatic.metaspades_bin.90_96.67_0.48",10,"purple"
"Bog.Unlabelled.R1.T2.F2.JGI.BFC.metaspades_bin.36_70.45_7.93",4,"yellow"
"Bog.Unlabelled.R1.T2.F3.JGI.BFC.metaspades_bin.31_85.09_2.29",1,"turquoise"
"Bog.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.68_86.32_3.16",4,"yellow"
"Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.31_72.82_1.94",7,"black"
"Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.57_88.81_1.01",7,"black"
"Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94",1,"turquoise"
"Bog.Unlabelled.R2.T2.F2.JGI.BFC.metaspades_bin.16_87.66_1.12",1,"turquoise"
"Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.86_71.87_2.22",4,"yellow"
"Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.100_87.84_4.05",9,"magenta"
"Bog.Unlabelled.R2.T3.F1.JGI.BFC.metaspades_bin.8_92.23_3.04",7,"black"
"Bog.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.123_90.74_0.10",0,"grey"
"Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.21_87.09_0.86",1,"turquoise"
"Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.40_72.49_7.33",9,"magenta"
"Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.55_93.55_2.59",1,"turquoise"
"Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86",1,"turquoise"
"Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.128_97.86_0.00",0,"grey"
"Bog.Unlabelled.R2.T3.F2.trimmomatic.megahit_bin.2_98.85_1.71",8,"pink"
"Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.129_89.36_9.06",10,"purple"
"Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.46_85.62_3.11",7,"black"
"Bog.Unlabelled.R2.T3.F2.trimmomatic.metaspades_bin.88_97.22_2.03",10,"purple"
"Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.103_98.32_1.01",10,"purple"
"Bog.Unlabelled.R2.T3.F3.trimmomatic.metaspades_bin.116_93.32_2.25",4,"yellow"
"Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42",1,"turquoise"
"Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.11_87.40_5.27",7,"black"
"Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.133_95.29_6.77",4,"yellow"
"Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.45_94.77_0.93",4,"yellow"
"Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.53_92.50_2.78",4,"yellow"
