"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34"
"PMYM01" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4617643 4.079258 0 0 0 0 0.1541227 0 0 4.722336 2.5903356 3.2435758 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3X_3" 0.6605929 0.66483796 0.5432271 0 0 0.5905781 0.41789266 0.2369232 1.5047855 0.063161634 0.28451678 0.06457645 0 2.055289 1.4673067 0.33672217 2.8903642 0.087043926 0.06591542 0.14161247 2.7340117 2.193886 0.33720315 0.6837033 0.48227787 1.5153681 5.399339 0.37787858 1.1545297 6.4896717 9.687674 15.318963 0 0 0 0 0 0 0.26363632 0.13560519 0.16482648 0.5290388 2.241283 0 0.2703596 0.39283785 1.5711116 0 0.20930283 0.49128848 4.096945 0 0.9425287 3.9427662 0.5683831 1.398611 5.253298 0.21067564 0.94190276 9.655786
"20120500_P26_12" 0.076525904 0.18617018 0.43588352 0.4649578 0.8782014 0.48584995 0.17773631 0.22548613 0.45821846 0.16616447 1.6965567 0.29740378 0.3302477 0.6779463 0.18402448 0.0963993 0.6291248 0.27616122 0.33038136 0.24891986 2.6860023 3.8501568 0.05643268 0.14247938 0.07545831 0.53805226 3.7903812 0.19093414 0.33494958 0.79968584 1.1162357 10.414796 0 0.10185531 0.51801676 2.4708433 0 0.2583633 0.55833244 0.39391777 0.19297805 0.4540122 0.44125336 0 0.20030938 0.3363744 0.6529809 0.064801745 0.408729 0.45386326 0.68544215 0 0.4360158 0.79685116 0.221918 0.63035965 0.416118 0.07872113 0.21005611 0.5917446
"20120800_E2X_13" 0 0 0 0 0 3.588351 0 0 0.91047746 0 0 0.3590099 0.0661935 1.8136743 0 0 0.6162795 0.4535619 0.8435243 1.7491813 0.42903766 10.140634 0 0 0 0 2.0130537 0 1.0113276 1.7349248 1.5867996 2.4291463 0 0 0 0 0 0 2.2252238 0 0 0 0 0 0 0 0 0 0 0.35991803 0.63367707 0 0 0.42407632 0 0 0 0 0 0.36929038
"20120800_E3X_14" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8325498 23.067005 0 0 0 0.070714965 0.18358952 0 0 4.11474 8.32519 16.291168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E2X_11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10090207 0 0 0 0 0.2605581 0 0 0.1729903 0 2.4998906 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07176758 0 0 0
"20130700_E3Z_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.619561 1.5213823 0 0 0 0 2.3737047 0 0 0.2223605 0.25213265 46.825417 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E2D_9" 0.17548332 0.14173366 0.11703237 0.11949877 0.13602057 0.111014836 0.13819847 0.18802695 0.06741024 0.122168444 0 0.20327891 0.29775745 0.19189431 0.06504453 0.09123941 0.10099672 0.1372139 0.09033088 0.06168749 1.710417 5.1532383 0.13769522 0 0.06433672 0 0.28230008 0.069673665 0 2.4437017 1.3113544 1.0088603 0.12989494 0.17852125 1.2441981 0.35140786 0.13036919 0.13678396 0.16942647 0.09020185 0.090285294 0.059459347 0 0.059392657 0.09175037 0.09433113 0 0.062515795 0.13727914 0 0 0.24791671 0.08621529 0 0.2018728 0.16433439 0 0.3608678 0.16736457 0
"20130700_E3Z_5" 0 0 0 0.06077959 0 0 0.05725002 0 0 0 0 0 0 0 0 0.06206534 0.055761725 0 0 0 0.13343781 1.0164578 0 0 0 0 0.1597968 0 0 0.296813 0.46933803 10.017861 0 0 0 0 0 0 0 0 0.08474105 0 0 0 0 0 0 0 0 0 0.06656741 0 0 0.06002712 0 0 0 0.075955555 0 0.12865578
"20120500_P26_1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24131066 8.621235 0 0 0 0 0.35490206 0 0 0 0.22209686 0.24501425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"PLLC01" 0.11170242 0.39466575 0.20015146 0.2632679 0.06444042 0.3260083 0.30567902 0.14757384 1.5417373 0 0.2915638 0 0 1.6509085 0.57976574 0.45540842 1.9148624 0 0 0 14.830859 44.472603 0.13465473 0.08627642 0.6531056 3.3337939 8.5683155 0.28473192 0.8748718 27.55005 16.816217 29.68597 0 0 0 0 0 0 0.28584108 0.5724111 0.37236434 1.3134431 2.8709893 0 0.33373693 0.7659649 1.7791998 0.08811728 0.56531125 1.3487796 3.7791438 0 0.465429 3.3677545 1.6171668 3.3417532 3.1225035 0.17771843 0.35849464 1.9863485
"PLNU01" 0 0 0 0 0 0 0 0 0.05612101 0 0 0 0 0.14038678 0 0 0.08244685 0 0 0 2.6686833 14.462154 0 0 0 0.13876522 0.7681934 0 0 2.462428 2.0344973 13.168934 0 0 0 0.20434935 0 0 0 0 0 0 0.077436164 0 0 0 0.06384408 0 0 0.08200305 0.115748286 0 0 0.09024742 0 0 0 0 0 0
"20130700_E1Y_16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.66943836 25.009596 0 0 0 0.26388967 0.25266758 0 0 5.825324 11.793848 13.552613 0 0 0 0.2562141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3300037091_10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07767271 0 0 0 0 0 0.13553107 3.9538703 0 0 0 0.6012478 0.20256272 0 0 2.086485 4.191648 9.104974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25376323 0 0 0 0.07250126 0 0 0 0 0.10592848 0.37912047 0 0 0
"20120700_P3D_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10933266 7.2866826 0 0 0 0 0 0 0 0.499646 0.09413717 0.09933096 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3300036884_17" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.5987818 8.465508 0 0 0 0 0 0 0 1.3395822 0.18629853 0.30292857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3X_22" 0 0 0 0 0 0 0 0 0 0 0 0.27036235 0.5062228 0 0 0 0 0.08496511 0 0 0.31305557 4.623879 0 0 0 0 0.064732105 0 0 0.75583863 1.0952423 6.1048183 0 0 0 0 0 0 0 0 0.059733976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20130700_E1Y_3" 0.08890694 0 0 0 0.11767429 0 0 0 0 0 0 0 0 0.099221215 0 0 0 0 0 0 10.262991 98.5814 0 0.14852782 0 0 0.24527611 0 0.0580881 1.5273122 1.13035 1.8533576 0 0 0 0 0 0 0 0 0 0 0 0 0.05582448 0 0 0 0 0 0 0 0 0 0 0 0 0 0.15126066 0.09462458
"PLMA01" 0.09986255 0 0 0 0.07747025 0 0 0 0 0 0 0 0 0.15285116 0 0 0.07695591 0 0 0 0.51125044 1.6587145 0 0.15851255 0 0 0.06502475 0 0.06947691 0.7942474 0.18371591 32.331787 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06325544 0 0 0 0 0 0.16428906 0.127051
"20130700_E3Z_8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.47503406 5.350054 0 0 0 0 0.25564215 0 0 0.15197232 0.8173368 108.35948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120700_P3D_100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.555878 14.614481 0 0 0 0 0.13227314 0 0 4.8682246 3.07172 0.5727526 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3300036884_16" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5763857 12.871419 0 0 0 0.07663655 2.738569 0 0 7.0214334 5.720943 7.3720703 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09979379 0 0 0 0.20867284 0 0 0.07158945 0 0.089382924 0.2953803 0 0 0
"20120800_E3S_18" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.665472 0.0878724 0 0 0 1.9026253 0.19817609 0 0 7.8593507 2.9648767 6.6251383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.05802211 0 0 0 0 0 0 0 0 0
"20111000_P3M_32" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2551173 0 0 0 0 0 0 0 0.2392455 0.34152526 3.057567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
