"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34"
"20120600_E2D_7" 0.082463324 0 0 0 0.13544902 0 0 0 0 0.5994449 0 0 0 0 0 0 0 0 0.06311712 0 0 0 0.44097412 0 0 0 0 0 0 0 0 0 0 0.096745476 0 0 0 0.43550372 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23595934 0
"20120700_S1D_89" 0 0 0 0 0.07045871 0 0 0 0 0 0 0 0 0 0 0 0 0.0589348 0.07067341 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.1072329 0.116544016 0 0.13002703 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120700_S1D_77" 0 0 0 0 0.065424964 0.14721872 0 0 0.06778422 0.057618167 0 0 0 0.17294666 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06871855 1.2121658 0.42072517 0 0 0.85241205 0.21305062 0 0.19657539 0 0 0 0 0 0 0 0 0 0 0 0 0 0.077294834 0.1397115 0 0 0
"20120700_P3D_1" 0 0.13353983 0.08774009 0.101884894 0.1930661 0.10281245 0.103533834 0 0.06724811 0.11099804 0 0 0.13222985 0.11913115 0 0 0 0.084834374 0.0738623 0 0 0.05951099 0 0.07169848 0 0 0.06122842 0 0 0.09514486 0.08068161 0 0.0655578 0.09668011 0.48025495 0.31129265 0 0.06472203 0.20251301 0.15331702 0.15028231 0.0658919 0 0 0.122835785 0.05946371 0.0842816 0 0.08944779 0 0 0 0.15167052 0 0.18570828 0.1039472 0.19515936 0.2037465 0.10620245 0
"20150700_E14_5" 0 0.080958 0 0 0.07708593 0 0 0 0 1.3123579 0.19740191 0 0.076549865 0 0 0 0 0 0.23654777 0 0 0.77689606 0 0 0 0 0 0 0 0 0.1818444 0.09343619 0.1108185 0.95263195 4.867708 0.7900989 0 0.48953044 0 0.38818926 0 0 0 0 0.083787106 0 0 0 0 0 0 0 0.2532909 0 0.52120537 0.058120657 0.091130264 0 0.061602388 0
"20110700_S2D_6" 0.14686084 0.2002113 0.33676437 0 0.53415143 0 0 0.19206792 0 1.8006301 4.288888 0 0 0.07403489 0 0 0.07684779 0.6214852 0.45885792 0 0.1764776 0 0 0.1064118 0.060580544 0 0 0.0644013 0 0 0 0 0.17207618 2.0579243 13.912786 5.4281654 0.10477531 0.67500484 0 0.07492662 0 0.16383275 0.3655048 0 0.058743306 0.21714486 1.5075686 0 0.21182944 0.10372326 0.42482397 0 0.3475274 0.10540017 0 0.33180043 0.19119126 0 0.08462256 0
"PMNP01" 0.2069419 0.12725706 0.09473291 0 0 0 0.9447679 0.19601469 0 0.24888855 0.2720309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11306748 0 0 0 0 1.1011882 1.5546327 0.07562746 0 0 0 0 0 0.89223117 0 0 0 0.13547166 0 0 0 0 0 0 0 0.06323119 0 0.50776124 0.23289604 0.17640115 0 0 0
"20170700_S35_19" 0 0.10671135 0.59048617 0.14993292 1.2418659 0 0.2835303 0.55552286 0.059689026 1.4269731 0.57913685 0.24795607 0.13824038 0.05807681 0 0 0.068092585 0.14091177 0.5797569 0.12306982 0 0 0 0 0 0 0.114693776 0.12372832 0 0 0 0.055898856 1.1110154 3.3234096 6.439328 2.0503314 0.22999597 2.249115 0.19039351 0.38515985 0 0 0.11357923 0 0.3910825 0.4120762 0.5041743 0 0.4360069 0.073236436 0 0 0.09050665 0 0.07122461 0.61288685 0.44202265 0 0 0
"Fen.Unlabelled.R2.T3.F1.trimmomatic.metaspades_bin.3_78.82_2.42" 0 0 0.07192814 0 0 0 0 0.057694003 0 0.589904 0.07006884 0 0.065349 0.1032526 0 0 0 0 0.11286704 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11905964 0.1277115 0.2447896 0 0 0 0.088980705 0 0 0 0 0 0.062477395 0 0 0 0 0 0 0 0 0 0.12338534 0 0 0 0 0
"Fen.Unlabelled.R1.T3.F1.trimmomatic.metaspades_bin.55_85.86_0.54" 0 0 0.07188771 0 2.2940812 0 0.108756915 0 0 0.24795945 0 0.16791034 0.12676908 0 0 0.074363515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.7558226 0.17485291 0.10212947 0.15444483 0 0 0 0 0.07540669 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4604859 0 0.07573852 0.38984284 0 0
"Fen.Labelled.R3.T2.F1.JGI.BFC.metaspades_bin.27_98.45_0.75" 0.16883844 0 0.057614777 0 0.07827435 0 0 0.097926386 0 0.76264983 0.065845676 0 0 0 0.14373294 0.17842825 0 0 0 0 0 0 0 0 0.057935283 0 0 0 0 0 0 0 0.06270567 0.19461946 0.259681 0 0 0 0 0.06527245 0 0 0 0 0 0 0 0.22766988 0 0 0 0 0 0 0.09098417 0 0 0 0 0
"20130700_C1Y_13" 0 0 0.18803857 0 0.0678466 0.16033903 0 0 0.11029011 0.08138663 1.5236678 0 0 0.1757117 0 0 0.15907721 0.099642225 0.14457656 0.14670809 0 0.48689407 0 0 0 0 0.19864114 0 0 0.07534113 0.08871801 0 0.24742389 1.9485356 3.5652921 0.79547596 0 0.6951159 0.5542244 0.107265055 0 0.104667686 0.07550349 0 0 0.08847446 0.13395967 0 0.1160726 0.18261975 0.09533462 0 0.10067841 0.20496604 0 0 0.1131318 0 0 0.1960156
"20130700_C2M_5" 0 0 0.10824518 0 0.2302928 0 0 0 0 0.4384998 1.0076498 0 0 0 0 0 0.056584433 0.08628486 0.30612293 0 0 0 0 0.05649504 0 0 0 0.11026994 0 0 0 0 0.062250365 0.67887 2.1135519 1.0372914 0 0.6798694 0.13851045 0.20301102 0 0 0 0 0.09003082 0 0 0 0.18453445 0 0 0 0 0 0 0.30048826 0.19962744 0.057632778 0.13312373 0
"20120600_E1D_6" 0 0 0.28630722 0 0.6475296 0 0 0 0 2.469482 0.19650121 0.23411708 0 0 0 0 0 0.06262093 0.8912938 0.05729677 0 0 0 0 0 0 0 0 0 0 0 0 0.089931294 1.867961 6.065524 1.2198168 0 9.030535 0.15631878 0.5942278 0 0.07840773 0 0 0.8940533 0.6255167 0.30258432 0 0.25853303 0 0 0 0 0 0 1.1122382 0.34788263 0 0 0
"20120700_S1D_102" 0 0 0 0 0.1978655 0 0 0 0 0.10901909 0.07889148 0 0 0 0 0 0 0 0 0 0 0.14318694 0 0 0 0 0.17316864 0 0 0 0.06935491 0 0.06454216 0.25452083 1.6337297 0.45814824 0 0.1355099 0 0 0 0 0 0 0 0.088210545 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120600_S2D_6" 0.06654343 0.46462175 1.1050736 0.15882947 4.948535 0.5052984 0.058846552 0.8545083 0.40666094 6.3569856 0.765023 0.26377016 0.09745515 1.075217 0 0 0.6457442 1.200258 2.173765 0.43631384 0 0.12435982 0 0.08329133 0.17692284 0 0.8759983 1.0983139 0.1307531 0.3141169 0.28336355 1.0439457 0.2155555 2.6012635 7.546741 1.2388994 0.12304852 1.9562209 1.4855577 1.4312271 0 2.4173083 0.73675644 0 0.87462735 1.176892 0.6243312 0 1.2394313 0.9314251 0.8044504 0 0.3690748 0.6069575 0.27322507 2.7705956 1.4787205 0 0.31039047 0.14212295
"Bog.Unlabelled.R2.T2.F1.JGI.BFC.metaspades_bin.60_95.04_1.94" 0 0 0 0 0.064746544 0 0 0 0 0.46244276 0.3320153 0 0 0 0 0 0 0.07454537 0.10119473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.26662946 1.8964297 0.46905643 0 0.262552 0 0 0 0 0 0 0 0 0.16134532 0 0 0 0 0 0 0 0 0 0 0 0 0
"20160700_E25_11" 0 0 0 0 0 0 0 0 0 0.12741797 0.14075433 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09527603 1.0552835 10.846601 1.4403322 0 0.2808464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bog.None.R3.T0.JGI.BFC.metaspades_bin.37_91.86_1.77" 0 0 0 0 0.089881174 0 0 0 0 1.521895 0.10281126 0.056837443 0 0 0 0 0 0.056906812 0.1925734 0.07050694 0 0 0 0 0 0 0 0 0 0 0 0 0.071902454 0.24108167 0.6931362 0.43186426 0 0.6517636 0.20984451 0.06863222 0 0 0 0 0 0 0 0 0.06215203 0.06668874 0 0 0.18432964 0 0 0.08111733 0 0 0.08773262 0
"20170700_S34_24" 0 0 0.22257385 0 0.225099 0.24546367 0 0 0 1.3012987 1.0122155 0.06077074 0 0.25438514 0 0 0.13293277 0.28678307 0.5489056 0.3696652 0 0 0 0 0 0 0 0 0 0 0 0 0 0.52442545 14.066412 3.5922322 0 1.0124383 1.9651872 0.09858681 0 0.08797793 0 0 0 0.10424927 0.1446455 0 0.443188 0.21835114 0.06569996 0 0.2679629 0.05807135 0 0.060635526 0.05695029 0 0.1172533 0
"Bog.Labelled.R1.T1.F1.JGI.BFC.metaspades_bin.151_96.12_0.92" 0 0 0 0 0.110367805 0 0 0 0 4.5607834 0.1732682 0.23814778 0 0 0 0 0 0.07179839 1.327523 0.5194287 0 0 0 0 0 0 0 0 0 0 0 0 0.06744301 1.7831236 15.548449 2.5953817 0 0.8596226 0 0 0 0 0 0 0 0.061850384 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120600_E1D_19" 0 0.38359904 0.6070757 0.3176243 3.5007613 0.12678003 0 0.4218032 0 3.0677028 0.6517099 1.1409961 0.4489791 0.3290954 0 0 0.28027165 2.5477083 3.6080973 0.6560072 0 0 0 0.3450741 0 0 0 0.6854009 0 0 0 0 0.07777064 0.45423207 1.8140346 0.33983704 0.19145964 12.978131 1.1202797 1.1730214 0 0.14919831 0 0.061620217 1.6541901 2.052827 0.9138208 0.083000936 4.1072445 0.13327646 0 0 0.52047914 0 0 2.7853591 0.954081 0.11802605 0.6260999 0
"20170700_S34_10" 0 0 0 0 0 0 0 0.19133206 0 0.17475374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.4057503 0.08421558 0 0 0.07408556 0.09258545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07834686 0
"20120600_E3D_3" 0.18906468 1.2215747 0 0 0.14699017 0 0 0.34169772 0 6.1646967 0 0.08902457 0.40806884 0 0 0 0 0.15510705 0.9529483 1.0816445 0 0 0.06503891 0.1920341 0 0 0 0.21059948 0 0 0 0 0.14532037 2.964518 2.55362 0 0 1.596422 0.16762508 2.501945 0 0 0 0 0.17960955 0 0 0 0 0 0 0 2.2298193 0 0 0.066440195 0 0.07062089 0.7039471 0
"20160700_E25_13" 0 0 0.061510667 0 0.08780155 0 0 0.20587744 0 0.5697881 0 0.062054954 0 0 0 0 0 0 0.17576443 0.06678037 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9056051 5.190121 0.47062814 0 0.05660158 0 0 0 0 0 0 0.14599317 0 0 0 0 0 0 0 0 0 0 0.32477367 0 0 0 0
"Bog.Unlabelled.R2.T3.F2.JGI.BFC.metaspades_bin.69_94.23_0.86" 0 0 0.06672316 0.10888226 0.4621381 0 0 0.17776966 0 0.3382254 0.1945759 0.109395795 0.14604731 0 0 0 0 0.16685311 0.22142696 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13904902 0.36673045 2.7630858 0.69048697 0.07957717 0.5230929 0.0996204 0.07425325 0 0 0 0 0.21907695 0.25473395 0.10532971 0 0 0 0 0 0 0 0 0.23749407 0.06380713 0 0 0
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.143_96.29_0.88" 0 0.06617312 0 0 0.079900645 0 0 0.26109216 0 0.62255394 0 0 0 0 0 0 0 0.15175915 0.28200766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6264009 1.3996391 0.0976655 0 0.07190774 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.16276176 0 0 0 0 0
"PLNV01" 0.8004212 2.8389766 3.1174026 2.4582458 5.6183066 1.4468247 2.4942093 2.5756114 2.0314498 3.4414732 11.046974 1.3448945 1.8656589 2.8652613 0.5491006 1.2968762 2.1427636 1.9426405 3.4584618 1.59305 1.4607686 1.3718957 0.695526 1.2354013 1.4089786 0.77266777 1.4371498 2.1063619 0.73359275 1.9227289 1.1935027 0.37662476 1.8542125 4.568023 37.487434 16.835102 0.80145085 4.5536513 3.6214023 2.3726115 1.8568373 1.6431047 1.6922214 0.500217 2.7581258 3.9542525 4.804488 1.2046132 4.6053257 2.450183 2.9810357 0.14302638 1.7313341 1.6811647 1.6059934 2.6952806 2.8993583 1.2795709 1.7965578 1.0158669
"20130700_C1D_10" 0.20389889 0.08834511 0.2092505 0 0 0.54147035 4.3505654 0.4102237 0.75174797 0.44447437 0.37216115 0.45746702 0.08254609 0.7421013 0.21340863 0.36364043 0.4677707 0.36861023 0.43044832 0.4734078 0 0 0.077719964 0.15093061 0 0 0 0 0.4844535 0 0 0 11.794295 4.075292 1.5445156 0 0.80088 0 1.7465106 0 2.6912303 0 0.12661888 0.06843101 0.58773965 0.10330388 0.23610169 0 0.08787198 0.10306977 0.19732301 0 0.116861716 0.24018623 2.190903 0.092985034 0.092016816 0 0 0.50497603
"20120700_P3D_20" 0.1605283 0.36012566 0.0845958 0.08219848 0.5071657 0.06678565 0.24034196 0.090408295 0.16953142 0.91047555 0 0.1111255 0.12740198 0.17106946 0 0.31922337 0 0.11626548 0.32362834 0.095769204 0 0 0 0.10008029 0 0 0 0.3812266 0 0 0 0 0.13342173 1.3923314 7.617824 1.7556683 0 1.0000632 0.11071054 0.37252578 0.19062318 0 0 0.070249654 0.27607608 0.09718167 0.06301205 0.6291759 0.25429016 0 0 0 0.30276144 0 0.77969253 0.4587993 0.085363075 0.7939885 0.2264666 0
"20140700_E22_1" 0 0.12004733 0 0 0.7203218 0 0 0 0 1.4306884 0.08412455 0.7120979 0.31043747 0 0 0.09572555 0 0.34008363 0.48614004 0.107427366 0 0 0.12967242 0.49267662 0 0 0 0.38441756 0 0 0 0 0.39066207 1.8064848 1.2213681 0.11448205 0.149734 6.3800898 0.058354378 0.3622365 0 0.081524014 0 0.07006459 0.40285608 0.08723161 0 0.22787473 0.3192704 0.064933926 0 0 0.18481348 0 0 0.6412496 0.14445584 0.23054938 0.32940227 0
"20120600_E1D_18" 0 0 0 0.28105333 1.5681773 0 0 0.19531949 0 0.23982388 0 0.9479889 0.10465043 0 0 0 0 0 0.28803977 0 0 0 0 0 0 0 0 0.3361837 0 0 0 0 0.37503272 0.09054884 0.1408432 0 0.094206005 0.65706897 0 0.712567 0 0 0 0 0.3749733 0.64428973 0.56296843 0.11844135 0.360119 0 0.09799454 0 0.23353224 0 0 3.1692848 0.21709566 0.1143323 0.18171693 0
"20140700_S12_15" 0.75461775 0.7595951 0 0.13973011 0.5688846 0 0.47058696 0.7723125 0 0.21848047 0 0.078297846 0.060635068 0 0 0 0 0.24514753 0.28932893 0.10222643 0 0 0 0 0 0 0 0.1740974 0 0 0 0 0.17922857 0.48346755 0.87360704 0 0.13933434 0.79628253 0.1276053 0.42999122 0 0 0 0 0 0.15780185 0 0 0.25013268 0 0 0 0.06528199 0 0 0.20807484 0 0 0.080969095 0
"20120700_P3D_148" 0 0.12693554 0 0 0.068700045 0 0.07262906 0 0 0 0 0 0 0 0 0 0 0 0.06703145 0 0 0 0 0 0 0 0 0.064276345 0 0 0 0 0.06538708 0 0.19447017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120600_E1D_32" 0 0.106786035 0.13952515 0.52491754 0.41470447 0 0.92467594 1.3612821 0.08979477 1.8334912 0.064032644 0.2675549 0.2132356 0.18053019 0 0.08570528 0.27172637 0.12041629 0.18216972 0 0 0 0.1235369 0 0.05873025 0 0 0.24826396 0 0 0 0 1.1812295 1.8580335 7.3006306 1.06457 0.23043038 2.3818593 0.09329464 0.19729516 0.23296958 0.067699164 0 0 0.563948 1.2960461 0.57749397 0.2845653 0.6579506 0 0 0 0.5465187 0.09575553 0.16978835 1.324917 1.2398928 0 0.20459132 0.072732024
"20120600_E1D_48" 0 0.18492317 0 0.19759504 1.4291999 0 0.21922234 0.7811741 0 0.9046821 0 0 0 0 0 0 0 0 0.089212336 0 0 0 0 0 0 0 0 0 0 0 0 0 2.3684728 2.1406345 5.5769005 0.066204876 0.39739397 1.9534912 0.064251654 0.05924013 0 0 0 0 0 0.8617452 0.37168056 0.09344943 0.19348131 0 0 0 0 0 0 1.9896526 0.47209236 0 0.21230054 0
"20120600_E2D_57" 0.072714806 0.1423437 0.11281123 0.1821177 0.35626084 0 0.6269026 0.9174225 0 1.1450508 0 0.7369149 0.12580176 0 0 0 0 0.069861025 0.12831458 0 0 0 0.09635311 0 0 0 0 0.19962285 0 0 0 0 2.1241918 2.7901871 0.99001276 0 0.15950589 0.6892453 0 0.2381084 0.10595143 0 0 0 0.3281563 0.11380306 0.1034785 0.46878108 0.057986055 0 0 0 0 0 0.3126211 2.061402 0.13570274 0.13704117 0.5940182 0
"20130700_C2Y_6" 0.19976677 0.16315801 0.31004596 0 0 0.13705014 0.19300842 0.2719219 0.39741227 0.65097463 0.7579983 0.09388052 0 1.5368514 0 0 0.5853656 0 0 0.058542963 0 0.09287438 0 0 0 0 0 0.15637745 0.26383743 0 0 0 0.33768052 1.3470623 5.6121736 0 0 0 1.2407999 0.06220702 0 0 0 0 0.09525634 0 0 0 0.06254836 0.35701916 0.32745644 0 0.090531215 0.49072912 0 0.08175099 0.07334131 0 0.09061317 0.51575804
"20120600_E2D_36" 0 0.079889625 0 0.19846435 0.39224198 0 0.2487379 1.0923241 0 1.0759813 0 0.6589421 0 0 0 0 0 0.10547508 0.33046633 0 0 0 0 0 0 0 0 0.1671885 0 0 0 0 0.40541023 1.0162761 1.5829227 0.862921 0 1.7814143 0 0.060661122 0 0 0 0 0.2123655 0.32141593 0.12104281 0.07278208 0.063833006 0 0 0 0 0 0 1.524024 0.13132316 0 0.20988423 0
"20120600_E1D_30" 0 0 0 0 0.67535067 0 0 0 0 0.8143249 0 0.31098452 0 0 0 0 0 0.11411247 2.0925984 0 0 0 0 0 0 0 0 0.17558262 0 0 0 0 0.07333937 1.6080992 4.5144715 0.16846322 0 11.899061 0 0.16902655 0 0 0 0 0.07806614 0.16004542 0 0 0.7869377 0 0 0 0 0 0 0.49110854 0.46308026 0 0 0
