"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34"
"20130700_C2X_6" 1.3507713 0.74916625 0.60736084 0.14485493 0.1914768 0.720022 1.5702004 0.60462654 1.5814507 0.62839776 4.042593 0.2541118 0.2551213 1.553372 0.631085 0.53217745 2.6434846 0.21323806 0.2472465 0.15209998 0.6865982 0 0.64499074 1.7254808 0.44245148 0.26205182 0.09927239 0.7492781 0.49852055 0.24347311 0.11611679 0 0.542722 0.35332385 0.16765249 0.0911935 0.19763453 0.11071532 0.19089435 0.7790339 1.2234678 0.91228145 1.5694035 0 0.27358794 0.2604079 0.5996834 0.16092652 1.2021497 1.630415 1.3468162 0 2.017005 2.2225146 1.7512088 1.4187362 2.32181 0.34599608 1.2262182 3.3493452
"20130700_E2D_3" 0 0 0 0 0 0 0 0 7.8541245 0 0 0 0 1.8720313 0 0 1.5537072 0 0 0 0 0 0 0 5.9555674 0 0 0 1.3396534 0 0 0 0 0 0 0 0 0 0 0.17735247 0 2.50791 1.2224929 0 0 0 0 0 0 0.201765 0.8511649 0 0 3.2743852 0 0 0.14187121 0 0.09169373 0.41189182
"20100900_E1D_9" 0 0.13777457 0.4546715 0 0 0.13245253 0 0 4.732397 0 0 0 0 6.9584165 0.863214 0 12.1762905 0 0 0 0 0 0 0 2.534949 0.10642222 0.23987366 0.22972661 2.2570438 0 0 0 0 0 0 0 0 0 1.0777997 1.0387506 0.05889697 2.464826 3.3186393 0 0 0.2316226 0.39677125 0 0.66684896 2.790071 3.0607107 0 2.8535347 5.1249967 0.08268964 0.287949 0.8404603 0 1.7699463 6.6426272
"3300024238_3" 0.2101164 0.7371706 0.10312331 0 0 1.4662169 0.21780553 0 3.3063538 0 0 0.077053875 0 3.898972 1.1372945 0 6.0433807 0 0 0 0 0 0 0.97674394 0.6302518 0.0621395 0.12481864 1.6054009 3.5833504 0 0 0 0 0 0 0 0 0 0 0.34798384 0.44167823 1.2119097 1.5028946 0 0 0 3.865824 0.088958874 0.9219624 2.2818012 5.214648 0 3.6085384 3.3895903 1.0590303 0.058806702 1.0732515 0 0.05963587 3.1048748
"20110800_E3D_1" 0.14703277 0.3289083 0 0.34374735 0.07784139 0.1071177 0.42045063 0.9114609 0.69833493 0 0 0 0.061079875 0.5036221 0.26659426 0.7163014 0.59511536 0 0 0 0.7187321 0 1.1682065 1.5298618 0.34753174 1.9945891 0.3514398 0.22944078 0.43570402 0.3651444 0.09549422 0 0 0 0 0 0 0 0 0.2973338 0.19605239 0.7047614 2.8688834 0 0.10154913 0.07102668 3.0760505 0 0.10819373 0.4968846 0.7170742 0 0.5537245 1.0409827 0.3369431 0.6033479 0.8730633 1.0471541 1.2170361 0.57502294
"20111000_E3D_9" 0.41255268 0.71841496 0.31211892 0 0 0.7444403 1.3274543 0.46820533 3.367757 0 0.358684 0.0650031 0.12251506 2.9925206 1.4473727 0.7050418 4.171814 0 0 0.06266039 0.64815027 0 0.5905115 1.0464373 0.96607155 0.7939136 0.2727666 0.563359 2.5219223 0 0 0 0 0 0 0 0 0 0 0.789115 1.161799 0.90527874 2.2549295 0 0.34296668 0.08530575 0.9256348 0 0.49641645 1.1117173 2.5439513 0 1.1385413 7.8090367 1.2369934 0.65819496 1.4943633 0.1098556 0.63034 8.830752
"20111000_E3D_7" 0.118791394 0.06483961 0 0 0 0 0 0 2.1746092 0 0 0 0 2.5522985 4.083953 0.15846452 4.131154 0 0 0 0.6320076 0 0 0.056860093 0.1896743 2.0839708 0.49054092 0 3.8743908 0 0 0 0 0 0 0 0 0 0 0 0 0.09665739 0.9625795 0 0 0 5.026251 0 0.062428832 0.3424393 9.397814 0 0.20371346 12.250472 0.40824348 0.6746354 4.166049 0 0 9.320063
"PMBF01" 6.866872 1.0417986 0 0.08585118 0 3.9820473 4.858013 0.67095613 3.32237 0 0.11363701 0.37833446 0.07670857 4.8077865 0.6416836 2.0349436 3.325563 0.0851002 0 0.11044166 0.05727321 0 2.1886647 2.6247396 0.894177 0.27184024 0 0.92973316 2.895051 0 0 0 0 0 0 0 0 0 0.43085313 0.3005589 2.007881 1.5279332 1.0226048 0 0.11449511 0.074815325 0.72247887 0 0.19009356 0.7617279 1.4369233 0 3.3416872 3.2303321 6.7880635 0.9669677 2.130684 0.82988167 1.3425212 1.3371085
"20130700_E3M_6" 1.5310749 0.47880253 0 0 0 0.15183209 2.6496305 0.457803 9.748881 0 0 0 0 2.1597233 0.40313023 0.88864213 3.1984284 0 0 0 0 0 1.0782232 2.7554972 1.0618 0.24712096 0.14952207 0.42779985 9.410831 0 0 0 0 0 0 0 0 0 0 0 0.28493154 1.0582753 7.040369 0 0 0.07909168 0.5337727 0 0 0.080749474 1.4114124 0 3.1488793 6.572384 2.882434 1.4191489 3.7273202 1.3996847 2.2500775 6.256414
"20120600_E3D_42" 0.21252441 1.7616141 0 0 0.18093754 0.5577999 0 0 2.074818 0.08976937 0 0 0 2.1695278 0.59581023 0.084294036 2.4840093 0 0 0 0.2509228 0 0.21065615 0.80308867 1.1604546 0.1292135 0 0.81938785 1.0819744 0 0 0 0 0 0 0 0 0 0.077222824 0.8422112 0.27351373 0.859522 1.9455628 0 0.26937264 0 0.19859444 0.09867504 0.52122134 1.3919295 2.7617717 0 0.8533363 1.4733679 0.6892604 2.2427754 0.3498268 0.23059776 1.2322102 0.9068076
"PMEC01" 0.9000242 2.4765239 0.7562148 0.8017519 0.404333 0.6128143 5.0749893 1.7454981 3.806681 0 6.6683893 0.12676974 0.6563611 2.9653704 1.0716772 0.6008364 4.5198555 0 0 0 5.290892 0 0.33307737 0.70714957 2.269039 1.8132188 0.54876804 2.684159 0.53171855 0.57690096 0.22575673 0 0.0597809 0 0 0 0 0 0 1.8597392 3.9860895 1.9002117 3.6933048 0.53407276 1.4377022 1.6078311 5.6026864 1.2191073 3.8216205 3.7483683 5.6131334 0.21978219 3.4719112 4.50949 6.914373 3.3676147 4.3868484 0.58741075 0.8089225 3.4828355
"20111000_E3D_5" 1.8729696 0.15442866 0 0 0 1.3336271 0.6639646 0 3.0377982 0 0 0.1524444 0 4.4828224 3.7103083 3.0756018 5.693158 0 0 0 0.522282 0 2.3022673 1.2790655 0.4363002 0.7558462 0.5087999 0.15584838 3.5757284 0 0 0 0 0 0 0 0 0 0 0.12868822 0.9816958 2.6321146 3.4733448 0 0.094727114 0.059521735 0.7088067 0 0 0.19962925 6.4595184 0 0.7480316 5.13853 3.4410186 0.42942327 0.5641308 1.4823644 1.210314 6.155017
"PMCG01" 0.3599437 0.15107839 0 0 0 0 0.82895106 0.1599393 0.6942599 0 0 0 0 0.73852664 0.9373434 0.8586307 1.2133287 0 0 0 0.082942195 0 0.41105705 0.6432557 0.49882102 0.116559744 0 0 0.6137865 0 0 0 0 0 0 0 0 0 0 0.081700414 0.5177876 0.49005085 1.3318478 0 0 0 1.2755177 0 0 0.34162617 1.7170795 0 1.1610731 2.4010572 1.1888615 0.14266822 0.74466246 0.67883426 1.1046814 3.1510158
"PLMN01" 0 0.24902023 0.063578084 0.19905697 0.07106454 0.16052182 0 0 2.878408 0 0 0 0.0957813 0.7667438 0 0 0.63465834 0.08678982 0.11050605 0 0.061851006 2.713233 0 0 1.1111871 0.08007333 0.42319208 0.4348217 0.7816096 1.8539968 2.574048 0.21135917 0 0 0 0 0 0 0.5590772 1.7428868 0.08516334 3.9874992 2.1504395 0 0.13822496 0.17146155 0.2060436 0 0.45223504 2.0732846 0.8254105 0 2.002602 3.6901639 0.570669 1.224145 0.9406513 0 0.36871898 0.27858737
"3300037225_16" 0.36885735 0.64889044 0.09059389 0.4515191 0.2323494 0.14373091 0.7900428 0.41078833 0.8609543 0 0 0.12815186 0.36864343 0.6309131 0.5587656 0.5462522 0.7133304 0.07718998 0.090676196 0 1.3156395 0.24329042 0.27861398 0.2755771 0.5161091 0.9175948 0.87565064 0.4908208 0.34699976 0.5872572 0.60091263 0.16947722 0 0 0 0 0 0 0.18511802 0.42831618 0.58025277 0.4248429 1.0091096 0 0.29504666 0.33752787 0.66483563 0.22172305 0.48688665 0.54902303 1.5817237 0 0.6499963 1.4466909 0.6678814 0.77621853 0.93955487 0.4608427 0.52915466 0.71554846
"3300037198_12" 0.17607439 0.9173499 0.7858297 0.23698223 0.5456312 1.6155084 0.22570837 0.22900172 4.3541036 0.17552641 0.5723474 0.20283222 0.17719908 3.6240578 0.45829087 0.09354906 4.219387 0.25686774 0.28130952 0.18810967 3.3990772 1.3667043 0 0.23713206 1.3980632 0.5645119 1.5714991 0.7927405 2.080126 3.652021 1.5305014 1.7409942 0 0 0.31526074 0.36089927 0 0 0.71732664 0.8437212 0.22825865 1.802069 3.2314718 0 0.5797414 1.3257842 2.29251 0.22495367 1.1507953 3.2496572 3.9166105 0 1.0420529 7.3155484 1.1419648 1.9334711 3.6542892 0.07255536 0.49734208 4.837158
"PMBS01" 3.1975722 1.5429162 0.19820234 0 0 0.65474236 1.1938417 0.81501245 13.539657 0 0.15970138 0.19191343 0.065087795 8.5850115 8.930816 3.4707937 13.494645 0.11702841 0.08815633 0.08443782 0 0 2.9496002 8.294671 4.5561714 2.4072375 1.3630582 1.7362846 9.383601 0 0 0 0 0 0.08811502 0 0 0 0.16029339 1.87103 1.8165568 6.8566046 16.99117 0 1.1660254 1.8304276 1.6790345 0.5578014 2.0122464 8.954492 18.845676 0.11237047 11.177408 36.805378 5.849574 9.846236 10.084313 1.0532213 5.0950956 25.287142
"PMCR01" 5.714065 2.9430237 0 0 0 0.1308179 0.8051839 0.22365764 1.2230105 0 0 0 0 2.6273243 2.1536365 1.6942954 4.7273717 0 0 0 0 0 1.0286105 5.739501 0.6450595 0.22007482 0.111793995 0.3525718 0.51059407 0 0 0 0 0 0 0 0 0 0 0.074367754 4.0184016 0.13560243 0.4523523 0 0 0 0.5101661 0.20489602 0.28202155 0.22776625 2.3482668 0 1.6312888 3.3985622 1.6992775 0.57406384 1.8443587 0.13890418 1.9492524 2.6395485
"PMBY01" 6.6599946 1.8339475 0.70373964 0 0.08365131 0.7035792 12.248916 1.4089535 3.326026 0.34730232 1.2053406 0.21909007 0.110301845 3.0345306 1.7902893 5.433589 4.4219337 0.15441851 0.17303145 0.20152064 0 0 2.768917 9.694301 0.523882 0.27965638 0.1349509 2.152738 3.5871742 0 0 0 0.42247882 0.8637572 1.3882806 0 0.09312625 0.13304324 0.5648413 0.4128782 2.4194973 0.94174206 1.199616 0 0.6797154 0.71007574 1.127593 0.11552768 1.016302 1.2618403 1.3927141 0.056980398 3.5833921 2.9801335 16.253422 1.6172364 1.5684267 0.5904174 1.736103 6.595048
"20120600_E2D_15" 1.7234204 2.0248096 24.120258 0.2213293 0.30255792 5.693659 0.855715 4.3106856 15.330524 0.1336437 1.1960489 2.5207052 0.39470413 23.536867 5.8759747 1.3058969 26.21268 0.48839182 0.33843753 0.18628296 0 0 3.4617507 5.7561054 10.489997 2.3420894 1.38407 3.3746302 20.301336 0.11269018 0 0 0 0 0.28778788 0 0.093407884 0 0.7099681 24.954374 8.357733 40.887913 29.651783 0 2.2135456 4.4946823 18.028881 0.4973119 12.187751 21.150314 32.210606 0 43.830215 38.648514 8.005746 20.569715 28.680225 0.7697197 13.357432 24.75314
"20110800_E3D_16" 0.28826037 0.34986207 0 0.10507279 0.104148224 1.1830362 0.29735032 0.13499162 0.43703297 0 0.060206626 0.1701653 0.2198777 2.4305048 0.9687122 0.311288 2.4350233 0.079886556 0 0.11113663 1.9849831 0.47805968 0.10235421 0.12393647 0.2402588 1.7474327 1.3571706 0.2499005 0.45920372 0.6071581 1.6200552 0 0 0 0 0 0 0 0.31757814 0.5545497 0.44725156 2.116025 1.5993863 0 0.178719 0 0 0.060664073 0.2746554 0.7205888 3.6823125 0 0.39684525 4.1630855 0.5391266 0.30980828 0.1930169 0.24278298 0.30789 0.72222126
"20130700_E2M_2" 3.2550068 1.5369728 0 0 0.13352843 2.5534053 0.06975853 0 2.2952237 0 0 0.7297387 0.12810764 10.219628 0.13063297 0.062410016 4.4212284 0.26540616 0.09516327 0.5975041 0.3899585 0.83981544 0.3734384 9.451902 0.60831976 0.07237253 0.1529247 0.5674144 4.670379 0.153812 0.05877817 0.67496747 0 0 0 0 0 0 0.9283297 0.38716218 0.09431121 2.3907142 1.584981 0 0 0 0.077527836 0 0 0 0.7441984 0 0.91178703 1.5524503 0.26089305 0 0.35693538 0.22070758 5.054332 7.2522125
"PMBW01" 0.12135488 0.060296528 0.06112616 0 0 0 0.4946897 0.11601679 1.6729041 0 0 0 0 1.2879075 4.0430317 1.2494379 1.9877745 0 0 0 0 0 0.09983423 0.18346018 0.521615 1.3256074 0.39571205 0.07015083 1.4346566 0 0 0 0 0 0 0 0 0 0 0.09922641 1.1173853 0.41661793 1.5034178 0 0.12106772 0.118961155 3.514368 0 0 0.26948842 2.8762624 0 0.36483422 3.7197194 2.477774 2.7371073 5.539139 0 0.15604264 6.1583014
"20130700_C1D_6" 4.212036 4.9874897 0.82408804 0.21140395 0.20235272 2.4824295 7.715933 2.5880508 2.5137627 1.8136228 1.061804 0.4806159 0.27445906 3.2933474 1.313411 3.6888084 2.648147 0.60699177 0.5964503 0.7986425 0.33023262 0.2182708 3.0950885 5.792181 0.8641904 0.24988817 0.07862935 4.322755 1.4127859 0 0 0 1.3195653 1.4342053 1.5273993 0 0.30065173 0.2390579 2.257775 1.486514 8.765719 1.8093868 2.13126 0 3.9178753 0.5446068 1.24743 0.15877335 1.2288041 1.8088902 1.6341258 0 2.6256034 1.6488626 7.8291388 1.7699884 1.3309394 0.7922658 1.6407707 2.1388617
"20130700_E2M_4" 7.7143383 9.120701 10.167071 1.6644344 2.062949 14.666975 8.185979 5.6227164 19.934563 2.4388137 3.0849454 2.2667742 1.4080937 25.937881 5.670553 4.627063 25.442223 4.763029 6.2980347 4.5707903 7.659268 2.2365673 5.149354 13.155664 7.6772747 4.72968 2.0253997 8.846378 13.137728 0.7670514 0.36723375 0.19490929 0.22899504 0.905143 2.448193 0.25480652 0.42053577 0.57692856 7.0821967 12.047037 6.5070214 16.166641 21.275442 0 3.8091567 6.235851 10.921167 0.5443232 8.271399 14.920758 24.297237 0.12514907 17.823973 23.837696 7.0791698 6.6829753 13.515758 2.5542388 7.7601004 23.566105
"20120700_E2D_6" 1.6136774 3.2824376 5.8520484 0.5270048 0.67552733 16.813208 0.59213865 0.68701905 16.841614 0.13792345 0.9155926 1.7087573 0.54085267 35.581257 6.824234 0.76877564 31.661102 1.4766182 1.946674 1.8208848 5.5223813 0.65177137 0.7096169 4.0009203 5.2272596 3.1016107 1.4994694 3.6703155 10.371488 0.424143 0.15069741 0.08544154 0 0 0.097269654 0.07243432 0.12588432 0 5.5427628 9.213514 1.1149482 17.041899 24.454151 0 1.1868917 3.230323 7.2287393 0.12097511 5.215935 20.700163 30.086966 0 12.003044 29.73799 2.0151026 4.8936462 14.572782 0.29717797 3.6599867 37.451694
