"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34"
"20140700_S16_20" 0 0.24681506 0.42620042 0.12257906 3.4996314 0.87156326 0 0 0.30461943 0.17899902 0.12366635 0.22911745 0.083327405 1.2147632 0.07445126 0 0.75522345 0.63858587 0.84085095 0.37290627 0.108247295 0.09198644 0 0.0711969 0.07029971 0 0.08052916 0.15808126 0.06665283 0.076018944 0.097503945 0 0 0.059251368 0.27201837 0 0 0.81992906 2.0269349 0.69663984 0 0.7333709 1.0121872 0 0.22619237 0.66558766 0.39446616 0 0.3999204 0.7546053 1.0033758 0 0.321494 0.25643042 0 0.3765542 0.28557092 0 0.33258477 0.09214885
"20170700_S35_18" 0 0 0.10980289 0 0.28747088 0.14829141 0 0 0 0.31421307 0.115779065 0 0 0.070596285 0 0 0 0.8058432 1.672185 0.7936482 0 0 0 0.09733549 0 0 0 0.121831164 0 0 0 0 0 0.2349654 1.4697456 0.5129719 0 0.34629226 0.65006053 0.11652691 0 0 0 0 0.14117293 0.22615176 0 0 0.42771497 0.11434471 0 0 0.21462393 0 0 0.07678414 0 0 0.072410814 0
"20120600_S1D_7" 0 0.06629133 0.4228598 0 0.36021644 0.15657453 0 0 0 0.3286737 1.4081048 0.117623374 0.072290935 0.14124106 0 0 0.06606748 0.5840581 0.93341815 0.6236315 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1028314 1.7548406 0.6496354 0 0.5408462 1.9871172 0.10274382 0 0 0 0 0.06732204 0.21974465 0.18510228 0 0.13574505 0 0.06528383 0 0.19016725 0 0 0.08781394 0 0 0.24120484 0
"20110700_P2D_11" 0 0 0.41126904 0 0.44731048 0.1323063 0 0 0 0.26322958 0.74403614 0.09560439 0.0708462 0.13985544 0 0 0 0.5777724 0.7207141 0.28712 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07344877 1.6336403 0.46843114 0 0.6597971 1.2789315 0.09246987 0 0 0 0 0.059564453 0.20843379 0.15920976 0 0.10511828 0 0 0 0.15518816 0 0 0.07802499 0 0 0.18916343 0
"20170700_S24_14" 0 0.16402532 0.686256 0 2.3177006 0.7858756 0 0 0.674664 0.15123935 0.21260664 0.23794107 0 1.3477437 0 0 0.70161676 1.6085749 2.1200798 0.7640059 0 0 0 0 0.117923155 0 0 0.18025391 0.22320855 0 0 0 0 0 5.718932 0.20539254 0 1.2249577 3.1804082 0.6017334 0 0.8819807 0.4740926 0 0 0.5925628 0.53238815 0 1.330027 2.149739 0.92767054 0 0.9238871 0.49575862 0 0 0.66209006 0 0.12948468 0.25267157
"20120700_S1D_104" 0 0.09230036 0.17855236 0.07208541 0.8001538 0 0 0 0 0.17282061 0.20903184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.7233528 0.19172405 0 0.50607675 0 0 0 0 0.119909346 0 0 0.22273906 0.14499691 0 0.10076711 0 0.08119351 0 0 0 0 0 0 0 0 0
"20140700_S32_12" 0 0 2.4590166 0 0.35938436 1.9081836 0 0 0 0 0 0.26254636 0 0.1338737 0 0 0 1.122206 1.0881798 0.54529786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.49178103 1.1077307 1.3673432 0 2.1982172 0.7820754 0 0 0.21283083 0.7611444 0 1.5547014 1.9847559 0.34863165 0 0.13920161 0 0 0 0 0 0 0
"20120800_S3X_7" 0 0 0 0 0 1.1639832 0 0 0 0 0 0.38710853 0 0.787414 0 0 0.26391602 2.7287633 4.9634466 4.7342567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.070398 0.06936439 0.3051948 12.615234 0 0 0 0 0 0 0 0 0 0.09369092 0.18702392 0 0 0 0 0 0 0 0 0 0
"20120700_S1X_12" 0.37884173 0.13317858 0 0 0.74796426 0.120248556 0 0 0 0 0 0.086370215 0.11633088 0.08933221 0 0 0.074162096 0.42542902 0.48993334 0.6130559 0 0 0 0 0 0 0.08721293 0.086166926 0 0 0 0 0 0 1.4066306 0 0 0.5526998 3.8428378 0.1495617 0 0.07001341 0 0 0.058373347 0.5869858 0.21460174 0 0.19607392 0.2214419 0.16457173 0 0 0.095250644 0 0.08826171 0 0 0 0
"20170700_S25_26" 0 0 0 0 0.44938964 0.16538446 0 0 0 0 0.1353794 0.13288133 0 0.46862102 0 0 0.16839875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.13190287 0.4870825 0 0 0 0 0 0 0 0.1474858 0 0 0 0 0 0 0 0 0 0 0 0 0
"20160700_S15_2" 0 0.061763346 0.1274931 0 0.54922956 0.29132393 0 0 0.08158421 0 0.7333768 0.14665002 0 0.24625202 0 0 0.17830913 0.8777127 0.848433 0.59159195 0.10048377 0 0 0 0 0 0 0.103028335 0 0 0 0 0 0 0.26102263 0.4300658 0 0.33004108 0.46303424 0.11107671 0 0.09802768 0.09577718 0 0 0.069658786 0.20855361 0 0.13212977 0.165259 0.15293398 0 0.090788536 0.07566858 0 0 0 0 0 0
"20170700_S25_38" 0 1.2416537 5.609899 0 0.92763054 1.8146734 0 0 2.0535142 0 3.992399 0.30113745 0 3.4565556 0.30177748 0 3.1220171 1.1747129 1.609858 1.1975919 4.117037 1.1900336 0 0.3116714 0.77612835 0.97362447 5.2795005 0.47833115 0.9782613 3.6286721 2.919414 0.552535 0 0 6.1234107 5.8557043 0 0.74184835 3.4659126 2.3834429 0 3.3841684 2.7097871 0 0 1.4879886 5.4389324 0 2.630268 3.0977619 4.4107184 0 1.4758167 2.5354385 0 0.2647299 1.8661301 0 0.95107406 1.0754882
"20120700_S1D_97" 0 0.13572218 0.5286276 0 0.86067605 0.12531106 0 0.11582585 0.07241587 0.17025144 0.88250655 0.05669831 0 0.16296877 0 0 0.08225897 0.3258197 0.5731852 0.23172826 0 0 0 0 0 0 0 0.107411295 0 0 0 0 0 0 2.7159576 0.99612427 0 0.63067025 0.5140012 0.2635173 0 0.13456438 0.11934327 0 0 0.10002634 0.1227947 0 0.2914284 0.17191227 0 0 0 0 0 0.10925375 0.16141123 0 0 0
"20120600_E2D_1" 0.15295732 2.766628 1.3282254 1.8936734 34.382507 0.2569636 1.4102055 1.2790464 0.27483082 1.4436836 0.5089005 0.8686741 0.5292073 0.45324704 0.21000506 0.08585166 0.5756742 1.4285631 2.3173733 0.26692522 0 0 0.10249377 0.18012516 0.12793532 0.0833101 0 1.3278506 0.2642906 0 0 0 0.07537761 0.30872416 7.317582 0.2960297 2.1035056 11.111247 0.6671614 3.035108 0.5108633 0.9394213 0.8295933 0 2.0178404 3.7820446 2.0187917 0.49258375 4.6031003 1.2269473 0.7949036 2.5502858 2.6816373 0.67891395 0.31571245 9.670382 1.9159483 0.50412613 1.0792627 0.18512343
"Bog.Unlabelled.R3.T3.F3.JGI.BFC.metaspades_bin.2_81.64_4.58" 0.15017812 0.34897912 0 0 0.23312669 0 0 0.06110417 0 0.1307074 0 0.08835258 0 0 0 0 0 0.1992689 0.15865912 0.0679554 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06346289 1.6813295 0 0 0.24023582 0.28042364 0.07254376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0674322 0
"3300036888_6" 0 0.10250208 1.9464295 0 0.5301223 0.43355602 0 0 0.2504788 0.055813525 0.91987014 0 0 0.6037182 0 0 0.5298872 1.2436165 0.79742396 0.12905502 0 0 0 0 0 0 0 0 0.08726245 0 0 0 0 0 1.2990863 0.23007703 0 0.29642034 0.6699392 0.14071263 0 0.35615826 0.4721693 0 0 0.11669899 0.5427273 0 0.2991537 0.4146 1.2479944 0 0.13060148 0.2457286 0 0 0.07004347 0 0.061172582 0.12609965
"20120700_S1D_27" 0 0.27018 0.12614328 0 0.2338789 0.07744623 0 0.06749266 0.11063713 0.19584566 0 0 0 0.063909315 0 0 0 0.4414127 0.55771834 0.43524635 0 0 0 0 0 0 0 0.06835547 0 0 0 0 0 0.08758215 0.5361485 0.20513484 0 0.12224826 0.45190954 0.098001346 0 0 0 0 0 0 0 0 0.083195515 0.059745055 0 0 0.14280783 0 0 0.09775092 0.056336533 0 0.16323602 0
"20170700_S25_25" 0 0 0.2761747 0 0.44953835 0 0 0 0 0 0 0 0 0.059304424 0 0 0 0.15338938 0.11850401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2161577 0.16741793 0 0 0 0 0 0 0 0 0 0 0.088473305 0 0 0 0 0 0 0 0 0 0
"20140700_E22_12" 0 1.296178 4.3053045 0.9165089 15.968284 5.7600226 0 0 1.788136 0 0.59848064 1.8335477 0.10531808 6.4936767 0.15057325 0 3.3301382 13.411105 15.123758 7.7547684 0.47266138 0.5484941 0 0 1.1074405 0.06231579 0.16078219 1.64594 1.7490367 0.06559889 0.10939717 0 0 0 0.4412919 0.33031896 0.39713293 18.386621 16.09768 2.8594162 0 5.0496206 1.3050362 0 0 0.11802629 0.29754543 0 7.0918865 5.333133 3.4794765 0 6.7420464 1.2822952 0 0 0 0 1.340914 0.86616224
"20150700_S23_3" 0 0.37464508 1.1643416 0 2.820627 0.11296366 0 0 0 0.1689956 0.19374228 0.11118892 0 0.13095552 0 0 0.072050475 0.39356014 0.32191825 0.20589675 0 0 0 0 0 0 0 0.12988867 0.11099225 0 0 0 0 0 4.05529 0.21067731 0 2.4007623 0.7310816 0.50751424 0 0.54489803 0.7187367 0 0 0.1570397 0.1540821 0 0.92270976 0.2689117 1.5123149 0 0.52537245 0 0 0 0.55652505 0 0.14661606 0
"PMKN01" 0 1.8994277 0 1.3446387 24.999939 0.2656584 0 0 0.11164313 0 0 1.3998227 0.76698875 0.41100818 0 0 0.15900284 1.416531 2.5545936 0.7609682 0 0 0 0 0 0 0 0.9881853 0.07935305 0 0 0 0 0 0.30076435 0 1.0308868 3.2011793 1.1384201 0.9739086 0 0.243411 0 0 0 0 0 0.14222953 2.6434014 0.12701112 0.0597864 1.2798655 0.56636363 0 0 0 0 0.21048844 0.88080996 0
