"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34"
"Fen.Unlabelled.R1.T3.F4.trimmomatic.megahit_bin.27_72.03_1.57" 2.7788002 0.2595494 0 1.0617043 0 0 0.82069457 0 0.21073174 0 0 1.3613739 1.1767349 0 0.40239874 0.62828416 0 0.43245474 0 0 0 0 0.3277063 0 0 0.08105881 0 0.08471748 0 0 0 0 0 0 0 0 0.09410338 0 0 0 1.0274497 0 0 0.92521054 0 0 0 0.5249629 0.20265244 0 0 1.2546594 0 0 1.3340724 0 0 0.76208 0 0
"PMBM01" 4.367889 4.4563546 0.091394596 0.27094188 1.3179708 0 2.6740732 2.474306 0.4364031 3.3911076 0 1.3251897 0.47761583 0 0.12600382 0.93818164 0 0.8372413 0.88638896 0 0 0 1.499763 1.1327841 0.53765136 0 0 1.920515 0 0 0 0 0.8072796 0.84906197 0 0 0.12620601 0 0 1.3070459 1.052968 0.27675432 0.1090894 0.27879924 0.80347997 0 0 0.69561565 0.6868362 0 0 0.3466041 2.398539 0 2.9925206 1.8863285 0.09608211 1.7257447 1.7067585 0
"Fen.Unlabelled.R1.T1.F4.trimmomatic.metaspades_bin.21_75.31_0.26" 0.25129062 0.07180636 0 0.061317638 0 0 0.8028686 0 0 0 0 0.60521454 0.09899244 0 0.4838065 0.3067234 0 0 0 0 0 0 0.067300916 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6471276 0 0 1.6750749 0 0 0 0.5844165 0.24038592 0 0 0.38269863 0 0 0.47192428 0 0 0.35397723 0 0
"Fen.Unlabelled.R4.T3.F4.trimmomatic.megahit_bin.1_91.07_1.12" 0.07093992 0 0 0.07168638 0 0 0.15330549 0 0 0 0 0.11747901 0.07274971 0 0.0951203 0.43554768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23626114 0 0 0.15798758 0 0 0 0.13158743 0 0 0 0.22380532 0 0 0.4752407 0 0 0.6381341 0 0
"20111000_S1D_14" 0.77224404 0.9719726 0 1.0498441 0.34068558 0 0 0 0.06870135 0 0 0.16438192 0.32182556 0 0 0 0 0.14174493 0.09259511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24866472 0.16784643 0 0 0 0 0 0 0 0 0 0.08672905 0.070294544 0 0 0.06551911 0 0 0 0 0 0.41428542 0 0
"20120600_E1D_9" 0.7130903 1.6270825 1.2924044 2.1651382 2.7746735 1.1006755 2.032282 2.5362482 1.0446372 1.3858716 0.59977746 0.71544194 0.97951794 1.1489367 0.124451734 0.37204185 1.0759686 1.0087221 1.4597611 0.6068379 0.6980868 0.8985229 0.3234621 0.46548486 0.6281242 0.58512855 1.4289457 1.3713837 0.43179026 1.071952 1.5044429 0.47443935 0.742148 1.5743328 4.958859 1.916297 0.47866118 0.8138688 0.8336391 2.180536 1.2025102 1.5259727 1.078706 0.14332883 2.3039184 2.3797474 0.94402856 0.41199574 1.6008741 1.1523225 0.9836057 0.090712026 1.5778301 1.0347997 1.9774587 2.9859657 1.6303638 0.430342 1.1021795 0.50590956
"20130700_C1D_14" 0.47515592 0.67229855 0.19073856 0.6098185 1.2448211 0.07067731 1.044638 1.1754671 0.10753632 1.5489469 0.06826436 0.5640125 0.5178797 0.18842827 0 0.22816332 0.12320045 0.47147277 0.66325146 0.13852386 0.36483073 0.12592728 0.14742433 0.194868 0.085857 0 1.0694289 0.3788433 0 0.660652 0.8915304 0.99335915 0.78199184 1.7704412 1.1072869 0.63211596 0.49936092 0.54390514 0.07006842 0.30012128 0.2311839 0.1118468 0.05617735 0.13094136 1.4637905 0.7722742 0.2804639 0.20941238 0.26200464 0.062085286 0 0.10340689 0.22421408 0 0.66353685 1.1814626 0.2716611 0.27386788 0.5235731 0
"20120600_E2D_38" 0.7456893 1.8389522 1.7731601 1.4000251 4.622002 1.7409207 1.7570983 3.0134866 1.6679108 3.3245022 0.37718976 1.6455294 0.7914875 1.8490021 0.26259094 0.25008968 1.9713324 1.3392102 1.8243467 0.84242266 0 0 0.3508375 0.44278654 0.7483411 0 0.06543822 1.6858485 0.6715286 0 0 0 1.0008534 2.7715037 7.7886066 1.2197641 0.5480568 2.7883132 1.4536859 1.8399351 0.48061156 1.7086741 1.2686213 0.22140759 2.1388133 2.3316426 1.0362244 0.3770223 1.2730815 1.2591269 1.7514238 0.11106211 1.2444661 1.5965383 0.92381495 4.710015 2.4391446 0.41617322 1.4579961 1.2469835
"20120600_E3D_25" 1.2607937 1.746685 0.30700073 0.39190143 0.59521604 0.14597647 2.880374 1.6003212 1.21802 1.2482404 0 1.261001 0.67660815 1.136569 0.5717744 1.1357564 1.0190531 0.47508985 0.7318179 0.09737347 0 0 0.7750418 0.68496114 0.55231214 0.09416017 0 0.7912821 0.44667432 0 0 0 0.8965263 2.2782702 0.46256012 0 0.36339206 0.119615644 0.15391792 0.7699712 0.8244834 0.63262683 0.52791566 1.0269576 2.6007395 0.2017347 0.74558336 0.5480663 0.5975948 0.5880907 0.5568354 0.43344584 1.5551335 0.70052576 1.7817291 2.395304 0.548441 2.255974 1.389994 0.6561853
"3300037239_6" 8.2702055 0.576056 0 1.0622251 0 0 0.3357242 0 0 0 0 0 0.07608724 0 0 0.0645945 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09357439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.063624434 0 0 0 0 0 0.15957448 0 0
"PMDT01" 0.7898139 0.96175754 0.22736572 0.30402693 0.3818778 0.15788202 1.4139719 0.5940301 0.36544728 0.20581879 0.29963967 0.20872785 0.5062039 0.24809211 0.07132809 0.37291107 0.37829608 0.34378025 0.23745948 0 0 0 0.24917115 0.9905897 0.32381758 0 0 0.42013663 0 0 0 0 0.3496111 0.594738 0.079966515 0 0.14760417 0.21743415 0 0.30926052 1.0571125 0.13512583 0.12392268 0.29434538 0.28920156 0.27329096 0.37700522 0.8892711 0.78612864 0.23433174 0.1939051 0.061029352 1.9514382 0.23843081 1.0161253 0.7469292 0.3735622 0.36011449 1.1507665 0.1506996
"PMBX01" 0.16334955 0.0715758 0 1.1920923 0 0 0.8597007 0.17438084 0.1616704 0 0 0 0 0 0.081524976 0.7792779 0 0 0 0 0 0 0.13289423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9401122 0 0 0.10265738 0.83676463 0.24832042 0 0.61957043 0.20276211 0 0 0.2274477 0 0 1.344942 0 0 0.88188297 0 0
"Fen.Unlabelled.R1.T2.F4.trimmomatic.metaspades_bin.48_89.46_5.98" 0 0 0 0 0 0 0.06422656 0 0 0 0 0.55925554 0.10661455 0 2.387 0.3757924 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.069576204 0 0 0 0 0 0 0.3574093 0 0 0 0.10054844 0.21199486 0 0 1.3146299 0 0 0.058352645 0 0 0 0 0
"Fen.Unlabelled.R2.T3.F3.JGI.BFC.metaspades_bin.13_89.21_3.77" 0 0.08937693 0 0 0 0 0.16273567 0 0 0 0 0.14634386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07412012 0.05970056 0 0 0 0 0 0 0.07156015 0 0 0 0 0 0 0.07352876 0 0 0 0 0 0 0 0.075720035 0 0.066366695 0 0
"20170700_S34_36" 0.22773972 0.40140852 0.7286338 0.2895142 0.9816136 0.4872866 0.38724393 0.61558586 0.36956936 0.5049867 0.28413102 0.27519584 0.4388864 0.5189749 0.06939757 0.26688856 0.38063073 0.5496196 0.5908688 0.3179542 0.38869852 0.7657857 0.20340137 0.3577098 0.302494 0.074685365 1.5280726 0.3288406 0.11876462 0.50911564 0.49497968 0.17679648 0.07638414 0.19338335 0.7790782 0.3755252 0.15810007 0.5207747 0.6911336 0.60679364 0.3443392 0.5592444 0.39383835 0.10047572 0.8120647 0.620119 0.2638516 0.15313004 0.44751048 0.36115134 0.22739673 0.06350546 0.33722374 0.27840838 0.41492727 0.5314284 0.57828945 0.25252923 0.5458684 0.3176248
"20110700_P1D_2" 0.06446318 0.19295084 0.18224193 0.41000018 0.37129015 0.3805761 0.2804398 0.1417971 0.6599288 0.16133791 0.13437481 0.20347247 0.38197535 0.64351004 0 0.17220475 0.3464685 0.20910287 0.24265291 0.093974724 0.12415835 0.29051 0.07482855 0.057565406 0.112217784 0 0.4541216 0.17616113 0.15206264 0.2114246 0.16644615 0 0.06654053 0.058143336 0.3488954 0.33030212 0.06907728 0.0846023 0.63956064 0.4207645 0.42363015 0.35735404 0.25489998 0.07553302 0.27123228 0.21406086 0.12071113 0.16184807 0.3002554 0.3965485 0.23431715 0.07004117 0.20279002 0.3789882 0.48586974 0.34753454 0.34065047 0.3502489 0.25137463 0.24828766
"20110800_E3D_41" 0.532441 1.0507137 0.3157474 1.7631229 1.5563389 0.54372036 2.6392314 1.052684 1.2842577 0.11261347 0 0.29928428 0.7088663 0.5762275 0.14400667 0.6750647 0.35475484 0.27333376 0.3077994 0 0.5209549 0 0.45050144 0.3689432 0.25632554 0.11681383 0.3543875 0.71114105 0.15273835 0.792255 0.34776193 0 0 0 0 0 0 0 0.079170465 0.6730884 0.39847136 0.6877655 0.5964547 0.09036233 0.7703205 0.26742435 0.6249931 0.4453117 0.58811975 0.5761638 0.5174368 0.06250407 0.7508307 0.17857306 0.30347902 0.2519324 0.30828288 0.84897244 0.6765747 0.17360476
"20120600_E2D_8" 0.55358523 0.55802095 0 0 0.7455792 0 0.095657155 0.7910906 0.15026785 0.15223934 0 0 0 0 0 0.39353478 0 1.5089393 3.238592 0 0 0 0.23372422 1.2747419 0.31305447 0 0 2.0586326 0 0 0 0 0 0.16708474 0 0 0 0 0 1.7900386 0 0.07077584 0 0.06833438 1.7204217 0.24160226 0 0.919562 0.64045787 0.06980892 0.10189283 0 0.62610984 0.11073638 0 2.719023 0.15288596 0.23696804 0.82481736 0
"20120600_E2D_9" 3.6626246 5.2453732 0.66528577 5.639927 2.9253716 0.42123803 1.0486962 3.50428 2.6915488 2.0796409 0.3997649 0.6280762 3.7282844 1.0154518 0.21949144 0.84745115 1.0356362 0.6932959 0.7778914 0 0.30923992 0 1.3916254 2.2839766 2.3608367 0 0 1.9104439 0.31865415 0 0 0 0 0.6470224 0.37925252 1.0843875 0.10713364 0 0.20079811 1.9248362 2.9415774 1.0451924 0.5847508 0 4.335132 1.4728073 0.5023001 0.9143336 2.3855886 1.2922026 0.39762262 0.19128348 3.8636985 0.6549103 3.9125748 5.1878386 1.985881 0.9495551 3.841462 0.39880326
"20120600_E2D_27" 0.24324848 1.5654962 0.2128676 4.079465 3.7388113 1.1814017 3.3094206 2.2684512 2.334329 1.3222481 1.4079844 1.9040849 4.415814 4.3673005 0.55154043 1.0593331 4.62443 0.24994567 0.22046188 0.10602412 0.49594426 0 0.6602671 0.51239467 0.7793521 0.28293556 0.19505118 1.4679382 1.2964435 0.11801101 0 0 0.61274356 0.13659097 0 0 2.1386416 1.1495878 0.4139324 1.7284994 3.0232518 1.0607595 2.765759 1.338606 5.0348783 1.0660639 0.5622213 0.8821248 0.9863951 1.4004083 2.3147175 0.19809176 1.1669406 2.7229328 2.868696 3.1344938 1.3206395 0.31400907 1.1224489 2.779022
"PMDB01" 0.32416546 1.930611 1.2252547 5.9761443 7.5964794 1.4062624 1.7794552 2.4099445 1.5851346 0 0.12617654 1.7407598 2.063227 3.0967157 0.76950157 2.8336654 2.7631142 0.8209441 1.3877704 0.31821474 0.2430591 0 0.46624067 0.5421951 0.52803844 0.23362933 0.5826097 1.3543108 2.6900196 0 0 0 0 0 0 0 0.13167416 0.35598645 1.0135024 4.121269 5.8259835 2.8602345 3.678627 0.9450993 3.1600454 2.2375388 1.6071413 2.93798 2.5511832 1.3632208 6.303386 0.596904 1.3520372 3.0103283 1.7826134 5.960535 3.2680228 0.6551377 1.15906 2.0455625
"PMCM01" 0.30184215 0.7462034 0.06470396 0.5748644 0.854526 0.29007426 0.21862303 0.115940414 0.45150703 0.118668385 0 0.30059218 0.38637888 0.31143326 0.14223653 0.76845956 0.18876678 0.14311641 0.20025657 0 0 0 0.09907713 0.13590494 0.27216804 0 0 0.6042137 0.2386965 0 0 0 0 0 0 0 0 0 0.18136972 0.40928903 0.23251498 0.612887 0.27344903 0.81616557 1.3585231 0.31652892 0.13609475 0.17442122 0.24446076 0.2565786 0.38149533 0.10741135 0.4497801 0.63177335 1.1842228 0.3896299 0.34967646 0.25702107 0.38322172 0.30589408
"PMDS01" 0.059999615 0.40124947 0 1.81233 0.20388171 0 2.0255854 1.7189265 0 0 0 0.124746434 0.7236979 0 0 0.078108944 0 0 0 0 0 0 0.14988263 0 0 0 0 0.26017493 0 0 0 0 0 0 0 0 0.06977005 0 0 0.16500328 1.6528561 0 0.109001294 1.1060874 2.4523191 0.27038923 0 0.3340822 0.8196104 0 0 0.16810209 0.11896565 0 4.1256638 2.5657868 0.6124015 0.39702 0.4246583 0
"20120600_E3D_29" 3.022433 6.715349 1.9807215 2.1377003 4.895204 1.1313938 4.5719266 2.0944295 2.7233803 1.521877 3.1262653 1.5398254 3.2211497 1.6629868 0.3398581 0.6645268 2.2785282 1.0801408 1.2357124 0.8058036 2.9230375 0 1.306432 5.6016107 4.4883075 0.18266287 0.29042888 4.5719967 0.49050546 0.58725196 0 0 2.5927906 2.0730188 1.1872594 4.246044 0.712099 1.3477664 1.5820307 2.5192556 2.2634795 0.93269825 1.4717295 1.1074222 4.8465366 4.541663 1.9136493 1.4336264 4.6214237 1.9350812 1.1984223 0.34476283 4.666935 1.5693959 4.2599387 3.944224 2.0765643 1.4852324 2.6159194 0.59685594
"PMDY01" 1.3485436 1.183368 0.05917415 0.615738 0.18183658 0 2.7255673 0.8100458 0.33461455 0 0 0.10937573 0.30210912 0.32620966 0.16793807 1.0996425 0.29769275 0.07089943 0.067897305 0 0.47067663 0.2761975 0.6290404 0.38990456 0.2926005 0 0.20740473 0.45022044 0.106041245 0.32169002 0.29601416 0.30348408 0 0 0 0 0.09219523 0 0 0.26943636 1.5735883 0.20611162 0.29541853 0.12284446 0.6245159 0.09857824 0.1828328 0.5785869 0.41351676 0.2155293 0.35631493 0.264527 0.42539677 0.25704867 1.044397 0.37682718 0.23612238 0.39283508 0.30392438 0.14989236
"20120800_E3S_15" 2.7786753 14.894585 4.6666336 19.149214 30.783276 14.346364 9.13051 8.377957 11.678269 5.433269 1.1836482 8.688286 10.170793 16.063671 2.0784864 4.727149 12.017462 5.25578 12.320997 5.9866953 7.317059 15.747949 3.3433163 7.7741127 7.3577137 0.7688341 4.2598658 13.2386 6.4012055 7.3184805 10.39977 10.388329 3.655575 4.3356924 7.0677233 1.2737278 5.7914405 11.778416 13.254995 14.046519 11.390382 10.174283 8.955967 1.2123173 15.05982 9.285553 4.41959 5.999241 17.449783 12.895908 17.724762 1.9644781 12.269197 11.12743 7.821584 14.891277 9.088802 3.4384413 8.413091 5.337888
"20120600_E3D_13" 3.3508344 7.0545926 0.080808334 3.1384554 0.8808757 0 4.7255983 0.7290519 0.80805063 0.36656225 0 1.9952397 2.688812 0.10861714 0.7040817 3.0089226 0.09387414 0.64172685 0.20111893 0 0 0 1.5952749 2.5601676 1.4253252 0 0 3.3110366 0.08390968 0 0 0 0.73908854 0 0 0 1.3933119 0 0 0.7070716 3.5507762 0.075731516 0.15729105 1.962354 0.48640892 0 0.16062318 2.4293551 1.442562 0.105437554 0.126928 1.5430292 1.8658752 0.08348241 5.6728897 1.763605 0.7254194 1.5687196 2.2826834 0.18409197
"Fen.Labelled.R2.T3.F3.JGI.BFC.metaspades_bin.38_80.01_9.95" 0 0 0 0 0 0 0.07808222 0 0.098932035 0 0 0.4411293 0.21952522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24494548 0 0 0 0 0 0 0 0 0 0 0.29764417 0 0 0 0 0 0 0 0 0 0 0.060140762 0 0 0 0 0
"20110800_E2S_12" 0.20033027 0 0 0.422658 0 0 0 0 0.06639605 0 0 0.7899859 0.5327532 0 0.32108635 0.6736112 0 0 0 0 0 0 0.10375481 0 0 0 0 0.059770785 0 0 0 0 0 0 0 0 0 0 0 0 0.5918441 0 0 1.0901645 0 0 0 0.8262123 0.42210922 0 0 1.8108935 0 0 0.84631413 0 0 0.530518 0 0
"3300037355_2" 0.43363985 0 0 2.4988644 0 0 0.7519523 0 0 0 0 2.08217 9.205234 0.114918955 0 0.354469 0 2.021709 0.1934132 0.094379015 0 0 0.18051581 0 0 0 0 0 0 0 0 0 0.59668374 0 0 0 6.1016726 0.14468378 0 0 0.10535833 0 0 0.3734336 0.1533784 0 0 1.0923616 0.29242343 0 0 0.6606383 0 0 0.33017322 0 0 0.78958756 0 0
"PMBA01" 0.4306398 0.077836685 0.069282174 3.417765 1.3371738 0 3.6339314 1.991005 0 1.0838015 0 1.2770766 3.177253 0.08051188 0.084129244 1.0521533 0 0.38358065 0.19639932 0 0 0 0.49331775 0 0 0 0 0.09868903 0 0 0 0 2.633824 1.8236741 0.27031487 0 2.2975135 1.203493 0.05691958 0.37843964 2.3576953 0.08090673 0.08167154 0.11184106 2.5591948 0.69755626 0.08016317 0.43377292 0.22983892 0 0 0.1877767 0.1374446 0 1.4864482 1.6995527 0.26452327 0.32618353 0.075279556 0
