"genome" "711_E-1-S" "711_E-1-M" "711_E-1-D" "711_E-2-S" "711_E-2-M" "711_E-2-D" "711_E-3-S" "711_E-3-M" "711_E-3-D" "712_E-1-M" "712_E-1-D" "712_E-2-S" "712_E-2-M" "712_E-2-D" "712_E-3-S" "712_E-3-M" "712_E-3-D" "713_E-1-S" "713_E-1-M" "713_E-1-D" "713_E-1-X0" "713_E-1-X1" "713_E-2-S" "713_E-2-M" "713_E-2-D" "713_E-2-X0" "713_E-2-X1" "713_E-3-S" "713_E-3-M" "713_E-3-D" "713_E-3-X0" "713_E-3-X1" "714_E1_1-5" "714_E1_5-9" "714_E1_20-24" "714_E1_30-34" "714_E2_1-5" "714_E2_5-9" "714_E2_20-24" "715_E1_1-5" "715_E2_1-5" "715_E2_20-24" "715_E2_30-34" "715_E3_1-5" "715_E3_10-14" "715_E3_20-24" "715_E3_30-34" "716_E1_1-5" "716_E1_10-14" "716_E1_20-24" "716_E1_30-34" "716_E3_1-5" "716_E3_10-14" "716_E3_30-34" "717_E2_1-5" "717_E2_10-14" "717_E2_20-24" "717_E3_1-5" "717_E3_10-14" "717_E3_30-34"
"20130700_C2X_3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.0506783 2.094156 0 0 0 0 14.233056 0 0 14.832775 18.38284 1.0650731 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E2D_32" 0.46747744 1.282467 1.6957772 1.2744756 0.9508608 1.6143587 0.7315627 1.019015 1.686098 0.6790564 0.99426734 0.6072838 0.96492416 2.046744 0.14631388 0.09525229 1.6079379 0.69648796 0.78318787 0.41341272 0.25664234 3.7557712 0.0746768 0.46000466 0.2977498 0 4.8761673 0.9598038 0.79313153 1.1413634 2.9904892 2.395986 0 0.2647475 3.077406 1.3934336 0.2542733 0.4555957 2.6859329 1.5949996 1.2874914 2.2424717 1.3318166 0 1.6057796 1.7097889 1.1894215 0.29470918 1.976494 2.1617038 1.1775879 0 1.1498113 1.3528622 0.51618856 1.3199539 1.5328665 0 0.55444723 0.8881563
"3300038461_5" 0 0 0 0 0 0 0 0 0.17331648 0 0 0 0 0.07521591 1.6042169 0.06873905 0.09614187 0 0 0 1.2225481 0.097612046 0 0 0 3.4812083 0.47254568 0 0.28213122 0.20839475 0.43611082 0.0943087 0 0 0 0 0 0 0 0 0 0 0.26557472 0 0 0 2.029307 0 0 0 3.383633 0 0 1.6564885 0 0.2045615 1.5517336 0 0 1.3470787
"3300037089_15" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.826906 2.143336 0 0 0 0.2756308 2.2719767 0 0 2.9097435 0.5695354 1.5425084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3300036884_7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.3562115 15.611419 0 0 0 0 5.680144 0 0 0.37411177 1.0316669 1.9524789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E3D_35" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.2094445 6.1873446 0 0 0 0.43720624 5.7308884 0 0 5.8435097 4.0473156 3.7755418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3300037225_17" 0 0 0.10958309 0 0.06004935 0.080637075 0.059536114 0 0.291919 0 0 0 0 0.29402602 0.21252872 0 0.42378217 0 0 0 3.3466148 17.568325 0 0 0 0.4203789 30.961763 0 0.19531624 2.909189 3.6209023 2.0820637 0 0 0 0.2734453 0 0 0.14560468 0.06701562 0.08137351 0.12070518 0.4683172 0 0.061063863 0.06361232 0.40395153 0 0 0.20231263 0.5676041 0 0.12133353 0.58971965 0.16603646 0.26497024 0.4065763 0 0 0.43819824
"PLLP01" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.819679 2.4753988 0 0 0 1.0667136 6.282776 0 0 3.960487 2.6095622 4.382024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E2X_21" 0 0 0 0 0 0 0.20378047 0.07600639 0 0 0 0 0 0 0.056452624 0 0 0 0 0 4.6845126 21.474655 0 0 0 0.85416055 13.751735 0 0 1.8213445 2.4775522 6.688804 0 0 0 0 0 0 0 0 0.55455184 0 0 0 0 0 0.12036432 0 0 0 0 0 0 0 0.5342236 0.15321356 0.28744662 0 0 0
"20150700_S25_3" 0 0 0 0 0 0 0 0 0 0 0.4162301 0 0 0 0 0 0 0 0 0 0.090491876 0 0 0 0 0 0.41550812 0 0 0.069185816 0 0 0 0 0 0.9684285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120700_P3D_7" 0 0 0 0 0 0 0 0 0 0 0 0 0.058580622 0 0 0 0 0 0 0 4.9897637 9.937002 0 0 0 0.54588693 10.066631 0 0 10.170385 9.542134 7.660234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E1X_7" 0 0 0 0 0 0 0 0 0 0 0.5018152 0 0.10432239 0 0 0.057990655 0 0 0 0 0.16080727 2.0366452 0 0 0 0 0.6998902 0 0 0.33391896 0.38483763 1.4649364 0 0 0.1435628 2.878453 0 0 0 0 0.064828284 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18887629 0 0 0.08213344 0 0
"20120800_E1D_21" 0.10490302 0.18750134 0.35459498 0.12454035 0.50215626 0.23081425 0.1762529 0.29009482 0.17106679 0.33021206 0.6942633 0.1346697 0.22202739 0.26041734 0 0.12024748 0.1795684 0.2840641 0.30114684 0.14630598 0.54970694 0.88901967 0.11685069 0.16748287 0.1384156 0 1.591862 0.15360984 0 0.6663871 1.2777847 0.44104582 0 0.14625692 1.4045038 2.5157468 0.0754755 0.36756703 0.3798713 0.2956925 0.15194865 0.30955863 0.22265404 0 0.39095697 0.31856078 0.18769982 0.07046698 0.22447865 0.17703606 0.116687894 0 0.15867878 0.13797386 0.1801249 0.25956038 0.28792253 0.13215724 0.25509033 0.14601566
"20120800_E1X_6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3437003 0 0 0 0 1.961543 2.706136 0 0 4.162741 1.4197382 0.105832055 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.21197994 0 0 0 0.14674923 0 0 0 0 0.07750598 0.074738085 0 0 0
"20120700_P3D_105" 0 0 0 0 0 0 0 0 0 0 0 0 0.057016596 0 0 0 0 0.08185386 0.13622119 0.11446662 0.098475926 0.4198209 0 0 0 0 0.8201687 0 0 0.23167259 0.25629777 0.41137725 0 0 1.4191574 0.45281053 0 0 0.6471729 0 0 0 0 0 0 0.15701316 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_P1D_29" 0 0 0 0.08161687 0.07433728 0.18019988 0 0 0.11307118 0 0.124190025 0.05586071 0.0716863 0.4830577 0 0.056325436 0.22287284 0 0 0 0.7183627 1.0814762 0 0 0 0.056205623 2.3647208 0 0 0.26617995 0.14642277 0.11661214 0 0 0 0 0 0 0.13060953 0.06638158 0.09318673 0 0 0 0 0 0 0 0 0.06920036 0.07298396 0 0 0.08077543 0.11126492 0 0 0.10183307 0 0.11494461
"PMZK01" 0.06628412 0.17195117 0.41241693 0.3975886 0.7637774 0.43890816 0.15467192 0.20909289 0.42091572 0.14285791 1.801698 0.27951685 0.28137675 0.6629156 0.21064314 0.08554545 0.60345477 0.26273066 0.2989239 0.21542616 4.2126827 4.3294296 0 0.12871146 0.07353186 1.7458637 5.3431935 0.189566 0.30293113 1.6046364 2.8998861 2.8984883 0 0.09898712 0.5242258 2.3329825 0 0.20987172 0.50220793 0.35003874 0.17080684 0.42688382 0.43031752 0 0.17093204 0.3061161 0.6702774 0 0.3661723 0.4009745 0.7780184 0 0.39677477 0.70181113 0.19593361 0.5452578 0.39037585 0.062478837 0.19196643 0.5249248
"20110700_P2D_27" 0.08291723 0.21603175 0.52381706 0.5005121 1.1506039 0.5670939 0.2274695 0.30073228 0.540458 0.18294142 1.7039168 0.3719806 0.34540918 0.7772407 0.25753233 0.14773606 0.745792 0.28196836 0.37298495 0.2697225 1.2438806 1.8447807 0.078032434 0.16919616 0.097747035 0.4564725 1.2527182 0.24343373 0.3740171 0.351248 0.41774082 0.8670106 0 0.15331382 0.7074635 2.1906247 0.073980264 0.3447711 0.6568975 0.48080876 0.25825813 0.569041 0.5695203 0 0.27704656 0.4184213 0.7820881 0.10312359 0.49162963 0.51483357 0.8867593 0 0.5306818 0.84804714 0.28539076 0.9240672 0.5379032 0.110207394 0.26007098 0.6672312
"20130700_E1X_5" 0 0.0909607 0.6534309 0 0.07155788 0.8131826 0.068563625 0.05868305 0.40754727 0.15530552 3.976061 0.09471565 0 0.9117988 0 0 0.7388822 0.071478315 0.10651828 0.19558966 20.550293 0 0 0.10000835 0 0.33002117 0.8965375 0.14736392 0.24305695 2.7808943 2.10985 0.4275759 0 0 0.1835946 12.942863 0 0 0.58597666 0.14739439 0 0.33707568 0.5382075 0 0 0.17987181 0.5246177 0 0.19495425 0.59029484 0.70678055 0 0.23389757 0.7425829 0.068835065 0.13756968 0.27098092 0 0.15705432 0.77064174
"20120700_S1D_85" 0 0 0.22810619 0 0.23742248 0.4104492 0 0 0 0 1.1979345 0.05654004 0 0.49177244 0 0 0.21150196 0 0.07802159 0.2113779 0.56833285 0.059164178 0 0 0 0.06954145 0.514442 0 0 0.25372493 0.2772867 0.08454496 0 0 0.57944727 1.0181084 0 0.13905069 1.4193909 0 0 0.10944684 0.14613944 0 0 0 0.21623495 0 0 0.05795409 0.16910125 0 0 0.07245305 0 0 0 0 0 0.06870292
"20110800_E2D_18" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.09835807 0 0 0 0.08550187 0.0654272 0 0 0 0 2.5651913 0 0 1.3186196 4.348423 1.5791154 0 0 0 0 0 0 0 0 0 0 0.06518642 0 0 0 0 0 0 0 0 0 0 0.06191114 0 0 0 0 0 0
"20120700_P3D_140" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.056850847 0 0 0 0 0 0 0.6519879 0 0 0 0 0 1.3149474 0 0 0.3725765 0.37719187 0.3348225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20110800_E3D_11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.27567276 0 0 0 0 0 1.0895908 0 0 0 0 2.5593588 0.22723904 0 0 2.500619 1.3728346 0.24198511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06567393 0 0 0 0.14751518 0 0 0 0.10351055 0.190689 0.26943997 0 0 0
"3300038461_4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15.724292 2.1997592 0.124796785 0.058911018 0.15011448 0.56271833 0.34130207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E3D_2" 0 0.069997996 0.29112375 0.08149301 0.16585714 0.114132196 0.09497438 0.13482659 0.40310672 0 6.0508986 0.20404676 0.21243243 1.0700552 3.0536046 0 1.0136969 0 0 0 11.867496 1.5368521 0.057252 0 0.064882554 14.07855 3.8867457 0.18018971 1.0199866 10.168956 5.459782 0.42602336 0 0 0.23979725 2.400616 0.06978017 0.16044459 0.15504684 0.33709 0.10173399 0.49405605 2.411779 0.3031972 0.7190723 0.789983 11.420869 0 0.12215232 0.4265406 13.385768 0 0 1.5759972 0.6124768 3.5030286 2.7366602 0 0 0.86977357
"20120800_E2X_14" 0.088114016 0.08415533 0.10085365 0 0 0.060202338 0.06773779 0 0.31165045 0 0.53676564 0 0 0.7498879 0.19563061 0 0.78287965 0 0 0 9.113163 6.5981727 0.05823414 0.22850718 0.17862579 4.0100465 9.912658 0.082418546 0.4686895 3.2717881 3.9592414 8.40729 0 0 0.124425754 0.9667035 0 0 0.06368723 0.13761725 0.083571486 0.26075566 0.71419597 0 0.10846178 0.31966108 4.0728097 0 0.07279148 0.26343697 1.5305761 0 0.34410465 0.78586537 0.23260401 0.3044054 0.608601 0 0.09956563 0.5119573
"20110800_E3D_15" 0 0 0.14878064 0 0 0.45852768 0 0 0.14648122 0 4.0234995 0 0 0.48242804 0 0 0.5446436 0 0 0 2.6313126 1.203895 0 0 0.061884157 0.31481555 1.284438 0 0.083382934 1.5432557 1.3726252 0.9404189 0 0 0 0.18516858 0 0 0.25053525 0 0 0.08751577 0.36988574 0 0 0.30285898 1.2747892 0 0.091921575 1.0980579 2.0374496 0 0 0.40389177 0 0.11447573 0.31712556 0 0 0.2569259
"20130700_E2X_2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3025521 0 0 0 0 0 0.7127095 0 0 0 0 6.642897 0.48365536 0 0 0.22548687 0.15016596 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10269804 0 0 0 0.12961192 0 0 0 0 0 0.08212459 0 0 0
"20130700_E1Y_1" 0.0898775 0.26586065 0 0.410132 0.31459752 0 0.124848306 0.13269368 0.09647017 0.474243 0 0.09287722 0.3134167 0.1416492 0 0.15925777 0.09887624 0.07200038 0.18617563 0 0.6961345 10.4238615 0.063285135 0.107123025 0 0 1.018239 0.17571299 0 0.33499095 1.574777 2.1539195 0.11504553 0.2966069 0.4200111 0.14598642 0 0.2032879 0 0.058445133 0.09213334 0 0.07052919 0.08076731 0.6636146 0.21892613 0 0.09641848 0.18719654 0 0.13660486 0 0.16788498 0.09893722 0.14337036 0.07272325 0.06802943 0.083303414 0.070523135 0
"20130700_E2Y_3" 0 0 0 0.2414879 0.15498216 0.17711632 0.18203263 0.059721403 0.29281032 0.06117719 0 0.06723168 0.25837865 0.57117665 0 0 0.249847 0.1782048 0.35922182 0.14706725 8.563104 3.2125967 0 0 0.08159883 0.38018662 20.92844 0.057573434 0.058264162 11.575407 13.8821535 10.030716 0 0 0.06320587 0 0 0 1.0302253 0 0 0.12022382 0.14465822 0 0 0 0 0 0.11347426 0.274512 0.23379959 0 0 0.22335744 0 0 0 0 0 0
"20150700_S15_12" 0 0 0.25637516 0 0 0.10491763 0 0 0 0 2.6091466 0 0 0.123780176 0 0 0 0 0 0 0.46828672 0.33555427 0 0 0 0 2.022257 0 0 0.45924285 0.9518279 0.19375753 0 0 0 6.5387554 0 0 0.25047222 0 0 0 0 0 0 0 0 0 0 0 0.45008886 0 0 0.2613058 0 0 0 0 0 0
"20130700_E1Z_4" 0 0 0 0.28806597 0 0.14748332 0.115677625 0.06914631 0.3436897 0 0.15308338 0 0.08880389 0.31363112 0 0.057906497 0.34122828 0 0 0.058643397 3.8170207 7.312681 0 0 0.08446837 0.15896404 7.554834 0 0 6.9732604 3.0296168 13.81549 0 0 0 0 0 0 0.35597646 0.07007899 0.07759246 0.1336962 0.16776608 0 0.15500006 0 0 0 0.0963945 0.18301462 0.14450842 0 0.07554006 0.28147063 0 0 0 0.07379479 0 0.14029154
"20120800_E2X_16" 0 0 0 0.07679842 0 0 0 0 0 0 0 0 0.08552944 0 0 0 0 0 0.098257974 0 0.35339934 12.294554 0 0 0 0 9.057873 0 0 2.593053 8.499762 4.731244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120800_E2D_10" 0 0 0 0 0 0 0 0 0.07125532 0 1.4404048 0 0 0.122189105 0 0 0.056171305 0 0 0 24.513718 2.8571465 0 0 0 4.507172 0.746629 0.07835041 0.06397256 16.374313 4.748835 0.37400562 0 0 0 1.2929065 0 0 0 0 0 0 0 0 0 0 1.4556566 0 0 0 0.09267272 0 0 0 0 0 0 0 0 0
"20120800_E3D_4" 0 0.28365684 0 0.22276217 0.74020207 0.71614325 0 0 2.4033601 0 0 0.2044709 0.087826066 2.2007847 0.9110876 0 1.7248269 0.3327119 0.48712206 0.48676696 12.091561 0.95825326 0 0 0.6207393 4.362345 7.767596 0.43674588 2.1597204 2.6718118 3.0359507 2.3179462 0 0 0 0 0 0 0.98043454 0.8589485 0 2.2493842 2.4717045 0 0 0 0.15269148 0 1.2633123 2.7781892 5.731178 0 0.1827147 3.108103 0 0 0 0 0 2.3691525
"20111000_P2D_4" 0.073617525 0 0 0.5674705 0 0 0.1279245 0.19953285 0 0 0 0.19211924 0.32590273 0 0 0 0 0.07760453 0 0 3.974681 2.698993 0 0 0 0.6137348 13.385704 0 0 3.4487567 5.9731474 3.8531148 0.54305565 0.05932063 0 0 0.21962768 0 0 0 0.17566794 0 0 0 0.13691361 0 0 0.31214124 0.098879956 0 0 0 0 0 0.19327183 0 0 0 0 0
"20110700_P2D_21" 0.3719642 0.34522775 0.3920283 0.33458424 0.40996554 0.3233991 0.34790915 0.47880664 0.16870706 0.33754426 0.14875823 0.48024088 0.659373 0.46689078 0.15407336 0.20482297 0.27027696 0.35461283 0.2461255 0.24463452 0.75567764 3.5408897 0.26051953 0.13304323 0.12074888 0.0678586 5.3386254 0.2015867 0.058937754 0.977997 1.7036935 0.3069097 0.46377704 0.43575355 2.2293532 2.2168643 0.41224015 0.8055004 0.42193848 0.29253903 0.21157524 0.21738924 0.16279788 0.13856664 0.2845949 0.5623496 0.25559652 0.16458254 0.5271013 0.18196034 0.13206509 0.49011993 0.20039554 0.14037068 0.39986223 0.73592585 0.2473424 0.55260646 0.40494534 0.13130772
"20120700_S1X_15" 0.5873018 0.9945325 2.296907 0.8142661 2.6986613 2.5070193 0.9404796 0.8573119 1.3086342 1.1623269 7.5034037 0.6762891 0.7049558 2.5986872 0.2999222 0.30644432 2.06717 1.9586219 1.9413968 1.8185184 2.9164877 6.4054914 0.26965734 0.64602107 0.7447369 0.3533262 9.971981 0.9100521 0.6460371 5.2149506 8.278114 3.5154753 0.39313665 1.3893064 7.3532333 9.070639 0.45668942 2.0417726 3.3784554 2.180208 0.64819074 2.7566946 1.6513416 0 1.5867342 2.3977559 1.50296 0.17014013 1.8733542 2.345609 1.5248761 0 1.6330595 1.8664895 1.0856087 1.2450985 1.1489273 0.28685546 1.5442381 1.4593021
"20120800_E3S_6" 0.58048093 1.1523267 1.9770291 1.0286946 2.8540072 2.4363248 1.0339254 0.9294288 1.4502977 1.1787146 3.5445552 0.70699173 0.83508044 3.0145717 0.33097112 0.3307407 2.238728 2.018867 1.9653379 1.7334126 8.214367 13.640433 0.27588734 0.6598597 0.93157 0.56278884 17.105423 0.9648385 0.83369285 16.058882 16.036749 12.849472 0.37358704 1.3096575 4.6771073 4.0792527 0.45102203 1.431726 3.7026482 2.415294 0.6736112 2.596126 1.7098017 0 1.6944155 2.3237305 1.2489014 0.20165348 1.9436522 2.1586382 1.7643635 0 1.785919 2.0836427 1.2047844 1.4719319 1.294133 0.31136808 2.2069657 1.3717351
"20120700_P3D_102" 0.5969985 0.79483604 2.3053536 0.37280467 0.8244927 2.737266 0.69090855 0.5880132 1.3270333 0.8068867 4.2714715 0.5060842 0.41804588 2.5411522 0.33146772 0.29041788 2.1953254 1.2733397 1.207091 1.5432549 14.182446 6.1587124 0.2891118 0.73167056 0.6057626 0.17205615 9.147521 0.93489385 0.7018162 22.042818 30.536625 10.192468 0.2964445 0.9506463 3.2737846 1.2933347 0.28646418 0.8040517 3.049612 1.4963433 0.47512078 2.4637716 1.6043382 0 0.82185847 1.1998549 1.062443 0.07765135 1.4595386 2.2430148 1.4834988 0 1.535272 2.0583568 0.9587555 0.8712027 1.0841012 0.25966343 1.0091546 1.8507847
"20110800_E3D_18" 0 0 0 0 0.07398215 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.0383632 6.63735 0 0 0 0.26503536 23.810656 0 0 2.3448117 4.458158 2.4708023 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20120700_P3D_73" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.43465954 0.97140247 0 0 0 0 3.8720016 0 0 0.085847534 0.0781402 0.43148285 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"20130700_C1X_6" 0 0 0.06369091 0 0 0.22773166 0 0 0.07113445 0 3.3928854 0 0 0.104858235 0 0 0.080624 0 0 0 1.7780325 3.3920906 0 0 0 0 0.5040986 0 0 1.7682571 1.4200941 0.2167821 0 0 0.19420579 6.050648 0 0 0.12930703 0 0 0 0 0 0 0.06693548 0.12914369 0 0 0.061559767 0.13401163 0 0 0 0 0 0 0 0 0
"20110800_E2D_5" 0.084390044 0 0 0 0 0.10356309 0.13880749 0 0.178471 0 0 0 0 0.58398044 0.9636352 0.16922267 0.8633099 0 0 0 19.316223 26.93169 0.0745702 0 0 0.73506147 1.160918 0 0.12543567 1.3229792 1.1457272 1.217983 0 0 0 0 0 0 0 0 0.10597326 0.10032573 0.40171447 0 0 0 1.2910903 0 0 0 2.0542908 0 0.11071155 0.5392991 0.21033756 0.08043132 0.36760372 0.070545085 0 2.8545296
