WP_016921576.1_pmoA_Methylocystis_parvus	pmoA; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Hyphomicrobiales; f__Methylocystaceae; g__Methylocystis; s__Methylocystis_parvus
AFM20519.1_amoA_Mycolicibacterium_chubuense_NBB4	amoA; d__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycolicibacterium; s__Mycolicibacterium_chubuense
EON22010.1_particulate_butane_monooxygenase_Nocardioides_sp._CF8	butane; d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides; s__
Nitrosococcus_watsonii_0632	amoA; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__Nitrosococcus; s__Nitrosococcus_watsonii
Nitrospira_multiformis_A0799	amoA; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrospira_multiformis
Nitrospira_lacus_15005	amoA; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrospira_lacus
Hydrogenophaga_pseudoflava_13160	pmoA; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__Hydrogenophaga_pseudoflava
Nitrosopumilus_piranensis_2147	amoA; d__Archaea; p__Nitrososphaerota; c__Nitrososphaeria; o__Nitrosopumilales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus_piranensis
Nitrososphaera_viennensis_027270	amoA; d__Archaea; p__Nitrososphaerota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrososphaera; s__Nitrososphaera_viennensis
Candidatus_Nitrosopelagicus_brevis_0302	amoA; d__Archaea; p__Thaumarchaeota; c__Thaumarchaeota_incertae_sedis; g__Candidatus_Nitrosopelagicus; s__Candidatus_Nitrosopelagicus_brevis
UniRef90_A0A023UGQ6	amoA_pmoA
UniRef90_A0A023VRM7	amoA_pmoA
UniRef90_A0A024BM60	amoA_pmoA
UniRef90_A0A024BM93	amoA_pmoA
UniRef90_A0A024BMX4	amoA_pmoA
UniRef90_A0A024BN42	amoA_pmoA
UniRef90_A0A024BPH1	amoA_pmoA
UniRef90_A0A059TY23	amoA_pmoA
UniRef90_A0A059U2A0	amoA_pmoA
UniRef90_A0A060D913	amoA_pmoA
UniRef90_A0A060HNG6	amoA_pmoA
UniRef90_A0A060KZ09	amoA_pmoA
UniRef90_A0A060VH95	amoA_pmoA
UniRef90_A0A067Z8T2	amoA_pmoA
UniRef90_A0A068AZX0	amoA_pmoA
UniRef90_A0A068B143	amoA_pmoA
UniRef90_A0A068B163	amoA_pmoA
UniRef90_A0A068B167	amoA_pmoA
UniRef90_A0A068B1G8	amoA_pmoA
UniRef90_A0A068B1H2	amoA_pmoA
UniRef90_A0A068B1H4	amoA_pmoA
UniRef90_A0A068B1I1	amoA_pmoA
UniRef90_A0A068B1I9	amoA_pmoA
UniRef90_A0A068B2J3	amoA_pmoA
UniRef90_A0A068B524	amoA_pmoA
UniRef90_A0A068B777	amoA_pmoA
UniRef90_A0A068B7Z8	amoA_pmoA
UniRef90_A0A068B9N7	amoA_pmoA
UniRef90_A0A068EZ51	amoA_pmoA
UniRef90_A0A068FLB8	amoA_pmoA
UniRef90_A0A068FN58	amoA_pmoA
UniRef90_A0A068FNA2	amoA_pmoA
UniRef90_A0A068FPH8	amoA_pmoA
UniRef90_A0A068FPL1	amoA_pmoA
UniRef90_A0A068FTF8	amoA_pmoA
UniRef90_A0A068FTH4	amoA_pmoA
UniRef90_A0A068J2D2	amoA_pmoA
UniRef90_A0A068J4N6	amoA_pmoA
UniRef90_A0A068J577	amoA_pmoA
UniRef90_A0A068J580	amoA_pmoA
UniRef90_A0A068J5E0	amoA_pmoA
UniRef90_A0A068J5E3	amoA_pmoA
UniRef90_A0A068J7K9	amoA_pmoA
UniRef90_A0A068J800	amoA_pmoA
UniRef90_A0A068JAG0	amoA_pmoA
UniRef90_A0A068JAM4	amoA_pmoA
UniRef90_A0A068W626	amoA_pmoA
UniRef90_A0A068W6J4	amoA_pmoA
UniRef90_A0A068W840	amoA_pmoA
UniRef90_A0A068WA15	amoA_pmoA
UniRef90_A0A075EXM5	amoA_pmoA
UniRef90_A0A075EXQ8	amoA_pmoA
UniRef90_A0A075EXS7	amoA_pmoA
UniRef90_A0A075EXW3	amoA_pmoA
UniRef90_A0A075EY39	amoA_pmoA
UniRef90_A0A075EY59	amoA_pmoA
UniRef90_A0A075EY72	amoA_pmoA
UniRef90_A0A075EYB9	amoA_pmoA
UniRef90_A0A075EYM9	amoA_pmoA
UniRef90_A0A075EYV2	amoA_pmoA
UniRef90_A0A075EZ36	amoA_pmoA
UniRef90_A0A075GVL6	amoA_pmoA
UniRef90_A0A075WVN7	amoA_pmoA
UniRef90_A0A076KQR8	amoA_pmoA
UniRef90_A0A076KQX1	amoA_pmoA
UniRef90_A0A076L863	amoA_pmoA
UniRef90_A0A077B6Z6	amoA_pmoA
UniRef90_A0A077B8W5	amoA_pmoA
UniRef90_A0A077BC02	amoA_pmoA
UniRef90_A0A077JCN9	amoA_pmoA
UniRef90_A0A077JCQ5	amoA_pmoA
UniRef90_A0A088MAA8	amoA_pmoA
UniRef90_A0A088MAK3	amoA_pmoA
UniRef90_A0A088MGP2	amoA_pmoA
UniRef90_A0A088MHE2	amoA_pmoA
UniRef90_A0A088MKB6	amoA_pmoA
UniRef90_A0A088MSS8	amoA_pmoA
UniRef90_A0A088MSU6	amoA_pmoA
UniRef90_A0A088MSX1	amoA_pmoA
UniRef90_A0A088MUJ2	amoA_pmoA
UniRef90_A0A088MUP1	amoA_pmoA
UniRef90_A0A088MUS3	amoA_pmoA
UniRef90_A0A088MUS6	amoA_pmoA
UniRef90_A0A088MV82	amoA_pmoA
UniRef90_A0A088MXX2	amoA_pmoA
UniRef90_A0A088N7T1	amoA_pmoA
UniRef90_A0A088N7Y1	amoA_pmoA
UniRef90_A0A088N853	amoA_pmoA
UniRef90_A0A088N856	amoA_pmoA
UniRef90_A0A088N8E6	amoA_pmoA
UniRef90_A0A088N8G3	amoA_pmoA
UniRef90_A0A088N8H3	amoA_pmoA
UniRef90_A0A088N8N6	amoA_pmoA
UniRef90_A0A088N8N9	amoA_pmoA
UniRef90_A0A088N8S5	amoA_pmoA
UniRef90_A0A088N8X2	amoA_pmoA
UniRef90_A0A088N931	amoA_pmoA
UniRef90_A0A088N972	amoA_pmoA
UniRef90_A0A088N9E6	amoA_pmoA
UniRef90_A0A088N9H4	amoA_pmoA
UniRef90_A0A088N9L2	amoA_pmoA
UniRef90_A0A088N9W8	amoA_pmoA
UniRef90_A0A088NBE6	amoA_pmoA
UniRef90_A0A088NBL7	amoA_pmoA
UniRef90_A0A088NBU3	amoA_pmoA
UniRef90_A0A088NC14	amoA_pmoA
UniRef90_A0A088NC98	amoA_pmoA
UniRef90_A0A088NCX0	amoA_pmoA
UniRef90_A0A088NLP5	amoA_pmoA
UniRef90_A0A088NLY2	amoA_pmoA
UniRef90_A0A088NM11	amoA_pmoA
UniRef90_A0A088NMI1	amoA_pmoA
UniRef90_A0A088NMJ0	amoA_pmoA
UniRef90_A0A088NMP2	amoA_pmoA
UniRef90_A0A088NMS8	amoA_pmoA
UniRef90_A0A088NMV8	amoA_pmoA
UniRef90_A0A088NN27	amoA_pmoA
UniRef90_A0A088NN60	amoA_pmoA
UniRef90_A0A088S6E1	amoA_pmoA
UniRef90_A0A089Q8B6	amoA_pmoA
UniRef90_A0A089Q962	amoA_pmoA
UniRef90_A0A089Q9L0	amoA_pmoA
UniRef90_A0A089QBF6	amoA_pmoA
UniRef90_A0A089QCA2	amoA_pmoA
UniRef90_A0A089RRG8	amoA_pmoA
UniRef90_A0A089WSK2	amoA_pmoA
UniRef90_A0A089WUI2	amoA_pmoA
UniRef90_A0A096ZED3	amoA_pmoA
UniRef90_A0A096ZEG9	amoA_pmoA
UniRef90_A0A096ZEH4	amoA_pmoA
UniRef90_A0A096ZEH7	amoA_pmoA
UniRef90_A0A096ZLH7	amoA_pmoA
UniRef90_A0A096ZLJ0	amoA_pmoA
UniRef90_A0A096ZLK4	amoA_pmoA
UniRef90_A0A096ZLK5	amoA_pmoA
UniRef90_A0A096ZLL8	amoA_pmoA
UniRef90_A0A096ZLP7	amoA_pmoA
UniRef90_A0A096ZLR7	amoA_pmoA
UniRef90_A0A096ZLS5	amoA_pmoA
UniRef90_A0A096ZLT2	amoA_pmoA
UniRef90_A0A096ZLV3	amoA_pmoA
UniRef90_A0A096ZLV7	amoA_pmoA
UniRef90_A0A096ZLZ1	amoA_pmoA
UniRef90_A0A096ZLZ3	amoA_pmoA
UniRef90_A0A096ZM10	amoA_pmoA
UniRef90_A0A097BUL8	amoA_pmoA
UniRef90_A0A097BUN5	amoA_pmoA
UniRef90_A0A097BUS2	amoA_pmoA
UniRef90_A0A097BUT6	amoA_pmoA
UniRef90_A0A097BUW7	amoA_pmoA
UniRef90_A0A097C122	amoA_pmoA
UniRef90_A0A097C1C5	amoA_pmoA
UniRef90_A0A097C1D0	amoA_pmoA
UniRef90_A0A097C1F6	amoA_pmoA
UniRef90_A0A097C1G4	amoA_pmoA
UniRef90_A0A097C1I5	amoA_pmoA
UniRef90_A0A097C1J5	amoA_pmoA
UniRef90_A0A097C1L7	amoA_pmoA
UniRef90_A0A097C1N0	amoA_pmoA
UniRef90_A0A097C1R3	amoA_pmoA
UniRef90_A0A097C1V7	amoA_pmoA
UniRef90_A0A097C1W5	amoA_pmoA
UniRef90_A0A097C1X1	amoA_pmoA
UniRef90_A0A097C1X3	amoA_pmoA
UniRef90_A0A097C242	amoA_pmoA
UniRef90_A0A097HUG4	amoA_pmoA
UniRef90_A0A097HUH8	amoA_pmoA
UniRef90_A0A0A0UZK9	amoA_pmoA
UniRef90_A0A0A0UZL7	amoA_pmoA
UniRef90_A0A0A0UZT0	amoA_pmoA
UniRef90_A0A0A0V1J0	amoA_pmoA
UniRef90_A0A0A0V3T9	amoA_pmoA
UniRef90_A0A0A0V3U9	amoA_pmoA
UniRef90_A0A0A0V405	amoA_pmoA
UniRef90_A0A0A0V670	amoA_pmoA
UniRef90_A0A0A1E1E5	amoA_pmoA
UniRef90_A0A0A1E6T3	amoA_pmoA
UniRef90_A0A0A1EE82	amoA_pmoA
UniRef90_A0A0A1EEE8	amoA_pmoA
UniRef90_A0A0A1EEJ9	amoA_pmoA
UniRef90_A0A0A1EES7	amoA_pmoA
UniRef90_A0A0A1EFI6	amoA_pmoA
UniRef90_A0A0A1EHD0	amoA_pmoA
UniRef90_A0A0A1EHI3	amoA_pmoA
UniRef90_A0A0A1EHI8	amoA_pmoA
UniRef90_A0A0A1EK09	amoA_pmoA
UniRef90_A0A0A1I6F4	amoA_pmoA
UniRef90_A0A0A1I6L1	amoA_pmoA
UniRef90_A0A0A1I6L4	amoA_pmoA
UniRef90_A0A0A1I6L5	amoA_pmoA
UniRef90_A0A0A1I6M3	amoA_pmoA
UniRef90_A0A0A1I6M7	amoA_pmoA
UniRef90_A0A0A1I6U8	amoA_pmoA
UniRef90_A0A0A1I6V6	amoA_pmoA
UniRef90_A0A0A1I707	amoA_pmoA
UniRef90_A0A0A1I714	amoA_pmoA
UniRef90_A0A0A1I773	amoA_pmoA
UniRef90_A0A0A1TSU1	amoA_pmoA
UniRef90_A0A0A1TTQ9	amoA_pmoA
UniRef90_A0A0A7DMD3	amoA_pmoA
UniRef90_A0A0A7E2E5	amoA_pmoA
UniRef90_A0A0A7E2T0	amoA_pmoA
UniRef90_A0A0A7E3X0	amoA_pmoA
UniRef90_A0A0A7E4A3	amoA_pmoA
UniRef90_A0A0A7E4A5	amoA_pmoA
UniRef90_A0A0A7E4B1	amoA_pmoA
UniRef90_A0A0A7HGS9	amoA_pmoA
UniRef90_A0A0A7HKB4	amoA_pmoA
UniRef90_A0A0A7HKH1	amoA_pmoA
UniRef90_A0A0A7MCD7	amoA_pmoA
UniRef90_A0A0A7MHD2	amoA_pmoA
UniRef90_A0A0A7RJF7	amoA_pmoA
UniRef90_A0A0A7RK04	amoA_pmoA
UniRef90_A0A0A7RK25	amoA_pmoA
UniRef90_A0A0A7RQ27	amoA_pmoA
UniRef90_A0A0B4U803	amoA_pmoA
UniRef90_A0A0B4UEP0	amoA_pmoA
UniRef90_A0A0B4UFD0	amoA_pmoA
UniRef90_A0A0B4UFF0	amoA_pmoA
UniRef90_A0A0B4UI53	amoA_pmoA
UniRef90_A0A0B5A2G0	amoA_pmoA
UniRef90_A0A0B5A2G6	amoA_pmoA
UniRef90_A0A0B5CYU6	amoA_pmoA
UniRef90_A0A0B5CYV1	amoA_pmoA
UniRef90_A0A0B5D5S6	amoA_pmoA
UniRef90_A0A0B5G347	amoA_pmoA
UniRef90_A0A0B5GGJ1	amoA_pmoA
UniRef90_A0A0B5JEL9	amoA_pmoA
UniRef90_A0A0B5JEY1	amoA_pmoA
UniRef90_A0A0B5JJ48	amoA_pmoA
UniRef90_A0A0B5JJV2	amoA_pmoA
UniRef90_A0A0B5JKH9	amoA_pmoA
UniRef90_A0A0B5JLN5	amoA_pmoA
UniRef90_A0A0B5JMS4	amoA_pmoA
UniRef90_A0A0B5JQP9	amoA_pmoA
UniRef90_A0A0B5JQZ8	amoA_pmoA
UniRef90_A0A0B5JRC4	amoA_pmoA
UniRef90_A0A0C1URN1	amoA_pmoA
UniRef90_A0A0C1UUH7	amoA_pmoA
UniRef90_A0A0C1V6H4	amoA_pmoA
UniRef90_A0A0C5BI09	amoA_pmoA
UniRef90_A0A0C5BI59	amoA_pmoA
UniRef90_A0A0D3S0E2	amoA_pmoA
UniRef90_A0A0D5C5L3	amoA_pmoA
UniRef90_A0A0D5C6H5	amoA_pmoA
UniRef90_A0A0D5C6N9	amoA_pmoA
UniRef90_A0A0D5CSX4	amoA_pmoA
UniRef90_A0A0E3H1I9	amoA_pmoA
UniRef90_A0A0E3H1J5	amoA_pmoA
UniRef90_A0A0E3H1L5	amoA_pmoA
UniRef90_A0A0E3KCP6	amoA_pmoA
UniRef90_A0A0E3MSV1	amoA_pmoA
UniRef90_A0A0E3MSX6	amoA_pmoA
UniRef90_A0A0E3MT30	amoA_pmoA
UniRef90_A0A0E3MT94	amoA_pmoA
UniRef90_A0A0E3MVF4	amoA_pmoA
UniRef90_A0A0F3IF62	amoA_pmoA
UniRef90_A0A0F6QDG3	amoA_pmoA
UniRef90_A0A0F6QDI1	amoA_pmoA
UniRef90_A0A0F6QEJ9	amoA_pmoA
UniRef90_A0A0F6QG88	amoA_pmoA
UniRef90_A0A0F6X2J4	amoA_pmoA
UniRef90_A0A0F6ZQD4	amoA_pmoA
UniRef90_A0A0F7NQ80	amoA_pmoA
UniRef90_A0A0F7NQ84	amoA_pmoA
UniRef90_A0A0F7NQS5	amoA_pmoA
UniRef90_A0A0G2YNZ5	amoA_pmoA
UniRef90_A0A0G3U8L7	amoA_pmoA
UniRef90_A0A0H4U5F4	amoA_pmoA
UniRef90_A0A0H5AT42	amoA_pmoA
UniRef90_A0A0K0MT30	amoA_pmoA
UniRef90_A0A0K0MT45	amoA_pmoA
UniRef90_A0A0K0MT85	amoA_pmoA
UniRef90_A0A0K0MTB6	amoA_pmoA
UniRef90_A0A0K0MTK1	amoA_pmoA
UniRef90_A0A0K0NU65	amoA_pmoA
UniRef90_A0A0K0YDD2	amoA_pmoA
UniRef90_A0A0K0YDJ1	amoA_pmoA
UniRef90_A0A0K0YDK7	amoA_pmoA
UniRef90_A0A0K0YDM0	amoA_pmoA
UniRef90_A0A0K0YDM2	amoA_pmoA
UniRef90_A0A0K0YDM6	amoA_pmoA
UniRef90_A0A0K0YDN4	amoA_pmoA
UniRef90_A0A0K0YDN6	amoA_pmoA
UniRef90_A0A0K0YDP4	amoA_pmoA
UniRef90_A0A0K0YDS6	amoA_pmoA
UniRef90_A0A0K0YE31	amoA_pmoA
UniRef90_A0A0K0YE64	amoA_pmoA
UniRef90_A0A0K0YEB4	amoA_pmoA
UniRef90_A0A0K0YEJ2	amoA_pmoA
UniRef90_A0A0K0YEK2	amoA_pmoA
UniRef90_A0A0K0YEK7	amoA_pmoA
UniRef90_A0A0K1H3F0	amoA_pmoA
UniRef90_A0A0K1H3F5	amoA_pmoA
UniRef90_A0A0K1H3T7	amoA_pmoA
UniRef90_A0A0K1L8A1	amoA_pmoA
UniRef90_A0A0K1L8X3	amoA_pmoA
UniRef90_A0A0K1P3W5	amoA_pmoA
UniRef90_A0A0K1P419	amoA_pmoA
UniRef90_A0A0K2B6X7	amoA_pmoA
UniRef90_A0A0K2B761	amoA_pmoA
UniRef90_A0A0K2D2Y4	amoA_pmoA
UniRef90_A0A0K2D3C1	amoA_pmoA
UniRef90_A0A0K2D3D2	amoA_pmoA
UniRef90_A0A0K2D3E9	amoA_pmoA
UniRef90_A0A0K2D3H4	amoA_pmoA
UniRef90_A0A0K2D3N3	amoA_pmoA
UniRef90_A0A0K2D441	amoA_pmoA
UniRef90_A0A0K2D4E4	amoA_pmoA
UniRef90_A0A0K2G5T2	amoA_pmoA
UniRef90_A0A0M3M6I9	amoA_pmoA
UniRef90_A0A0M3M6J5	amoA_pmoA
UniRef90_A0A0M3M6P2	amoA_pmoA
UniRef90_A0A0M3M7Z5	amoA_pmoA
UniRef90_A0A0M3ULQ8	amoA_pmoA
UniRef90_A0A0M4RV46	amoA_pmoA
UniRef90_A0A0M4V8Z8	amoA_pmoA
UniRef90_A0A0M4VDJ3	amoA_pmoA
UniRef90_A0A0M5N6S7	amoA_pmoA
UniRef90_A0A0N7KBQ8	amoA_pmoA
UniRef90_A0A0N9E5I8	amoA_pmoA
UniRef90_A0A0N9E6J1	amoA_pmoA
UniRef90_A0A0N9E916	amoA_pmoA
UniRef90_A0A0P0UUH1	amoA_pmoA
UniRef90_A0A0S1TJV8	amoA_pmoA
UniRef90_A0A0S1TJZ7	amoA_pmoA
UniRef90_A0A0S1TKJ8	amoA_pmoA
UniRef90_A0A0S1TLF8	amoA_pmoA
UniRef90_A0A0S1TLX3	amoA_pmoA
UniRef90_A0A0S1U0X0	amoA_pmoA
UniRef90_A0A0S1U0X2	amoA_pmoA
UniRef90_A0A0S1U142	amoA_pmoA
UniRef90_A0A0S1U1C1	amoA_pmoA
UniRef90_A0A0S1U1C3	amoA_pmoA
UniRef90_A0A0S1U1S7	amoA_pmoA
UniRef90_A0A0S1U1W3	amoA_pmoA
UniRef90_A0A0S1U2D4	amoA_pmoA
UniRef90_A0A0S1U2F7	amoA_pmoA
UniRef90_A0A0S1U2L3	amoA_pmoA
UniRef90_A0A0S1U2M3	amoA_pmoA
UniRef90_A0A0S2A6W3	amoA_pmoA
UniRef90_A0A0S2A714	amoA_pmoA
UniRef90_A0A0S2EH73	amoA_pmoA
UniRef90_A0A0S2EH96	amoA_pmoA
UniRef90_A0A0S2EHH0	amoA_pmoA
UniRef90_A0A0S2EHM0	amoA_pmoA
UniRef90_A0A0S2EHM3	amoA_pmoA
UniRef90_A0A0S2EHM9	amoA_pmoA
UniRef90_A0A0S2EI80	amoA_pmoA
UniRef90_A0A0S2EIH9	amoA_pmoA
UniRef90_A0A0S4LM25	amoA_pmoA
UniRef90_A0A0U1XT93	amoA_pmoA
UniRef90_A0A0U1XYW0	amoA_pmoA
UniRef90_A0A0U3BJ12	amoA_pmoA
UniRef90_A0A0U4VH46	amoA_pmoA
UniRef90_A0A0U4VH78	amoA_pmoA
UniRef90_A0A0U4VH94	amoA_pmoA
UniRef90_A0A0U4ZV21	amoA_pmoA
UniRef90_A0A0U4ZV78	amoA_pmoA
UniRef90_A0A0U5A4C0	amoA_pmoA
UniRef90_A0A0U5A4D3	amoA_pmoA
UniRef90_A0A0X8HHT9	amoA_pmoA
UniRef90_A0A0X8HHV7	amoA_pmoA
UniRef90_A0A0X8HHW5	amoA_pmoA
UniRef90_A0A0X9ITP9	amoA_pmoA
UniRef90_A0A0X9JIL4	amoA_pmoA
UniRef90_A0A0X9KBM4	amoA_pmoA
UniRef90_A0A109PMJ7	amoA_pmoA
UniRef90_A0A120HBC2	amoA_pmoA
UniRef90_A0A120JX14	amoA_pmoA
UniRef90_A0A120JX17	amoA_pmoA
UniRef90_A0A120JX20	amoA_pmoA
UniRef90_A0A128A5A7	amoA_pmoA
UniRef90_A0A132MT27	amoA_pmoA
UniRef90_A0A140CST4	amoA_pmoA
UniRef90_A0A140CST6	amoA_pmoA
UniRef90_A0A140CSU8	amoA_pmoA
UniRef90_A0A140CSV7	amoA_pmoA
UniRef90_A0A140CSW1	amoA_pmoA
UniRef90_A0A140CSW2	amoA_pmoA
UniRef90_A0A140DCU5	amoA_pmoA
UniRef90_A0A140G3U1	amoA_pmoA
UniRef90_A0A140GUH1	amoA_pmoA
UniRef90_A0A140H633	amoA_pmoA
UniRef90_A0A141AWX0	amoA_pmoA
UniRef90_A0A141AWX2	amoA_pmoA
UniRef90_A0A141AX36	amoA_pmoA
UniRef90_A0A141BS84	amoA_pmoA
UniRef90_A0A141BS87	amoA_pmoA
UniRef90_A0A142CF00	amoA_pmoA
UniRef90_A0A142CKU0	amoA_pmoA
UniRef90_A0A142G4W7	amoA_pmoA
UniRef90_A0A142G4Y9	amoA_pmoA
UniRef90_A0A142G4Z2	amoA_pmoA
UniRef90_A0A142G4Z9	amoA_pmoA
UniRef90_A0A142G526	amoA_pmoA
UniRef90_A0A142JYR9	amoA_pmoA
UniRef90_A0A142JYS3	amoA_pmoA
UniRef90_A0A142JYS7	amoA_pmoA
UniRef90_A0A142JYT1	amoA_pmoA
UniRef90_A0A142JYT7	amoA_pmoA
UniRef90_A0A142JYT9	amoA_pmoA
UniRef90_A0A142JYU1	amoA_pmoA
UniRef90_A0A142LV12	amoA_pmoA
UniRef90_A0A146FQ97	amoA_pmoA
