hash,SampleID__,Month__,Year__,Date__,FieldSampling__,Habitat__,Site__,Core__,GPS__,image_url__,DepthCode__,DepthMin__,DepthMax__,DepthAvg__,metaG_ACE__,metaG_JGI_HiSeq__,metaG_JGI_NovaSeq__,FTIR__,EEMS__,ALD.cm__,WTD.cm_neg.is.below.sfc__,"T, air (C)","T, soil (C)",Weather Conditions on Day of Coring,O2 (%),pH (porewater),pH (peat),BulkDensity,percentWater_wt,CH4.mM__,CO2.mM__,CH4.percent,CO2.percent,d13C_CH4__,d13C_CO2__,dD_CH4__,dD_H2O,d18O_H2O,DOC.mM__,TN.mM__,Acetate.uM__,Propionate.uM__,Formate.uM__,Sulfate.uM__,Phosphate.uM__,Nitrate.uM__,Ammonia.uM__,C.percent__,N.percent__,d13C_peat__,d15N_peat__,pool.DOM,pool.dD_CH4,UpdateDate__.DepthInfo,UpdateDate__.Biogeochemistry,Notes__.DepthInfo,Notes__.Biogeochemistry,sample,temporal_sample_id,DepthCodeMod,WTD,ALD
56003e89-b8f4-4bbf-a5ab-5bb4015f3f07,201107_P1_16-19,7,2011,2011-07-12,2011-07,Palsa,Palsa Autochamber Site,1,"N 68 21.2071, E 19 02.8278",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/P-1-jul11.JPG'],M,16,19,17.5,20110700_P1M,NA,711 P-1-M,NA,NA,36.5,NA,11.6,NA,"Overcast, drizzle, light breeze",NA,NA,4.5,NA,67.97940626,NA,NA,0,0.136261681,NA,-18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.41747735,1.1411624,-26.333573,2.4330916,NA,NA,20200924,20200924,"Notes: pore gas sample taken | Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.",NA,201107_P1_16-19,711_P-1-M,X0,NA,36.5
8e4de9b9-7e16-46b5-a150-a3f115b6840e,201107_P1_30-33,7,2011,2011-07-12,2011-07,Palsa,Palsa Autochamber Site,1,"N 68 21.2071, E 19 02.8278",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/P-1-jul11.JPG'],D,30,33,31.5,20110700_P1D,NA,711 P-1-D,NA,NA,36.5,NA,11.6,NA,"Overcast, drizzle, light breeze",NA,NA,5.3,NA,67.27928631,NA,NA,0,0.422010006,NA,-21.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.0583663,1.644309825,-27.9102764,0.9349228,NA,NA,20200924,20200924,"Notes: unable to pull pore gas | Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.",NA,201107_P1_30-33,711_P-1-D,X2,NA,36.5
1fce3d08-7409-4b21-95ed-dece5cbb1792,201107_P2_01-04,7,2011,2011-07-12,2011-07,Palsa,Palsa Autochamber Site,2,"N 68 21.2090, E 19 02.8370",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/P-2-jul11.JPG'],S,1,4,2.5,20110700_P2S,NA,711 P-2-S,NA,NA,36,NA,11.6,NA,"Overcast, drizzle, light breeze",NA,NA,3.8,NA,69.94313566,NA,NA,0,0.083807621,NA,-16.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.75985288,1.301783912,-26.8019861,0.1908124,NA,NA,20200924,20200924,"Notes: pore gas sample taken | Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.",NA,201107_P2_01-04,711_P-2-S,S,NA,36
1df291ec-7547-409b-90a4-31b8de09e1b2,201107_P2_16-19,7,2011,2011-07-12,2011-07,Palsa,Palsa Autochamber Site,2,"N 68 21.2090, E 19 02.8370",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/P-2-jul11.JPG'],M,16,19,17.5,20110700_P2M,NA,711 P-2-M,NA,NA,36,NA,11.6,NA,"Overcast, drizzle, light breeze",NA,NA,3.8,NA,71.89261195,NA,NA,0,0.151864164,NA,-18.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.21364321,1.740046547,-26.496416,2.704672,NA,NA,20200924,20200924,"Notes: pore gas sample taken | Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.",NA,201107_P2_16-19,711_P-2-M,X0,NA,36
d7d9155c-75d6-4d8a-9c10-238bbb5011f0,201107_P2_30-33,7,2011,2011-07-12,2011-07,Palsa,Palsa Autochamber Site,2,"N 68 21.2090, E 19 02.8370",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/P-2-jul11.JPG'],D,30,33,31.5,20110700_P2D,NA,711 P-2-D,NA,NA,36,NA,11.6,NA,"Overcast, drizzle, light breeze",NA,NA,4.5,NA,54.12076419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.11538233,1.120840105,-27.5702219,0.5827636,NA,NA,20200924,20200924,"Notes: unable to pull pore gas | Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.",NA,201107_P2_30-33,711_P-2-D,X2,NA,36
17c97ffd-3e03-40f3-a452-188130811206,201107_P3_01-04,7,2011,2011-07-12,2011-07,Palsa,Palsa Autochamber Site,3,"N 68 21.2083, E 19 02.8386",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/P-3-jul11.JPG'],S,1,4,2.5,20110700_P3S,NA,711 P-3-S,NA,NA,40,NA,11.8,NA,"Overcast, drizzle, light breeze",NA,NA,4.1,NA,68.97544711,NA,NA,0,0.108177213,NA,-16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.06323388,0.925926699,-27.2876414,-1.9121948,NA,NA,20200924,20200924,"Notes: pore gas sample taken | Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.",NA,201107_P3_01-04,711_P-3-S,S,NA,40
2e914bcb-73ba-4f1e-ab7f-bacd27ffd4d6,201107_P3_19-21,7,2011,2011-07-12,2011-07,Palsa,Palsa Autochamber Site,3,"N 68 21.2083, E 19 02.8386",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/P-3-jul11.JPG'],M,19,21,20,20110700_P3M,NA,711 P-3-M,NA,NA,40,NA,11.8,NA,"Overcast, drizzle, light breeze",NA,NA,4,NA,73.9866421,NA,NA,0,0.289506063,NA,-19.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.38742043,1.136330704,-26.4408578,1.9645408,NA,NA,20200924,20200924,"Notes: pore gas sample taken | Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.",NA,201107_P3_19-21,711_P-3-M,X0,NA,40
f27c4e66-651f-4777-bc81-a3cf669a5653,201107_P3_34-37,7,2011,2011-07-12,2011-07,Palsa,Palsa Autochamber Site,3,"N 68 21.2083, E 19 02.8386",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/P-3-jul11.JPG'],D,34,37,35.5,20110700_P3D,NA,711 P-3-D,NA,NA,40,NA,11.8,NA,"Overcast, drizzle, light breeze",NA,NA,4,NA,70.3607289,NA,NA,0,0.476990182,NA,-21.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87268894,1.510905213,-26.0136344,4.0595896,NA,NA,20200924,20200924,"Notes: pore gas sample taken | Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.",NA,201107_P3_34-37,711_P-3-D,X2,NA,40
b97cdc94-8ed1-4189-bda4-c75dc14a19e8,201107_S1_01-04,7,2011,2011-07-12,2011-07,Bog,Sphagnum Autochamber Site,1,"N 68 21.2030, E 19 02.8523",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/S-1-jul11.JPG'],S,1,4,2.5,20110700_S1S,NA,711 S-1-S,X,NA,Below Detection (>90),-12,10.8,NA,"Overcast, drizzle, light breeze",NA,NA,4.4,NA,94.57949857,NA,NA,0,0.045470092,NA,-10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.80671798,0.61640426,-26.5950797,-0.6915752,NA,NA,20200924,20200924,"Notes: pore gas sample taken | Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.","QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201107_S1_01-04,711_S-1-S,S,-12,101
6ec59a5f-d22a-4c5f-8c24-f9ffaa3721d8,201107_S1_11-14,7,2011,2011-07-12,2011-07,Bog,Sphagnum Autochamber Site,1,"N 68 21.2030, E 19 02.8523",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/S-1-jul11.JPG'],M,11,14,12.5,20110700_S1M,NA,711 S-1-M,X,X,Below Detection (>90),-12,10.8,NA,"Overcast, drizzle, light breeze",NA,4.1,NA,NA,91.93144764,0.028856258,1.289549076,NA,NA,-57.62075,-18.785,-309.27,-84.77819547,-11.22617883,4.692376782,0.082006947,NA,NA,NA,1.75,NA,0.75,1.591130768,41.33142842,0.687456694,-25.9293392,-0.3026084,FALSE,FALSE,20200924,20200924,"Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.","notes_Suzanne: NOT acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201107_S1_11-14,711_S-1-M,D,-12,101
11ca2097-1bdf-44fa-aae2-24a28dec1ce9,201107_S1_17-20,7,2011,2011-07-12,2011-07,Bog,Sphagnum Autochamber Site,1,"N 68 21.2030, E 19 02.8523",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/S-1-jul11.JPG'],D,17,20,18.5,20110700_S1D,NA,711 S-1-D,X,X,Below Detection (>90),-12,10.8,NA,"Overcast, drizzle, light breeze",NA,4.4,NA,NA,93.46011622,0.165322189,2.029392875,NA,NA,-56.69825,-14.9495,-326.999,NA,NA,4.771262,0.069921159,NA,NA,NA,3.65,NA,0.25,0.855373979,42.47359976,0.679858397,-26.2243724,-0.3573224,FALSE,FALSE,20200924,20200924,"Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.","notes_Suzanne: NOT acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201107_S1_17-20,711_S-1-D,X0,-12,101
9cb75c3b-32d7-4b93-971a-579db68684d7,201107_S2_13-16,7,2011,2011-07-12,2011-07,Bog,Sphagnum Autochamber Site,2,"N 68 21.1950, E 19 02.8540",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/S-2-jul11.JPG'],M,13,16,14.5,20110700_S2M,NA,711 S-2-M,X,NA,Below Detection (>90),-14,11.1,NA,"Overcast, drizzle, light breeze",NA,4.2,NA,NA,92.52187,0.059813888,3.047676036,NA,NA,-69.74441667,-14.70804267,-344.528,-86.08180132,-11.27810341,4.966009884,0.096495404,NA,NA,NA,1.65,NA,4.95,0.486234238,44.0977466,1.088063582,-24.5949845,0.5429716,FALSE,FALSE,20200924,20200924,"Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.","notes_Suzanne: NOT acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201107_S2_13-16,711_S-2-M,D,-14,101
9f2486bb-9caf-43bb-936f-4327a6a5fc95,201107_S2_19-21,7,2011,2011-07-12,2011-07,Bog,Sphagnum Autochamber Site,2,"N 68 21.1950, E 19 02.8540",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/S-2-jul11.JPG'],D,19,21,20,20110700_S2D,NA,711 S-2-D,X,X,Below Detection (>90),-14,11.1,NA,"Overcast, drizzle, light breeze",NA,4.2,NA,NA,88.99445382,0.057607892,3.184088711,NA,NA,-71.20141667,-14.52654267,NA,-84.49491353,-11.38605188,5.004219912,0.077502693,NA,NA,NA,0.5,NA,0.55,0.412305383,47.8559997,1.373979351,-25.67214305,1.1184634,FALSE,FALSE,20200924,20200924,"Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.","notes_Suzanne: NOT acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201107_S2_19-21,711_S-2-D,X0,-14,101
55351696-80a9-408a-9309-a014d19e337b,201107_S3_11-14,7,2011,2011-07-12,2011-07,Bog,Sphagnum Autochamber Site,3,"N 68 21.1976, E 19 02.8486",['https://isogenie-db.asc.ohio-state.edu/images/raw/Tyler_Logan/core_pics_jul2011/S-3-jul11.JPG'],M,11,14,12.5,20110700_S3M,NA,711 S-3-M,X,X,Below Detection (>90),-12,11.1,NA,"Overcast, drizzle, light breeze",NA,4.1,NA,NA,91.03444012,0.175913911,3.436165059,NA,NA,-59.1965,-13.659,-336.39,-87.06650294,-12.29473207,6.890069669,0.080809784,NA,NA,NA,0.8,NA,1.05,0.855373979,41.76770092,0.869073665,-26.3575205,-0.3065876,FALSE,FALSE,20200924,20200924,"Notes (additional): Forgot one set of 47 mm filter papers, so DOC samples were filtered at lab on July 12, ~16:00 from collected whole water samples. Eriophorum and sphagnum cores suffered a fair deal of compression, though difficult to quantify. Will likely need to use Wardenaar next time- will cause time constraint. Pore water sampling is quite time consumptive. Will not be able to 'suck' and core in the same day with only 2 ppl. If using Waardenaar. When collecting extra 1 cm section for bulk isotope/biogeochem samples, S and D was always 1 cm below microbial interval, M was always 1 cm above microbial interval. Bulk samples were refrigerated over night and split on the morning of the 13th. One should not use field styrofoam vial rack in -80 freezer if it has been a wet day. Instead one should dry the vials and transfer to new, dry cylinder rack. They freeze very tightly in place and make a mess of the foam when removing to tranfer into cryo-box.","notes_Suzanne: NOT acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201107_S3_11-14,711_S-3-M,D,-12,101
d783f71e-cdb6-4424-a083-1b6b843eeeea,201207_E1_05-08,7,2012,2012-07-20,2012-07,Fen,Eriophorum Autochamber Site,1,"N 68 21.1942, E 19 02.8058",['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core1_July2012.jpg'],M,5,8,6.5,20120700_E1M,NA,712 E-1-M,X,X,Below Detection (>265),15,12.8,12,NA,NA,5.8,NA,NA,NA,0.01899387,0.966112096,NA,NA,-58.606,-19.23983333,-359.143,-85.80884492,-11.06847603,0.784532957,0.017736016,NA,NA,NA,1.95,NA,0,0.190317,42.424,0.826,-25.3593575,1.84665115,FALSE,FALSE,20200703,20200924,NA,"notes_Suzanne: Acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201207_E1_05-08,712_E-1-M,M,15,101
308f22b8-8488-4bfd-ba11-2245a1b94f18,201207_E1_24-27,7,2012,2012-07-20,2012-07,Fen,Eriophorum Autochamber Site,1,"N 68 21.1942, E 19 02.8058",['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core1_July2012.jpg'],D,24,27,25.5,20120700_E1D,NA,712 E-1-D,X,X,Below Detection (>265),15,12.8,12.3,NA,NA,5.7,NA,NA,NA,0.032601045,1.073331768,NA,NA,-59.3155,-18.78483333,-359.997,-85.47185046,-11.28617322,0.806453731,0.020463452,NA,NA,NA,0.4,NA,0.6,0,44.862,1.338,-25.9387111,1.928954433,FALSE,FALSE,20200703,20200924,NA,"notes_Suzanne: Acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201207_E1_24-27,712_E-1-D,X1,15,101
86d56b77-9fc5-4a74-96fb-788ad4b2b274,201207_E1_47-50,7,2012,2012-07-20,2012-07,Fen,Eriophorum Autochamber Site,1,"N 68 21.1942, E 19 02.8058",['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core1_July2012.jpg'],X,47,50,48.5,20120700_E1X,NA,712 E-1-X,X,X,Below Detection (>265),15,12.8,11.3,NA,NA,5.7,NA,NA,NA,0.059792108,1.029940596,NA,NA,-58.8445,-17.65783333,-362.675,-84.97462482,-11.30543261,0.816837255,0.017000158,NA,NA,NA,0.25,NA,0.25,0,9.829,0.829,-27.4575285,0.9227896,FALSE,FALSE,20200703,20200924,NA,"notes_Suzanne: Acidified for DOC.  | QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201207_E1_47-50,712_E-1-X,X3,15,101
267a53e9-d7ed-41cb-9653-1beeed27c5e3,201207_E2_01-04,7,2012,2012-07-20,2012-07,Fen,Eriophorum Autochamber Site,2,"N 68 21.1982, E 19 02.8005",['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core2_July2012.jpg'],S,1,4,2.5,20120700_E2S,NA,712 E-2-S,NA,NA,Below Detection (>235),5,13.1,12,NA,NA,5.5,NA,NA,NA,0.161735919,2.976064353,NA,NA,-49.122,-14.83575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.841,NA,-26.5682056,NA,FALSE,FALSE,20200703,20200924,NA,"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201207_E2_01-04,712_E-2-S,S,5,101
43dec11d-6d5e-4480-9bbb-5c5b18037e10,201207_E2_05-08,7,2012,2012-07-20,2012-07,Fen,Eriophorum Autochamber Site,2,"N 68 21.1982, E 19 02.8005",['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-07/Eriophorum_Core2_July2012.jpg'],M,5,8,6.5,NA,NA,712 E-2-M,NA,NA,Below Detection (>235),5,13.1,10.5,NA,NA,5.5,NA,NA,NA,0.207211843,2.923654391,NA,NA,-48.8435,-13.86533333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.61,2.097,-26.8725576,3.830595,FALSE,FALSE,20200703,20200924,NA,"QualityFlag__.Biogeochemistry: Some 2011-2012 geochem was copied from Suzanne's geochem sheets, and there are known to be some copying errors. If there is a conflict between this sheet and those ones, Suzanne's sheet is more likely to be correct.",201207_E2_05-08,712_E-2-M,M,5,101
