"Module","Habitat","Metadata_Parameter","Correlation","P_value","Q_value"
"MEmagenta","Bog","DOC.mM__",-0.192207998397124,0.100875668544749,0.249316130169142
"MEturquoise","Bog","DOC.mM__",-0.394758139838212,0.000500439148299477,0.00257133536067034
"MEbrown","Bog","DOC.mM__",0.00164081348178079,0.988930093160021,0.997873905372062
"MEblack","Bog","DOC.mM__",-0.0673438763871733,0.568610488614583,0.788811250633666
"MEred","Bog","DOC.mM__",-0.0202032065709289,0.864339229746689,0.942082893603796
"MEpurple","Bog","DOC.mM__",-0.100596686207297,0.393770776555015,0.641609651143363
"MEpink","Bog","DOC.mM__",-0.21090462705779,0.071273594882447,0.188700021263685
"MEyellow","Bog","DOC.mM__",-0.205289240106228,0.0793208552323147,0.207189257312501
"MEgrey","Bog","DOC.mM__",0.482424522700744,1.34524869927185e-05,0.000103003846483462
"MEblue","Bog","TN.mM__",-0.158616889957042,0.177077876839527,0.372770409195878
"MEgreen","Bog","TN.mM__",0.21729838068239,0.0629227926727409,0.170043948364743
"MEmagenta","Bog","TN.mM__",-0.122214245678569,0.299585425337007,0.540487988205418
"MEturquoise","Bog","TN.mM__",0.0973054319299882,0.409506652500712,0.656724220950834
"MEbrown","Bog","TN.mM__",-0.19892448681292,0.0892991098849496,0.227917009216162
"MEblack","Bog","TN.mM__",-0.176671796415782,0.132122002877768,0.307105012641479
"MEred","Bog","TN.mM__",-0.154229477091877,0.189516560380271,0.390534125744041
"MEpurple","Bog","TN.mM__",-0.190761434749777,0.103515797556073,0.255034188931525
"MEpink","Bog","TN.mM__",-0.0982822041768821,0.404798813928079,0.650510028143683
"MEyellow","Bog","TN.mM__",-0.145023639721135,0.217638774781542,0.434865904541753
"MEgrey","Bog","TN.mM__",0.0611945157251584,0.604500903731472,0.812229735011285
"MEblue","Bog","Acetate.uM__",-0.29149018129519,0.0117427640413573,0.0419956475563856
"MEgreen","Bog","Acetate.uM__",-0.332123104419018,0.00384096747826443,0.0158719343943096
"MEmagenta","Bog","Acetate.uM__",0.201940037798013,0.0844547159162916,0.218407725598092
"MEturquoise","Bog","Acetate.uM__",0.261718900773152,0.0242920174826354,0.0755859189399932
"MEbrown","Bog","Acetate.uM__",0.00582230215047282,0.960733571933524,0.987280157473792
"MEblack","Bog","Acetate.uM__",0.0696909928562293,0.555179737913935,0.777052643926135
"MEred","Bog","Acetate.uM__",0.0707215231921797,0.549331137505359,0.774418083739504
"MEpurple","Bog","Acetate.uM__",0.633403221642051,1.39274710221374e-09,2.21986834046721e-08
"MEpink","Bog","Acetate.uM__",0.422393156087376,0.000177710414703534,0.00108431120221453
"MEyellow","Bog","Acetate.uM__",0.296985589416531,0.0101837067245069,0.0373402579898585
"MEgrey","Bog","Acetate.uM__",-0.201032751639907,0.0858898283573549,0.221385993224733
"MEblue","Bog","Propionate.uM__",-0.672699397807223,5.22679715777813e-11,1.12240860521361e-09
"MEgreen","Bog","Propionate.uM__",-0.672066839843013,5.53216361703787e-11,1.13700520655436e-09
"MEmagenta","Bog","Propionate.uM__",0.900306804050525,1.01304027461316e-27,1.3186407574548e-25
"MEturquoise","Bog","Propionate.uM__",0.800421905663214,1.15545088497742e-17,5.30827730098452e-16
"MEbrown","Bog","Propionate.uM__",0.42142370677395,0.00018456581220299,0.00110881461023489
"MEblack","Bog","Propionate.uM__",0.0616482744535922,0.601818832821667,0.811779807312127
"MEred","Bog","Propionate.uM__",0.496039543192646,6.9825911346288e-06,5.68062882931781e-05
"MEpurple","Bog","Propionate.uM__",0.950992102588107,1.95770653679051e-38,3.82242201308347e-36
"MEpink","Bog","Propionate.uM__",0.939818781553164,2.61785941253238e-35,4.08909640237557e-33
"MEyellow","Bog","Propionate.uM__",0.872121053958063,4.76592963558151e-24,4.13576782821018e-22
"MEgrey","Bog","Propionate.uM__",0.276182068311213,0.0172241198418751,0.0572427131766145
"MEblue","Bog","Formate.uM__",0.316987382536535,0.00592769628011175,0.0235001563186156
"MEgreen","Bog","Formate.uM__",0.241620549915534,0.0380839875013451,0.112239978258681
"MEmagenta","Bog","Formate.uM__",-0.357973772111016,0.00173944360528315,0.00789828753329152
"MEturquoise","Bog","Formate.uM__",-0.471712618977064,2.21047076493372e-05,0.000159849784019744
"MEbrown","Bog","Formate.uM__",-0.330655873640252,0.00400976294656769,0.0162260355506185
"MEblack","Bog","Formate.uM__",-0.350626725903946,0.00219337582058985,0.00967811590893037
"MEred","Bog","Formate.uM__",-0.364518803373928,0.00140828242290569,0.00654683673981751
"MEpurple","Bog","Formate.uM__",-1.50466807045653e-08,0.999999898482925,0.999999898482925
"MEpink","Bog","Formate.uM__",-0.441151367727443,8.34985676410684e-05,0.00053452771580061
"MEyellow","Bog","Formate.uM__",-0.358222355467538,0.00172568530455964,0.00788163873018173
"MEgrey","Bog","Formate.uM__",-0.672508043378042,5.31742873148573e-11,1.12240860521361e-09
"MEblue","Bog","Sulfate.uM__",-0.121784312930983,0.301301592888159,0.54095757251874
"MEgreen","Bog","Sulfate.uM__",-0.125060367003653,0.288385800285677,0.528707300523742
"MEmagenta","Bog","Sulfate.uM__",-0.174817350819183,0.136294880650833,0.31124649645702
"MEturquoise","Bog","Sulfate.uM__",0.226269876841516,0.0525584247699777,0.144987631465399
"MEbrown","Bog","Sulfate.uM__",-0.00377937826424317,0.974505506715452,0.993403557726232
"MEblack","Bog","Sulfate.uM__",-0.144794347709246,0.218374817535875,0.434865904541753
"MEred","Bog","Sulfate.uM__",-0.111542863278003,0.344072510198961,0.593202274758033
"MEpurple","Bog","Sulfate.uM__",-0.129677013364578,0.270814053056268,0.502389015289656
"MEpink","Bog","Sulfate.uM__",-0.0917712971674697,0.436775668627649,0.682171624198286
"MEyellow","Bog","Sulfate.uM__",-0.133685324429598,0.256152507278074,0.48640844795549
"MEgrey","Bog","Sulfate.uM__",-0.0967056396499234,0.412413256362903,0.658680476931344
"MEblue","Bog","Nitrate.uM__",0.153330858742437,0.192140137081431,0.394898544896311
"MEgreen","Bog","Nitrate.uM__",0.00967751377848771,0.934778939076292,0.970827594971521
"MEmagenta","Bog","Nitrate.uM__",-0.179477540189595,0.125993696827577,0.296388786814271
"MEturquoise","Bog","Nitrate.uM__",-0.164364887139985,0.161697181346556,0.35374089252566
"MEbrown","Bog","Nitrate.uM__",0.18769695350094,0.109286151189149,0.266500174856195
"MEblack","Bog","Nitrate.uM__",0.143839970796303,0.221457238926002,0.437868616711918
"MEred","Bog","Nitrate.uM__",0.233719201989734,0.045053998393165,0.128217567787281
"MEpurple","Bog","Nitrate.uM__",0.102433649970541,0.3851461395027,0.635938974527714
"MEpink","Bog","Nitrate.uM__",-0.198293647477092,0.0903397187131579,0.228543230167668
"MEyellow","Bog","Nitrate.uM__",-0.10605541464413,0.368476363809572,0.61755373419587
"MEgrey","Bog","Nitrate.uM__",-0.192516378400431,0.100319694958416,0.248729148452453
"MEblue","Bog","Ammonia.uM__",0.186058897365537,0.112471048649739,0.271110768504462
"MEgreen","Bog","Ammonia.uM__",0.634480594845416,1.28077592913719e-09,2.08392916803363e-08
"MEmagenta","Bog","Ammonia.uM__",-0.116822393696824,0.321571075927245,0.564375304043098
"MEturquoise","Bog","Ammonia.uM__",-0.348989924931869,0.00230795343988443,0.010126469868257
"MEbrown","Bog","Ammonia.uM__",-0.298880819145826,0.00968954909389063,0.0363823934727336
"MEblack","Bog","Ammonia.uM__",-0.184739964689695,0.115087147106011,0.275714913772377
"MEred","Bog","Ammonia.uM__",-0.175961606451488,0.133708473436359,0.308953602821882
"MEpurple","Bog","Ammonia.uM__",-0.182886145510045,0.11884308914874,0.28211687728014
"MEpink","Bog","Ammonia.uM__",-0.125128321345443,0.288121820060042,0.528707300523742
"MEyellow","Bog","Ammonia.uM__",-0.156580579564242,0.182774837201836,0.379700430744165
"MEgrey","Bog","Ammonia.uM__",-0.0921998490455299,0.434628137696726,0.681615613536431
"MEblue","Bog","C.percent__",0.592376300850669,2.70326204232545e-08,3.24807331547104e-07
"MEgreen","Bog","C.percent__",0.60787948452832,9.26129243892123e-09,1.18574908111434e-07
"MEmagenta","Bog","C.percent__",-0.19540756892414,0.0952228166793715,0.238362243033939
"MEturquoise","Bog","C.percent__",-0.315343794946301,0.00620571117457748,0.0244780829663889
"MEbrown","Bog","C.percent__",-0.532079946953201,1.06735475220321e-06,9.92385787465123e-06
"MEblack","Bog","C.percent__",-0.375788329539473,0.000968776591735642,0.004613503159424
"MEred","Bog","C.percent__",-0.129312560133049,0.27217451523368,0.503716342174181
"MEpurple","Bog","C.percent__",-0.615216933062055,5.46583693466214e-09,7.36003214822609e-08
"MEpink","Bog","C.percent__",-0.498514097082621,6.17924894226228e-06,5.07999307779668e-05
"MEyellow","Bog","C.percent__",-0.541864611958753,6.16837156966762e-07,5.87499779989075e-06
"MEgrey","Bog","C.percent__",-0.0384649435687167,0.744897174894865,0.890910709943169
"MEblue","Bog","N.percent__",0.858176280013921,1.53532952755961e-22,1.19909236102406e-20
"MEgreen","Bog","N.percent__",0.792114471287549,4.28942138896672e-17,1.86113228043501e-15
"MEmagenta","Bog","N.percent__",-0.563860537281094,1.68433890674883e-07,1.75395824822778e-06
"MEturquoise","Bog","N.percent__",-0.338049276856762,0.00322171689216725,0.0136747874607751
"MEbrown","Bog","N.percent__",-0.463114199768858,3.25438963578449e-05,0.000226935562995329
"MEblack","Bog","N.percent__",-0.6769112541433,3.56856716890231e-11,7.96300273975058e-10
