"Module","Habitat","Metadata_Parameter","Correlation","P_value","Q_value"
"MEsalmon","All","pH_peat",-0.0857874388217918,0.228288478259522,0.291772684564361
"MEgrey","All","pH_peat",0.470117688384251,2.45710162870365e-12,1.71356130975681e-11
"MEblue","All","BulkDensity",0.541748591730216,1.4233568624666e-16,1.61919461517477e-15
"MEgreen","All","BulkDensity",-0.729811712824288,2.24433417400143e-34,2.24994500943643e-32
"MElightyellow","All","BulkDensity",-0.690177412157359,1.73299309625448e-29,9.26573642130728e-28
"MEgrey60","All","BulkDensity",-0.590061814805812,4.69140728341261e-20,8.36113031399314e-19
"MEturquoise","All","BulkDensity",-0.717618761750614,8.78713950152776e-33,6.71170083830977e-31
"MEyellow","All","BulkDensity",0.0756823188226041,0.288040822467827,0.354527013828497
"MEtan","All","BulkDensity",0.120974091009087,0.0887449426478827,0.128587974712921
"MEcyan","All","BulkDensity",0.0957136989259678,0.178692554274683,0.237664060577605
"MEmagenta","All","BulkDensity",0.091612533400205,0.198122011645811,0.258995685965673
"MElightgreen","All","BulkDensity",0.190142656012516,0.00714562674126575,0.0138760112505935
"MEpurple","All","BulkDensity",0.214259206816631,0.00237501182552112,0.00517597685888026
"MEbrown","All","BulkDensity",0.185867694535264,0.00857844259293109,0.0163497935356097
"MEred","All","BulkDensity",0.0521530531503764,0.464429413879057,0.536703731889054
"MEmidnightblue","All","BulkDensity",0.250514065515428,0.000358689264475936,0.000917603796203191
"MEblack","All","BulkDensity",0.0962250759488344,0.176372136696631,0.235358491898
"MEpink","All","BulkDensity",0.126324314238963,0.0754158609460542,0.111182942056499
"MEroyalblue","All","BulkDensity",0.553281921571911,2.35966594317525e-17,2.91146474834855e-16
"MEdarkred","All","BulkDensity",0.494936904715169,1.07898752441739e-13,9.15712163579624e-13
"MElightcyan","All","BulkDensity",0.432325527653981,1.81223479164107e-10,1.0686855168354e-09
"MEgreenyellow","All","BulkDensity",0.201652112318723,0.00428836218927338,0.00871803922889036
"MEsalmon","All","BulkDensity",0.532409745120091,5.80405561814931e-16,6.08477464804673e-15
"MEgrey","All","BulkDensity",0.0306566006094016,0.667311117368028,0.725672564242927
"MEblue","All","percentWater_wt",0.451784873181666,2.11417053637024e-11,1.36739094368462e-10
"MEgreen","All","percentWater_wt",0.477902055517281,9.47103559496177e-13,7.30362552611475e-12
"MElightyellow","All","percentWater_wt",0.365068926614867,1.14783613799062e-07,4.93600312422778e-07
"MEgrey60","All","percentWater_wt",0.498172211118747,7.04476943925548e-14,6.20868691239879e-13
"MEturquoise","All","percentWater_wt",0.577396922885778,4.3649069456034e-19,7.07203105126046e-18
"MEyellow","All","percentWater_wt",0.350303830730126,3.93339032719479e-07,1.56944230965683e-06
"MEtan","All","percentWater_wt",0.165773522838679,0.0192834594779694,0.0335837882765069
"MEcyan","All","percentWater_wt",0.201434358416521,0.00433108826024166,0.00879375388535141
"MEmagenta","All","percentWater_wt",0.207380048562651,0.00329225209737453,0.00687600568253743
"MElightgreen","All","percentWater_wt",0.205989230245501,0.00351270325340235,0.00722355899802226
"MEpurple","All","percentWater_wt",0.361845865321323,1.50992942390015e-07,6.37349156825222e-07
"MEbrown","All","percentWater_wt",0.370225077249292,7.35614016425443e-08,3.24155187457805e-07
"MEred","All","percentWater_wt",0.39619478643949,6.930173365592e-09,3.37872282018528e-08
"MEmidnightblue","All","percentWater_wt",-0.560528583151871,7.35952443857187e-18,9.59729853615388e-17
"MEblack","All","percentWater_wt",-0.375270803875799,4.72349495419631e-08,2.128219919099e-07
"MEpink","All","percentWater_wt",-0.470847566656594,2.24929311053838e-12,1.58936834771082e-11
"MEroyalblue","All","percentWater_wt",-0.599112472726205,8.9667640530007e-21,1.7756406840757e-19
"MEdarkred","All","percentWater_wt",-0.724347620574779,1.18968060541725e-33,9.54123845544638e-32
"MElightcyan","All","percentWater_wt",-0.422619446422223,5.03443122185312e-10,2.74667608158245e-09
"MEgreenyellow","All","percentWater_wt",-0.474110949316457,1.5112662195037e-12,1.12747489120183e-11
"MEsalmon","All","percentWater_wt",-0.52377026815158,2.05076868344163e-15,2.04312606723005e-14
"MEgrey","All","percentWater_wt",0.347115329340889,5.09040456094359e-07,1.99146558920818e-06
"MEblue","All","CH4.mM__",-0.200742411337091,0.00446941096337736,0.00902888562374972
"MEgreen","All","CH4.mM__",0.0084470459748158,0.905741461664545,0.92628176957899
"MElightyellow","All","CH4.mM__",-0.0918869538123718,0.196775903881393,0.257866462275943
"MEgrey60","All","CH4.mM__",-0.0203528600049785,0.775388818786263,0.815556501857813
"MEturquoise","All","CH4.mM__",0.0834935875054775,0.241016232297485,0.306331249290939
"MEyellow","All","CH4.mM__",-0.252515872394327,0.000320398441802591,0.000824910273918709
"MEtan","All","CH4.mM__",-0.194777936260847,0.00583654960758669,0.0114869025405755
"MEcyan","All","CH4.mM__",-0.186242975710662,0.00844316822416888,0.0161416469982919
"MEmagenta","All","CH4.mM__",-0.207510086698821,0.00327229364527427,0.00684323208216418
"MElightgreen","All","CH4.mM__",0.319503933468609,4.22676925386386e-06,1.46115040586156e-05
"MEpurple","All","CH4.mM__",0.196279071787393,0.00546116176497243,0.0108872875999077
"MEbrown","All","CH4.mM__",0.0714115404214959,0.316190086935378,0.384801896391765
"MEred","All","CH4.mM__",-0.182171714026436,0.010016919462071,0.0187919752247507
"MEmidnightblue","All","CH4.mM__",-0.146864674523253,0.0384553980561915,0.0624948920791603
"MEblack","All","CH4.mM__",-0.148547316381991,0.0362645833578646,0.0594768831349845
"MEpink","All","CH4.mM__",-0.0189465620187895,0.790536299205001,0.830399622740551
"MEroyalblue","All","CH4.mM__",-0.116633812618987,0.100888484984339,0.14284106411247
"MEdarkred","All","CH4.mM__",-0.124414641993374,0.0799739708443145,0.117149086058704
"MElightcyan","All","CH4.mM__",-0.0795568439182372,0.263999099219463,0.331341592447589
"MEgreenyellow","All","CH4.mM__",0.0819836784555154,0.24966008203862,0.315567195894362
"MEsalmon","All","CH4.mM__",0.0623956774330652,0.381297631965027,0.450701106611572
"MEgrey","All","CH4.mM__",0.219423755895406,0.00184637841489518,0.0041420852832054
"MEblue","All","CO2.mM__",-0.297391927435946,1.99263680838107e-05,6.26703811890831e-05
"MEgreen","All","CO2.mM__",-0.273551853654414,9.25081700625954e-05,0.000260321236456847
"MElightyellow","All","CO2.mM__",-0.263559147185623,0.000169060890119794,0.000453467671826336
"MEgrey60","All","CO2.mM__",-0.303739356100248,1.29314957781918e-05,4.18187887665719e-05
"MEturquoise","All","CO2.mM__",-0.158973616138472,0.0249127318251523,0.0423754208351478
"MEyellow","All","CO2.mM__",-0.132176035561192,0.0627442186989854,0.0949450252765779
"MEtan","All","CO2.mM__",-0.133204039438934,0.0607097352432642,0.0923893883588195
"MEcyan","All","CO2.mM__",-0.168613150960264,0.0172813017404092,0.0306083084351115
"MEmagenta","All","CO2.mM__",-0.177848710130674,0.0119666082788458,0.022011972109253
"MElightgreen","All","CO2.mM__",0.573857754478217,8.00277767506564e-19,1.22251956102908e-17
"MEpurple","All","CO2.mM__",0.522780296551994,2.36451444730902e-15,2.3267982659409e-14
"MEbrown","All","CO2.mM__",0.427092048626686,3.15662925098559e-10,1.78282863330313e-09
"MEred","All","CO2.mM__",0.0504566194927595,0.479103479124891,0.551674070722415
"MEmidnightblue","All","CO2.mM__",-0.079561900289044,0.263968649283536,0.331341592447589
"MEblack","All","CO2.mM__",-0.144063097234702,0.0423504846068173,0.0675922162281941
"MEpink","All","CO2.mM__",0.0827900048572913,0.245017688231322,0.310874737820782
"MEroyalblue","All","CO2.mM__",-0.163623381828469,0.0209304796828622,0.0361772515208092
"MEdarkred","All","CO2.mM__",-0.122346956783176,0.0851570692912772,0.123949128079137
"MElightcyan","All","CO2.mM__",-0.233264789217807,0.000914020211658275,0.0022079644871986
"MEgreenyellow","All","CO2.mM__",0.0036847835792375,0.958805198200757,0.970911324440666
"MEsalmon","All","CO2.mM__",-0.014136076225178,0.842913966173326,0.875669690247418
"MEgrey","All","CO2.mM__",0.362426933172584,1.43742604128722e-07,6.09955388948332e-07
"MEblue","All","CH4.percent",NA,NA,NA
"MEgreen","All","CH4.percent",NA,NA,NA
"MElightyellow","All","CH4.percent",NA,NA,NA
"MEgrey60","All","CH4.percent",NA,NA,NA
"MEturquoise","All","CH4.percent",NA,NA,NA
"MEyellow","All","CH4.percent",NA,NA,NA
"MEtan","All","CH4.percent",NA,NA,NA
"MEcyan","All","CH4.percent",NA,NA,NA
"MEmagenta","All","CH4.percent",NA,NA,NA
"MElightgreen","All","CH4.percent",NA,NA,NA
"MEpurple","All","CH4.percent",NA,NA,NA
"MEbrown","All","CH4.percent",NA,NA,NA
"MEred","All","CH4.percent",NA,NA,NA
"MEmidnightblue","All","CH4.percent",NA,NA,NA
"MEblack","All","CH4.percent",NA,NA,NA
"MEpink","All","CH4.percent",NA,NA,NA
"MEroyalblue","All","CH4.percent",NA,NA,NA
"MEdarkred","All","CH4.percent",NA,NA,NA
"MElightcyan","All","CH4.percent",NA,NA,NA
"MEgreenyellow","All","CH4.percent",NA,NA,NA
"MEsalmon","All","CH4.percent",NA,NA,NA
"MEgrey","All","CH4.percent",NA,NA,NA
"MEblue","All","CO2.percent",-0.00443554089260976,0.950421771096948,0.963638761592607
"MEgreen","All","CO2.percent",0.0349375157551456,0.624205290600562,0.688600609438309
"MElightyellow","All","CO2.percent",7.74698307744651e-09,0.999999913352777,0.999999979836127
"MEgrey60","All","CO2.percent",2.51958425438015e-08,0.999999718193551,0.999999979836127
"MEturquoise","All","CO2.percent",0.0528782622042356,0.458232954883728,0.530307113732683
"MEyellow","All","CO2.percent",-0.0851948299488212,0.231530196738128,0.295445056139982
"MEtan","All","CO2.percent",-0.25836899608362,0.000229115068166404,0.000600491126370771
"MEcyan","All","CO2.percent",-0.196900186398362,0.00531227246381049,0.010624544927621
"MEmagenta","All","CO2.percent",-0.164277719030438,0.0204168339650876,0.0354422096103901
"MElightgreen","All","CO2.percent",0.453133248110763,1.81247160173859e-11,1.18179042649947e-10
"MEpurple","All","CO2.percent",0.0166018396021465,0.815964511158424,0.851533556212174
"MEbrown","All","CO2.percent",0.6234895671107,7.9299686333845e-23,1.98744838874199e-21
"MEred","All","CO2.percent",0.195163877052937,0.00573789557389494,0.0113579872302386
"MEmidnightblue","All","CO2.percent",-0.357176009954686,2.23448477002364e-07,9.26127537756566e-07
"MEblack","All","CO2.percent",-0.427803821515811,2.92878204204533e-10,1.6777737126574e-09
"MEpink","All","CO2.percent",-0.515782522193513,6.38382961385122e-15,6.09503732179604e-14
"MEroyalblue","All","CO2.percent",0.104559569849331,0.14163382929083,0.194337606657392
"MEdarkred","All","CO2.percent",0.514843276188731,7.28159244338818e-15,6.91104986934594e-14
"MElightcyan","All","CO2.percent",0.163829623926759,0.0207673895294769,0.0359728863987915
"MEgreenyellow","All","CO2.percent",0.0836632461352609,0.240058212705692,0.305355569532061
"MEsalmon","All","CO2.percent",0.81845044507464,2.70218617178133e-49,1.08357665488431e-46
"MEgrey","All","CO2.percent",0.155581856059851,0.0282134670396302,0.0476362117174388
"MEblue","All","d13C_CH4__",0.257087968027501,0.000246728932414749,0.000642456505833211
"MEgreen","All","d13C_CH4__",0.620922787330622,1.33036862996922e-22,3.04844468924375e-21
