"Module","Habitat","Metadata_Parameter","Correlation","P_value","Q_value"
"MEblack","Palsa","BulkDensity",NA,NA,NA
"MEred","Palsa","BulkDensity",NA,NA,NA
"MEgreen","Palsa","BulkDensity",NA,NA,NA
"MEpink","Palsa","BulkDensity",NA,NA,NA
"MEgrey","Palsa","BulkDensity",NA,NA,NA
"MEyellow","Palsa","percentWater_wt",0.656493343955996,1.64695868191635e-08,1.8649385074641e-07
"MEbrown","Palsa","percentWater_wt",0.386344093166956,0.00250804491800536,0.00766347058279416
"MEturquoise","Palsa","percentWater_wt",0.321664426878401,0.0129806751700102,0.0318315919774135
"MEblue","Palsa","percentWater_wt",0.35211492208245,0.00623867204249148,0.0162289779483731
"MEblack","Palsa","percentWater_wt",-0.187254113024868,0.155564545254767,0.266188221880379
"MEred","Palsa","percentWater_wt",-0.444617653597016,0.000418698068700953,0.0016448852698966
"MEgreen","Palsa","percentWater_wt",-0.579255851670547,1.53492580297301e-06,1.01887316231829e-05
"MEpink","Palsa","percentWater_wt",-0.865516144283554,9.27388050096294e-19,3.57044399287073e-17
"MEgrey","Palsa","percentWater_wt",0.416346091113451,0.00103849194310313,0.00360908177494295
"MEyellow","Palsa","CH4.mM__",NA,NA,NA
"MEbrown","Palsa","CH4.mM__",NA,NA,NA
"MEturquoise","Palsa","CH4.mM__",NA,NA,NA
"MEblue","Palsa","CH4.mM__",NA,NA,NA
"MEblack","Palsa","CH4.mM__",NA,NA,NA
"MEred","Palsa","CH4.mM__",NA,NA,NA
"MEgreen","Palsa","CH4.mM__",NA,NA,NA
"MEpink","Palsa","CH4.mM__",NA,NA,NA
"MEgrey","Palsa","CH4.mM__",NA,NA,NA
"MEyellow","Palsa","CO2.mM__",1,0,0
"MEbrown","Palsa","CO2.mM__",1,0,0
"MEturquoise","Palsa","CO2.mM__",NA,NA,NA
"MEblue","Palsa","CO2.mM__",1,0,0
"MEblack","Palsa","CO2.mM__",1,0,0
"MEred","Palsa","CO2.mM__",-1,0,0
"MEgreen","Palsa","CO2.mM__",1,0,0
"MEpink","Palsa","CO2.mM__",-1,0,0
"MEgrey","Palsa","CO2.mM__",-0.999999999999998,0,0
"MEyellow","Palsa","CH4.percent",NA,NA,NA
"MEbrown","Palsa","CH4.percent",NA,NA,NA
"MEturquoise","Palsa","CH4.percent",NA,NA,NA
"MEblue","Palsa","CH4.percent",NA,NA,NA
"MEblack","Palsa","CH4.percent",NA,NA,NA
"MEred","Palsa","CH4.percent",NA,NA,NA
"MEgreen","Palsa","CH4.percent",NA,NA,NA
"MEpink","Palsa","CH4.percent",NA,NA,NA
"MEgrey","Palsa","CH4.percent",NA,NA,NA
"MEyellow","Palsa","CO2.percent",-0.491483995830766,7.72141892497609e-05,0.000401722471096729
"MEbrown","Palsa","CO2.percent",-0.582279873388059,1.313469710754e-06,9.03010426143374e-06
"MEturquoise","Palsa","CO2.percent",-0.491586659692431,7.69076510332703e-05,0.000401722471096729
"MEblue","Palsa","CO2.percent",-0.00731056954598878,0.956176074779574,0.963685310968942
"MEblack","Palsa","CO2.percent",0.809547813944954,8.40835359229487e-15,2.49016625617964e-13
"MEred","Palsa","CO2.percent",0.799403771073905,3.18148825521932e-14,8.74909270185314e-13
"MEgreen","Palsa","CO2.percent",0.353318612707078,0.00605169759659975,0.0158496841815708
"MEpink","Palsa","CO2.percent",0.212153127396397,0.106715336605968,0.198480215426559
"MEgrey","Palsa","CO2.percent",-0.620315052734797,1.6052860011661e-07,1.43729095453244e-06
"MEyellow","Palsa","d13C_CH4__",NA,NA,NA
"MEbrown","Palsa","d13C_CH4__",NA,NA,NA
"MEturquoise","Palsa","d13C_CH4__",NA,NA,NA
"MEblue","Palsa","d13C_CH4__",NA,NA,NA
"MEblack","Palsa","d13C_CH4__",NA,NA,NA
"MEred","Palsa","d13C_CH4__",NA,NA,NA
"MEgreen","Palsa","d13C_CH4__",NA,NA,NA
"MEpink","Palsa","d13C_CH4__",NA,NA,NA
"MEgrey","Palsa","d13C_CH4__",NA,NA,NA
"MEyellow","Palsa","d13C_CO2__",0.51121940726496,3.50957415442144e-05,0.00020166955961974
"MEbrown","Palsa","d13C_CO2__",0.858490254788298,3.58304423238397e-18,1.25406548133439e-16
"MEturquoise","Palsa","d13C_CO2__",0.792670982995599,7.38465822349424e-14,1.89539561069685e-12
"MEblue","Palsa","d13C_CO2__",-0.259433963693884,0.0472302180061585,0.101020188513172
"MEblack","Palsa","d13C_CO2__",-0.728442277579977,6.18937673588527e-11,1.08314092877992e-09
"MEred","Palsa","d13C_CO2__",-0.72084882523565,1.20998562949905e-10,2.02541072763972e-09
"MEgreen","Palsa","d13C_CO2__",-0.441126486053182,0.000470416976493441,0.00182939935303005
"MEpink","Palsa","d13C_CO2__",-0.34936670014712,0.00668464468791857,0.0172724040593869
"MEgrey","Palsa","d13C_CO2__",0.454471592371636,0.000299350786200599,0.00125271796399164
"MEyellow","Palsa","dD_CH4__",NA,NA,NA
"MEbrown","Palsa","dD_CH4__",NA,NA,NA
"MEturquoise","Palsa","dD_CH4__",NA,NA,NA
"MEblue","Palsa","dD_CH4__",NA,NA,NA
"MEblack","Palsa","dD_CH4__",NA,NA,NA
"MEred","Palsa","dD_CH4__",NA,NA,NA
"MEgreen","Palsa","dD_CH4__",NA,NA,NA
"MEpink","Palsa","dD_CH4__",NA,NA,NA
"MEgrey","Palsa","dD_CH4__",NA,NA,NA
"MEyellow","Palsa","dD_H2O",NA,NA,NA
"MEbrown","Palsa","dD_H2O",NA,NA,NA
"MEturquoise","Palsa","dD_H2O",NA,NA,NA
"MEblue","Palsa","dD_H2O",NA,NA,NA
"MEblack","Palsa","dD_H2O",NA,NA,NA
"MEred","Palsa","dD_H2O",NA,NA,NA
"MEgreen","Palsa","dD_H2O",NA,NA,NA
"MEpink","Palsa","dD_H2O",NA,NA,NA
"MEgrey","Palsa","dD_H2O",NA,NA,NA
"MEyellow","Palsa","d18O_H2O",NA,NA,NA
"MEbrown","Palsa","d18O_H2O",NA,NA,NA
"MEturquoise","Palsa","d18O_H2O",NA,NA,NA
"MEblue","Palsa","d18O_H2O",NA,NA,NA
"MEblack","Palsa","d18O_H2O",NA,NA,NA
"MEred","Palsa","d18O_H2O",NA,NA,NA
"MEgreen","Palsa","d18O_H2O",NA,NA,NA
"MEpink","Palsa","d18O_H2O",NA,NA,NA
"MEgrey","Palsa","d18O_H2O",NA,NA,NA
"MEyellow","Palsa","DOC.mM__",NA,NA,NA
"MEbrown","Palsa","DOC.mM__",NA,NA,NA
"MEturquoise","Palsa","DOC.mM__",NA,NA,NA
"MEblue","Palsa","DOC.mM__",NA,NA,NA
"MEblack","Palsa","DOC.mM__",NA,NA,NA
"MEred","Palsa","DOC.mM__",NA,NA,NA
"MEgreen","Palsa","DOC.mM__",NA,NA,NA
"MEpink","Palsa","DOC.mM__",NA,NA,NA
"MEgrey","Palsa","DOC.mM__",NA,NA,NA
"MEyellow","Palsa","TN.mM__",NA,NA,NA
"MEbrown","Palsa","TN.mM__",NA,NA,NA
"MEturquoise","Palsa","TN.mM__",NA,NA,NA
"MEblue","Palsa","TN.mM__",NA,NA,NA
"MEblack","Palsa","TN.mM__",NA,NA,NA
"MEred","Palsa","TN.mM__",NA,NA,NA
"MEgreen","Palsa","TN.mM__",NA,NA,NA
"MEpink","Palsa","TN.mM__",NA,NA,NA
"MEgrey","Palsa","TN.mM__",NA,NA,NA
"MEyellow","Palsa","Acetate.uM__",NA,NA,NA
"MEbrown","Palsa","Acetate.uM__",NA,NA,NA
"MEturquoise","Palsa","Acetate.uM__",NA,NA,NA
"MEblue","Palsa","Acetate.uM__",NA,NA,NA
"MEblack","Palsa","Acetate.uM__",NA,NA,NA
"MEred","Palsa","Acetate.uM__",NA,NA,NA
"MEgreen","Palsa","Acetate.uM__",NA,NA,NA
"MEpink","Palsa","Acetate.uM__",NA,NA,NA
"MEgrey","Palsa","Acetate.uM__",NA,NA,NA
"MEyellow","Palsa","Propionate.uM__",NA,NA,NA
"MEbrown","Palsa","Propionate.uM__",NA,NA,NA
"MEturquoise","Palsa","Propionate.uM__",NA,NA,NA
"MEblue","Palsa","Propionate.uM__",NA,NA,NA
"MEblack","Palsa","Propionate.uM__",NA,NA,NA
"MEred","Palsa","Propionate.uM__",NA,NA,NA
"MEgreen","Palsa","Propionate.uM__",NA,NA,NA
"MEpink","Palsa","Propionate.uM__",NA,NA,NA
"MEgrey","Palsa","Propionate.uM__",NA,NA,NA
"MEyellow","Palsa","Formate.uM__",NA,NA,NA
"MEbrown","Palsa","Formate.uM__",NA,NA,NA
"MEturquoise","Palsa","Formate.uM__",NA,NA,NA
"MEblue","Palsa","Formate.uM__",NA,NA,NA
"MEblack","Palsa","Formate.uM__",NA,NA,NA
"MEred","Palsa","Formate.uM__",NA,NA,NA
"MEgreen","Palsa","Formate.uM__",NA,NA,NA
"MEpink","Palsa","Formate.uM__",NA,NA,NA
"MEgrey","Palsa","Formate.uM__",NA,NA,NA
"MEyellow","Palsa","Sulfate.uM__",NA,NA,NA
"MEbrown","Palsa","Sulfate.uM__",NA,NA,NA
"MEturquoise","Palsa","Sulfate.uM__",NA,NA,NA
"MEblue","Palsa","Sulfate.uM__",NA,NA,NA
"MEblack","Palsa","Sulfate.uM__",NA,NA,NA
"MEred","Palsa","Sulfate.uM__",NA,NA,NA
"MEgreen","Palsa","Sulfate.uM__",NA,NA,NA
"MEpink","Palsa","Sulfate.uM__",NA,NA,NA
"MEgrey","Palsa","Sulfate.uM__",NA,NA,NA
"MEyellow","Palsa","Nitrate.uM__",NA,NA,NA
"MEbrown","Palsa","Nitrate.uM__",NA,NA,NA
"MEturquoise","Palsa","Nitrate.uM__",NA,NA,NA
"MEblue","Palsa","Nitrate.uM__",NA,NA,NA
"MEblack","Palsa","Nitrate.uM__",NA,NA,NA
"MEred","Palsa","Nitrate.uM__",NA,NA,NA
"MEgreen","Palsa","Nitrate.uM__",NA,NA,NA
"MEpink","Palsa","Nitrate.uM__",NA,NA,NA
"MEgrey","Palsa","Nitrate.uM__",NA,NA,NA
"MEyellow","Palsa","Ammonia.uM__",NA,NA,NA
"MEbrown","Palsa","Ammonia.uM__",NA,NA,NA
"MEturquoise","Palsa","Ammonia.uM__",NA,NA,NA
"MEblue","Palsa","Ammonia.uM__",NA,NA,NA
"MEblack","Palsa","Ammonia.uM__",NA,NA,NA
"MEred","Palsa","Ammonia.uM__",NA,NA,NA
"MEgreen","Palsa","Ammonia.uM__",NA,NA,NA
"MEpink","Palsa","Ammonia.uM__",NA,NA,NA
"MEgrey","Palsa","Ammonia.uM__",NA,NA,NA
"MEyellow","Palsa","C.percent__",0.675385319822868,4.42000196677477e-09,5.48935728131705e-08
"MEbrown","Palsa","C.percent__",0.59348602856504,7.27140752620208e-07,5.5989837951756e-06
"MEturquoise","Palsa","C.percent__",0.488748269823149,8.5808538552883e-05,0.000440483831238133
"MEblue","Palsa","C.percent__",0.242096051925175,0.064692996759408,0.132794940019355
"MEblack","Palsa","C.percent__",-0.212457049734828,0.106202581878588,0.198480215426559
"MEred","Palsa","C.percent__",-0.432546039570786,0.000623060034778452,0.00232891372223014
"MEgreen","Palsa","C.percent__",-0.718739035258968,1.45206631212751e-10,2.32935637570455e-09
"MEpink","Palsa","C.percent__",-0.894334015520055,1.44025583650617e-21,6.16109441172084e-20
"MEgrey","Palsa","C.percent__",0.362322651025354,0.0048021493716803,0.0133009173244382
"MEyellow","Palsa","N.percent__",-0.425769452446122,0.000773892728883516,0.00281083679830334
"MEbrown","Palsa","N.percent__",-0.600189351025139,5.05015826906494e-07,4.2267628991087e-06
"MEturquoise","Palsa","N.percent__",-0.64485582878867,3.54003048084238e-08,3.68354523006572e-07
"MEblue","Palsa","N.percent__",0.156167337992827,0.237546317338239,0.351333862833243
"MEblack","Palsa","N.percent__",0.690242127634894,1.46562495201421e-09,2.01523430901954e-08
"MEred","Palsa","N.percent__",0.598734876109991,5.46968178732429e-07,4.48048401727628e-06
"MEgreen","Palsa","N.percent__",0.403298436704779,0.00153913075743516,0.0050217401831571
"MEpink","Palsa","N.percent__",0.217503844061596,0.0979631257228346,0.186711898036096
"MEgrey","Palsa","N.percent__",-0.321020380395107,0.0131735207721226,0.0318981477815547
"MEyellow","Palsa","d13C_peat__",0.586942751441385,1.02975808933226e-06,7.34179378505409e-06
"MEbrown","Palsa","d13C_peat__",0.180740768852025,0.170716793964748,0.276159519648856
"MEturquoise","Palsa","d13C_peat__",0.0429242742725757,0.746845218111705,0.822976503270889
"MEblue","Palsa","d13C_peat__",0.590980881676674,8.31510828584074e-07,6.15637825009362e-06
"MEblack","Palsa","d13C_peat__",0.0706587864817634,0.59486912787865,0.700381083282203
"MEred","Palsa","d13C_peat__",-0.219174334478671,0.0953482422211663,0.183545366275745
"MEgreen","Palsa","d13C_peat__",-0.651515473701579,2.29391854356805e-08,2.52331039792486e-07
"MEpink","Palsa","d13C_peat__",-0.697605287332241,8.27452960285018e-10,1.27427755883893e-08
"MEgrey","Palsa","d13C_peat__",0.244186421375355,0.0623464575604097,0.12905046322988
"MEyellow","Palsa","d15N_peat__",-0.0196874029857875,0.882342340044538,0.923102719883552
"MEbrown","Palsa","d15N_peat__",-0.635133096260382,6.54685751086826e-08,6.3013503542107e-07
"MEturquoise","Palsa","d15N_peat__",-0.741953546043045,1.77349935460389e-11,3.25141548344046e-10
"MEblue","Palsa","d15N_peat__",0.639952737263161,4.83992520642171e-08,4.903608432822e-07
"MEblack","Palsa","d15N_peat__",0.554367243028753,5.22566819504327e-06,3.35313709181943e-05
"MEred","Palsa","d15N_peat__",0.33855801528971,0.00872045468188155,0.0220879937666079
"MEgreen","Palsa","d15N_peat__",0.128516894669612,0.33201352531103,0.453280876754421
"MEpink","Palsa","d15N_peat__",0.0511392402048869,0.700492850594111,0.783981824066084
"MEgrey","Palsa","d15N_peat__",-0.0367799664941227,0.782117071759463,0.850607549794896
"MEyellow","Palsa","samplingdate_min_AirTemperature",-0.165719931885072,0.209704684535413,0.320382156929104
"MEbrown","Palsa","samplingdate_min_AirTemperature",-0.182815039011556,0.16577896439364,0.270846401850809
"MEturquoise","Palsa","samplingdate_min_AirTemperature",-0.0994033830890354,0.453825058365393,0.578551812816808
"MEblue","Palsa","samplingdate_min_AirTemperature",-0.0129825665074334,0.922256742819707,0.946850255961566
"MEblack","Palsa","samplingdate_min_AirTemperature",0.150003861526805,0.256803305423004,0.368490031653684
"MEred","Palsa","samplingdate_min_AirTemperature",0.17899965335318,0.174943630083964,0.28063873992636
"MEgreen","Palsa","samplingdate_min_AirTemperature",0.0797017415891729,0.548467712160172,0.657819530160953
"MEpink","Palsa","samplingdate_min_AirTemperature",0.13781679161535,0.297913484390606,0.415567722791244
"MEgrey","Palsa","samplingdate_min_AirTemperature",-0.212804266818196,0.105619112882516,0.198357846145214
"MEyellow","Palsa","samplingdate_max_AirTemperature",-0.105355636309377,0.427107575898988,0.553657968757948
"MEbrown","Palsa","samplingdate_max_AirTemperature",-0.139684659515679,0.291349745124673,0.407889643174542
"MEturquoise","Palsa","samplingdate_max_AirTemperature",-0.167438942011696,0.204949555478976,0.315622315437622
"MEblue","Palsa","samplingdate_max_AirTemperature",-0.084831592349902,0.522943205254255,0.64323684991338
"MEblack","Palsa","samplingdate_max_AirTemperature",0.0403435434518428,0.761601928270099,0.830642329699683
"MEred","Palsa","samplingdate_max_AirTemperature",0.188091214448152,0.153691635567857,0.266105173017869
"MEgreen","Palsa","samplingdate_max_AirTemperature",0.0245782265647304,0.853403595416628,0.907625370816027
"MEpink","Palsa","samplingdate_max_AirTemperature",0.104429252152341,0.431206145247932,0.557095187652529
"MEgrey","Palsa","samplingdate_max_AirTemperature",0.0207600124497563,0.875981307993818,0.920413590460372
"MEyellow","Palsa","samplingdate_mean_AirTemperature",-0.164371397472827,0.213489038104748,0.321738163601048
"MEbrown","Palsa","samplingdate_mean_AirTemperature",-0.189111982751912,0.151430437645831,0.265003265880205
"MEturquoise","Palsa","samplingdate_mean_AirTemperature",-0.172294573008663,0.191931443361091,0.3017595430321
"MEblue","Palsa","samplingdate_mean_AirTemperature",-0.0819173729351039,0.537370326309611,0.656785954378413
"MEblack","Palsa","samplingdate_mean_AirTemperature",0.0812029043634875,0.540936840919988,0.656800934664867
"MEred","Palsa","samplingdate_mean_AirTemperature",0.203827338491752,0.121517757649838,0.221707461768014
"MEgreen","Palsa","samplingdate_mean_AirTemperature",0.0802099675708582,0.545912465175994,0.656800934664867
"MEpink","Palsa","samplingdate_mean_AirTemperature",0.153465507449055,0.245861909243801,0.359911920375906
"MEgrey","Palsa","samplingdate_mean_AirTemperature",-0.0721639557471933,0.587025882158028,0.695835047013498
"MEyellow","Palsa","median_AirTemperature_7d",-0.304744327263182,0.0189341965596741,0.0444491809480154
"MEbrown","Palsa","median_AirTemperature_7d",-0.249241783120536,0.0569541398897518,0.119821551134177
"MEturquoise","Palsa","median_AirTemperature_7d",-0.149797913138484,0.257464463674911,0.368490031653684
"MEblue","Palsa","median_AirTemperature_7d",-0.15968960543428,0.22699894412997,0.337430862895901
"MEblack","Palsa","median_AirTemperature_7d",0.0253700065337416,0.848735654166039,0.905161293224169
"MEred","Palsa","median_AirTemperature_7d",-0.00851494046688299,0.948965268839959,0.96076156045439
"MEgreen","Palsa","median_AirTemperature_7d",0.334582023589954,0.00959474945011248,0.0241436505770804
"MEpink","Palsa","median_AirTemperature_7d",0.329991336761086,0.0106979244660015,0.0264019289705806
"MEgrey","Palsa","median_AirTemperature_7d",-0.0902135121523284,0.496818334274437,0.619013134937406
"MEyellow","Palsa","median_AirTemperature_14d",-0.462429590206703,0.00022659104460883,0.00101439014156279
"MEbrown","Palsa","median_AirTemperature_14d",-0.384971324701523,0.00260631325328855,0.00783930158215696
"MEturquoise","Palsa","median_AirTemperature_14d",-0.245951739562675,0.0604186137740827,0.12641938208164
"MEblue","Palsa","median_AirTemperature_14d",-0.204836010815697,0.119645463072729,0.219350015633337
"MEblack","Palsa","median_AirTemperature_14d",0.071207587119719,0.592004002799511,0.69914583152703
"MEred","Palsa","median_AirTemperature_14d",0.0772622195442257,0.560812495496552,0.670319852893643
"MEgreen","Palsa","median_AirTemperature_14d",0.47739144089279,0.000131736717652226,0.000650238926873168
"MEpink","Palsa","median_AirTemperature_14d",0.47594631039897,0.000138973748608371,0.00067727712929396
"MEgrey","Palsa","median_AirTemperature_14d",-0.278895815220273,0.0324319655210515,0.0730193375766365
"MEyellow","Palsa","median_AirTemperature_21d",-0.494621635269481,6.83359862042164e-05,0.000370554291389061
"MEbrown","Palsa","median_AirTemperature_21d",-0.413121541169289,0.00114622315837511,0.00389357147500799
"MEturquoise","Palsa","median_AirTemperature_21d",-0.25202583845263,0.0541497473494284,0.114547542469945
"MEblue","Palsa","median_AirTemperature_21d",-0.203218336790356,0.122658933393733,0.221707461768014
"MEblack","Palsa","median_AirTemperature_21d",0.105816917324759,0.425075016012332,0.552884733664688
"MEred","Palsa","median_AirTemperature_21d",0.123459221100011,0.351549113105872,0.476571861076622
"MEgreen","Palsa","median_AirTemperature_21d",0.485000862616083,9.90117170612434e-05,0.000501572514060246
"MEpink","Palsa","median_AirTemperature_21d",0.505718517886647,4.39370552454794e-05,0.000245156032891443
"MEgrey","Palsa","median_AirTemperature_21d",-0.360383337705619,0.00505018872412417,0.0137895224027504
"MEyellow","Palsa","median_AirTemperature_28d",-0.41293074876335,0.00115290168350886,0.00389357147500799
"MEbrown","Palsa","median_AirTemperature_28d",-0.356104339912992,0.00563770689220081,0.0150730357881758
"MEturquoise","Palsa","median_AirTemperature_28d",-0.163072347428316,0.217179644087569,0.325346937640911
"MEblue","Palsa","median_AirTemperature_28d",-0.108548920594025,0.4131501784392,0.541029995575142
"MEblack","Palsa","median_AirTemperature_28d",0.164693143684075,0.212581803758623,0.321738163601048
"MEred","Palsa","median_AirTemperature_28d",0.140496775538255,0.288525696353236,0.405410193781007
"MEgreen","Palsa","median_AirTemperature_28d",0.386390107556212,0.0025048089392515,0.00766347058279416
"MEpink","Palsa","median_AirTemperature_28d",0.387755086209433,0.00241049124591876,0.00748418652966712
"MEgrey","Palsa","median_AirTemperature_28d",-0.39972890573825,0.00170940190387977,0.00543900605779926
"MEyellow","Palsa","median_AirTemperature_growing",-0.427685023449441,0.000728222686497109,0.0026701498504894
"MEbrown","Palsa","median_AirTemperature_growing",-0.363586483274804,0.00464633797533119,0.0129626095688588
