"Module","Habitat","Metadata_Parameter","Correlation","P_value","Q_value"
"MEred","Fen","ALD.cm__",NA,NA,NA
"MEgreen","Fen","ALD.cm__",NA,NA,NA
"MEpink","Fen","ALD.cm__",NA,NA,NA
"MEyellow","Fen","ALD.cm__",NA,NA,NA
"MEgrey","Fen","ALD.cm__",NA,NA,NA
"MEgreenyellow","Fen","T_air.deg_C",-0.141118724685241,0.258385221516593,0.403426739914383
"MEpurple","Fen","T_air.deg_C",-0.0792590411286102,0.526996820067566,0.654848119610585
"MEturquoise","Fen","T_air.deg_C",-0.210384544414154,0.0899711502334118,0.187896210023412
"MEblack","Fen","T_air.deg_C",0.285965750656568,0.0199309446386004,0.0664364821286681
"MEblue","Fen","T_air.deg_C",0.0579894954510827,0.643724872922334,0.751012351742723
"MEmagenta","Fen","T_air.deg_C",0.257890548244936,0.0365650938520542,0.100754116150922
"MEbrown","Fen","T_air.deg_C",-0.21199696144769,0.0874792120905566,0.184166762295909
"MEred","Fen","T_air.deg_C",-0.244048068888806,0.04829722699627,0.123688020356301
"MEgreen","Fen","T_air.deg_C",-0.119135286452082,0.340708652523967,0.492438631350466
"MEpink","Fen","T_air.deg_C",0.0653926488218781,0.601906487637752,0.720580629505783
"MEyellow","Fen","T_air.deg_C",-0.0912566064312847,0.466167064305489,0.60100277146749
"MEgrey","Fen","T_air.deg_C",-0.094550529457428,0.450159118207451,0.585346221817738
"MEgreenyellow","Fen","T_soil.deg_C",-0.288017925232096,0.0190223929235517,0.0646915386873825
"MEpurple","Fen","T_soil.deg_C",-0.456668976229714,0.000116137711315457,0.000938035360624848
"MEturquoise","Fen","T_soil.deg_C",-0.505275211826708,1.51180522412565e-05,0.000170403352272717
"MEblack","Fen","T_soil.deg_C",0.045147911356791,0.718877789255777,0.810546769093762
"MEblue","Fen","T_soil.deg_C",0.443368704747616,0.000192713783680296,0.00149888498418008
"MEmagenta","Fen","T_soil.deg_C",0.303689774667434,0.0131789148354171,0.0500918029943455
"MEbrown","Fen","T_soil.deg_C",0.354966088054569,0.00344963888861465,0.0176688821124165
"MEred","Fen","T_soil.deg_C",0.0779325875249672,0.533956683636785,0.659593550374852
"MEgreen","Fen","T_soil.deg_C",-0.0262825042290147,0.834076223515749,0.884626297668219
"MEpink","Fen","T_soil.deg_C",-0.0641041897348824,0.6090983603307,0.726765089030949
"MEyellow","Fen","T_soil.deg_C",0.262686142955303,0.0330995376724849,0.0936148540231897
"MEgrey","Fen","T_soil.deg_C",-0.366349355489301,0.00248384846131715,0.013909551383376
"MEgreenyellow","Fen","O2.percent",0.0466231679449819,0.710091149699448,0.803876773244659
"MEpurple","Fen","O2.percent",-0.833859691529207,3.5986360265411e-18,2.74804932935866e-16
"MEturquoise","Fen","O2.percent",-0.983073495282322,6.81293943900749e-49,5.72286912876629e-46
"MEblack","Fen","O2.percent",-0.549958893747685,1.72612634075096e-06,2.58918951112644e-05
"MEblue","Fen","O2.percent",0.818790425826735,4.52526294253332e-17,3.04088286585071e-15
"MEmagenta","Fen","O2.percent",0.865411939814639,7.09173508018654e-21,8.51008209622385e-19
"MEbrown","Fen","O2.percent",-0.11047085715158,0.377220714351679,0.529875250928779
"MEred","Fen","O2.percent",-0.834986303099814,2.94815841835587e-18,2.47645307141893e-16
"MEgreen","Fen","O2.percent",-0.147188417281983,0.238257391981447,0.379045850879575
"MEpink","Fen","O2.percent",-0.797435565298572,1.12381589830188e-15,5.55297267396226e-14
"MEyellow","Fen","O2.percent",-0.241526391936307,0.0507355996024072,0.127981692690757
"MEgrey","Fen","O2.percent",-0.464568661976927,8.51133815255946e-05,0.000707873668133658
"MEgreenyellow","Fen","pH_porewater",0.109627080298021,0.380897910080829,0.533257074113161
"MEpurple","Fen","pH_porewater",0.145493597752658,0.243765517588146,0.385617767936051
"MEturquoise","Fen","pH_porewater",0.158640127107362,0.203284988416692,0.335480138055052
"MEblack","Fen","pH_porewater",0.22667389827776,0.0672162911453261,0.153012695290173
"MEblue","Fen","pH_porewater",0.103911249801155,0.406368855442667,0.554139348330909
"MEmagenta","Fen","pH_porewater",0.311496218167463,0.0108983635421799,0.0438020352891439
"MEbrown","Fen","pH_porewater",-0.362931162469509,0.00274472093363628,0.0149712050925615
"MEred","Fen","pH_porewater",-0.264450968654742,0.031895295918566,0.0917535909986144
"MEgreen","Fen","pH_porewater",-0.414982992457698,0.000531104409224158,0.00372204281677875
"MEpink","Fen","pH_porewater",-0.176951845941788,0.155217842515233,0.279192693175152
"MEyellow","Fen","pH_porewater",-0.237292790306646,0.0550551320460281,0.133659858146427
"MEgrey","Fen","pH_porewater",-0.0677413774145841,0.588893650648324,0.708697230006579
"MEgreenyellow","Fen","pH_peat",NA,NA,NA
"MEpurple","Fen","pH_peat",NA,NA,NA
"MEturquoise","Fen","pH_peat",NA,NA,NA
"MEblack","Fen","pH_peat",NA,NA,NA
"MEblue","Fen","pH_peat",NA,NA,NA
"MEmagenta","Fen","pH_peat",NA,NA,NA
"MEbrown","Fen","pH_peat",NA,NA,NA
"MEred","Fen","pH_peat",NA,NA,NA
"MEgreen","Fen","pH_peat",NA,NA,NA
"MEpink","Fen","pH_peat",NA,NA,NA
"MEyellow","Fen","pH_peat",NA,NA,NA
"MEgrey","Fen","pH_peat",NA,NA,NA
"MEgreenyellow","Fen","BulkDensity",0.915678719908587,4.99421670721791e-27,1.39838067802101e-24
"MEpurple","Fen","BulkDensity",0.925459402004072,1.12556849424154e-28,4.72738767581447e-26
"MEturquoise","Fen","BulkDensity",0.898860329223936,1.2917442396329e-24,2.71266290322909e-22
"MEblack","Fen","BulkDensity",-0.591451901647213,1.7018349659193e-07,3.24895766220957e-06
"MEblue","Fen","BulkDensity",-0.842163126131121,7.98488916340306e-19,7.45256321917619e-17
"MEmagenta","Fen","BulkDensity",-0.743365257832755,8.77598384279341e-13,3.51039353711736e-11
"MEbrown","Fen","BulkDensity",-0.49419367025074,2.47357992313229e-05,0.000244447898286015
"MEred","Fen","BulkDensity",-0.12653094968799,0.311357417648717,0.462903063406942
"MEgreen","Fen","BulkDensity",-0.544045792165737,2.34232467482368e-06,3.39233228767567e-05
"MEpink","Fen","BulkDensity",-0.818545557733475,4.70612824476896e-17,3.04088286585071e-15
"MEyellow","Fen","BulkDensity",-0.875842732026674,6.34082483253919e-22,1.06525857186658e-19
"MEgrey","Fen","BulkDensity",0.545653632060848,2.15699301628997e-06,3.17872655032206e-05
"MEgreenyellow","Fen","percentWater_wt",-0.408285794764028,0.000666113252717927,0.00458635354330376
"MEpurple","Fen","percentWater_wt",0.0375583812530067,0.764633751399075,0.834145910617172
"MEturquoise","Fen","percentWater_wt",-0.185427026831132,0.136068154504689,0.258007335855393
"MEblack","Fen","percentWater_wt",0.528935798466248,4.97957761554288e-06,6.71377621245787e-05
"MEblue","Fen","percentWater_wt",-0.49840276472621,2.05579385875325e-05,0.000209877920057724
"MEmagenta","Fen","percentWater_wt",0.0273227903918512,0.827607625397645,0.882221326566018
"MEbrown","Fen","percentWater_wt",-0.18201523547483,0.143550840474781,0.267961568886258
"MEred","Fen","percentWater_wt",0.234996710239875,0.0575202000692367,0.136488610333782
"MEgreen","Fen","percentWater_wt",-0.266450601885265,0.0305753624654115,0.0907466198121475
"MEpink","Fen","percentWater_wt",0.683779318816166,2.48798500802226e-10,8.70794752807789e-09
"MEyellow","Fen","percentWater_wt",0.038696201399303,0.757718300745622,0.833571724744662
"MEgrey","Fen","percentWater_wt",-0.529441498072316,4.8582993735468e-06,6.71377621245787e-05
"MEgreenyellow","Fen","CH4.mM__",-0.207148913490425,0.0951397407038644,0.194920444368893
"MEpurple","Fen","CH4.mM__",-0.23296327500802,0.0597774066711865,0.140259836882114
"MEturquoise","Fen","CH4.mM__",-0.279384587479259,0.0230980881517622,0.0745596119533675
"MEblack","Fen","CH4.mM__",0.0522310732391098,0.677041036944624,0.776932337477438
"MEblue","Fen","CH4.mM__",0.11817959164811,0.344623819912776,0.495511252793599
"MEmagenta","Fen","CH4.mM__",-0.100187739311207,0.423482358251578,0.563821244510241
"MEbrown","Fen","CH4.mM__",0.225956151907277,0.0681105404332827,0.153904310177797
"MEred","Fen","CH4.mM__",0.0891599543493405,0.476514974202998,0.606473603531089
"MEgreen","Fen","CH4.mM__",0.115985305115049,0.353718612871202,0.505312304101717
"MEpink","Fen","CH4.mM__",0.275798373217918,0.0249967753264232,0.0783481017693861
"MEyellow","Fen","CH4.mM__",0.315201520175128,0.00994148828672513,0.0411371929105868
"MEgrey","Fen","CH4.mM__",0.0242327434192054,0.846853573565245,0.891276724324191
"MEgreenyellow","Fen","CO2.mM__",-0.190534769388238,0.125420699931458,0.243873583200057
"MEpurple","Fen","CO2.mM__",-0.29012403802883,0.0181269563320187,0.0624042758971134
"MEturquoise","Fen","CO2.mM__",-0.253974662889998,0.0396141085542743,0.106996306062992
"MEblack","Fen","CO2.mM__",-0.118472146883207,0.34342235230003,0.494810936418568
"MEblue","Fen","CO2.mM__",0.0390151495628758,0.755783161786376,0.833571724744662
"MEmagenta","Fen","CO2.mM__",-0.250852722473523,0.0421932655342955,0.112403350396972
"MEbrown","Fen","CO2.mM__",0.477837787574531,4.96268501410082e-05,0.000448242517402655
"MEred","Fen","CO2.mM__",0.337349005080442,0.00560606743045248,0.0267666529639399
"MEgreen","Fen","CO2.mM__",0.318438277816064,0.00916626379248658,0.0383449901843714
"MEpink","Fen","CO2.mM__",0.243819803817936,0.0485139186509068,0.123865324215081
"MEyellow","Fen","CO2.mM__",0.401657462742378,0.000829694945183955,0.0054877460941301
"MEgrey","Fen","CO2.mM__",0.151754089535171,0.223847931634145,0.362381074658583
"MEgreenyellow","Fen","CH4.percent",NA,NA,NA
"MEpurple","Fen","CH4.percent",NA,NA,NA
"MEturquoise","Fen","CH4.percent",NA,NA,NA
"MEblack","Fen","CH4.percent",NA,NA,NA
"MEblue","Fen","CH4.percent",NA,NA,NA
"MEmagenta","Fen","CH4.percent",NA,NA,NA
"MEbrown","Fen","CH4.percent",NA,NA,NA
"MEred","Fen","CH4.percent",NA,NA,NA
"MEgreen","Fen","CH4.percent",NA,NA,NA
"MEpink","Fen","CH4.percent",NA,NA,NA
"MEyellow","Fen","CH4.percent",NA,NA,NA
"MEgrey","Fen","CH4.percent",NA,NA,NA
"MEgreenyellow","Fen","CO2.percent",NA,NA,NA
"MEpurple","Fen","CO2.percent",NA,NA,NA
"MEturquoise","Fen","CO2.percent",NA,NA,NA
"MEblack","Fen","CO2.percent",NA,NA,NA
"MEblue","Fen","CO2.percent",NA,NA,NA
"MEmagenta","Fen","CO2.percent",NA,NA,NA
"MEbrown","Fen","CO2.percent",NA,NA,NA
"MEred","Fen","CO2.percent",NA,NA,NA
"MEgreen","Fen","CO2.percent",NA,NA,NA
"MEpink","Fen","CO2.percent",NA,NA,NA
"MEyellow","Fen","CO2.percent",NA,NA,NA
"MEgrey","Fen","CO2.percent",NA,NA,NA
"MEgreenyellow","Fen","d13C_CH4__",-0.275566315763796,0.0251240522125116,0.0784542894368391
"MEpurple","Fen","d13C_CH4__",-0.157557072596474,0.206426904019334,0.33866913940672
"MEturquoise","Fen","d13C_CH4__",-0.23098980754742,0.0620361110827633,0.144750925859781
"MEblack","Fen","d13C_CH4__",0.158034665489447,0.205037201317669,0.337047454220826
"MEblue","Fen","d13C_CH4__",0.214952450472048,0.083053040635028,0.17885742617285
"MEmagenta","Fen","d13C_CH4__",0.036668618525146,0.770054384229499,0.838969757137198
"MEbrown","Fen","d13C_CH4__",0.0532754811081619,0.670950103056848,0.773187465891987
"MEred","Fen","d13C_CH4__",-0.120250270060624,0.336176240820322,0.49025701786297
"MEgreen","Fen","d13C_CH4__",0.0608850634162912,0.627227554240158,0.743118682033474
"MEpink","Fen","d13C_CH4__",0.18633477255789,0.134127722050839,0.255444260742993
"MEyellow","Fen","d13C_CH4__",0.218228529544182,0.0783557908141364,0.170958089049025
"MEgrey","Fen","d13C_CH4__",0.125572081269881,0.315068149056958,0.467592306020928
"MEgreenyellow","Fen","d13C_CO2__",-0.0909655438575779,0.467596264317426,0.60100277146749
"MEpurple","Fen","d13C_CO2__",0.130970371814411,0.294545579129358,0.443401947076453
"MEturquoise","Fen","d13C_CO2__",0.0670076442055901,0.592945177743697,0.711534213292437
"MEblack","Fen","d13C_CO2__",-0.225772531875979,0.068340842495617,0.153904310177797
"MEblue","Fen","d13C_CO2__",-0.194046682011611,0.118476049584941,0.235829103439218
"MEmagenta","Fen","d13C_CO2__",-0.384549141864866,0.00143286621959023,0.00885005606217496
"MEbrown","Fen","d13C_CO2__",0.142009584890268,0.255361118312299,0.401691646783392
"MEred","Fen","d13C_CO2__",0.106263049027085,0.395770772983084,0.548245093255707
"MEgreen","Fen","d13C_CO2__",0.240679067662005,0.0515771845921155,0.129132174693727
"MEpink","Fen","d13C_CO2__",0.0788328608472655,0.529228037073607,0.655680753896504
"MEyellow","Fen","d13C_CO2__",0.0927938876251437,0.458658002587563,0.594556670020915
"MEgrey","Fen","d13C_CO2__",0.154125375852243,0.216609092882051,0.353304151496938
"MEgreenyellow","Fen","dD_CH4__",-0.17948252591951,0.149301780579427,0.272134859993333
"MEpurple","Fen","dD_CH4__",-0.170445305931502,0.171223504304543,0.298397808331569
"MEturquoise","Fen","dD_CH4__",-0.191764305413004,0.122954959132854,0.2409073124524
"MEblack","Fen","dD_CH4__",-0.0149539159689702,0.905139390514555,0.933044810396125
"MEblue","Fen","dD_CH4__",0.31863873368952,0.00912003516284642,0.0383449901843714
"MEmagenta","Fen","dD_CH4__",0.214026200169228,0.0844207175527284,0.180618726371058
"MEbrown","Fen","dD_CH4__",-0.0195047389800236,0.876470977458699,0.911182699338251
"MEred","Fen","dD_CH4__",-0.141728906275954,0.256311303226392,0.401708884662189
"MEgreen","Fen","dD_CH4__",0.532147571111768,4.25489310699713e-06,6.05781391504677e-05
"MEpink","Fen","dD_CH4__",-0.276573572943361,0.0245755446681438,0.0778650908548387
"MEyellow","Fen","dD_CH4__",0.152422277190564,0.221791278622763,0.360357203178183
"MEgrey","Fen","dD_CH4__",0.265533549114788,0.0311748986746239,0.0907466198121475
"MEgreenyellow","Fen","dD_H2O",-0.297314575535102,0.0153361462923473,0.0557678046994447
"MEpurple","Fen","dD_H2O",-0.219455350113338,0.0766520880435951,0.167676442595364
"MEturquoise","Fen","dD_H2O",-0.397316069812804,0.000955720015607979,0.00612828101611223
"MEblack","Fen","dD_H2O",0.670751890133785,7.19128118183284e-10,2.23728747879244e-08
"MEblue","Fen","dD_H2O",0.327822418694505,0.00720865020246067,0.0323811025137271
"MEmagenta","Fen","dD_H2O",0.6219971328689,2.48272398422499e-08,5.48812670197104e-07
"MEbrown","Fen","dD_H2O",-0.55213555263504,1.54038342761582e-06,2.3961519985135e-05
"MEred","Fen","dD_H2O",-0.470024582945478,6.83647518324159e-05,0.000592024655043601
"MEgreen","Fen","dD_H2O",0.0650390722545745,0.603876344928645,0.721559217268936
"MEpink","Fen","dD_H2O",0.186201010404305,0.13441233720048,0.255444260742993
"MEyellow","Fen","dD_H2O",0.0856589932573449,0.494064064205212,0.624080923206583
"MEgrey","Fen","dD_H2O",-0.130251511218297,0.297226761394828,0.445045418131293
"MEgreenyellow","Fen","d18O_H2O",-0.331816791696661,0.00649345066177411,0.0299697722851113
"MEpurple","Fen","d18O_H2O",-0.310362631773071,0.0112066329627863,0.0448265318511454
"MEturquoise","Fen","d18O_H2O",-0.428914608450436,0.000326524192117825,0.00241388875271135
"MEblack","Fen","d18O_H2O",0.40274529212633,0.00080057198759739,0.0053371465839826
"MEblue","Fen","d18O_H2O",0.309007500384047,0.0115850457081317,0.0454740111907975
"MEmagenta","Fen","d18O_H2O",0.589412624246952,1.92167214947942e-07,3.58712134569493e-06
"MEbrown","Fen","d18O_H2O",-0.0971066830294122,0.437949204633793,0.574808331081854
"MEred","Fen","d18O_H2O",-0.297022528990747,0.0154418430667279,0.0558872763783185
"MEgreen","Fen","d18O_H2O",0.120890416289845,0.333591244267069,0.487333295972762
"MEpink","Fen","d18O_H2O",0.0260319142339042,0.835636073003604,0.885163053370778
"MEyellow","Fen","d18O_H2O",0.262792929947008,0.0330256063489499,0.0936148540231897
"MEgrey","Fen","d18O_H2O",-0.145141790482998,0.244919740489581,0.386715379720391
"MEgreenyellow","Fen","DOC.mM__",-0.308159294783244,0.0118274928289738,0.0457838432089307
"MEpurple","Fen","DOC.mM__",-0.48859241207545,3.15226046677058e-05,0.000298405329533603
"MEturquoise","Fen","DOC.mM__",-0.512158832083152,1.1037633913281e-05,0.000130586091368395
"MEblack","Fen","DOC.mM__",-0.13328355493598,0.286025663513999,0.440121023996522
"MEblue","Fen","DOC.mM__",0.373379471364968,0.00201578822180619,0.0118409937504699
"MEmagenta","Fen","DOC.mM__",-0.0518633498537212,0.679190524105831,0.777344253466852
"MEbrown","Fen","DOC.mM__",0.469103959365037,7.09583172468169e-05,0.000602070570579053
"MEred","Fen","DOC.mM__",0.233978838214162,0.0586412799316026,0.138756831387454
"MEgreen","Fen","DOC.mM__",0.332176734654787,0.00643217299599643,0.0298509686002044
"MEpink","Fen","DOC.mM__",0.229993605793091,0.0632022105786375,0.147001937569077
"MEyellow","Fen","DOC.mM__",0.380268606174032,0.00163541026150444,0.00995467115698353
"MEgrey","Fen","DOC.mM__",-0.0311368020521168,0.803992371616429,0.86694941226932
"MEgreenyellow","Fen","TN.mM__",-0.111101221517685,0.374487570824635,0.526917185079888
"MEpurple","Fen","TN.mM__",-0.170622952514727,0.170771074497267,0.298228071887119
"MEturquoise","Fen","TN.mM__",-0.214815685974902,0.0832538733733145,0.17885742617285
"MEblack","Fen","TN.mM__",0.284077666626551,0.0207992583128475,0.0685152038540859
"MEblue","Fen","TN.mM__",0.0857255719571395,0.493727209834736,0.624080923206583
"MEmagenta","Fen","TN.mM__",0.223612082016892,0.0710977582875745,0.158835417450964
"MEbrown","Fen","TN.mM__",0.0601750904899394,0.63125618057507,0.743568594139566
"MEred","Fen","TN.mM__",0.0124402297382813,0.921028942727011,0.943493063281328
"MEgreen","Fen","TN.mM__",-0.111194572034211,0.374083839042476,0.526917185079888
"MEpink","Fen","TN.mM__",0.205326647487517,0.0981511915998725,0.200600975532586
"MEyellow","Fen","TN.mM__",0.0848027737881646,0.498406776706273,0.627678699300254
"MEgrey","Fen","TN.mM__",-0.168313839938695,0.176720400554913,0.302949258094136
"MEgreenyellow","Fen","Acetate.uM__",0.754546532967147,2.55217834064928e-13,1.12833147691863e-11
"MEpurple","Fen","Acetate.uM__",0.804625074266941,3.98319309639981e-16,2.0911763756099e-14
"MEturquoise","Fen","Acetate.uM__",0.555376320761184,1.29826475594865e-06,2.08544929015988e-05
"MEblack","Fen","Acetate.uM__",-0.52147975675471,7.13004459088591e-06,8.93916038260323e-05
"MEblue","Fen","Acetate.uM__",-0.499010799585476,2.00117582063805e-05,0.000207529344362465
"MEmagenta","Fen","Acetate.uM__",-0.582936366091917,2.81097429672852e-07,5.02386895585523e-06
"MEbrown","Fen","Acetate.uM__",-0.238930031690564,0.0533504564912157,0.131807010154768
"MEred","Fen","Acetate.uM__",-0.244845213448432,0.0475467162626705,0.122513011228967
"MEgreen","Fen","Acetate.uM__",-0.284315956975832,0.0206879257787721,0.0685152038540859
"MEpink","Fen","Acetate.uM__",-0.469210235072274,7.06543479254088e-05,0.000602070570579053
"MEyellow","Fen","Acetate.uM__",-0.495076539765622,2.37991019999721e-05,0.000237991019999721
"MEgrey","Fen","Acetate.uM__",0.042575592671751,0.734285063665097,0.82459819983781
"MEgreenyellow","Fen","Propionate.uM__",-0.181369941453347,0.145000088404459,0.268952858583049
"MEpurple","Fen","Propionate.uM__",-0.175960198202284,0.157582833118873,0.282237910063652
"MEturquoise","Fen","Propionate.uM__",-0.20770736360286,0.0942314667341531,0.194005960923256
"MEblack","Fen","Propionate.uM__",-0.233284177404047,0.0594164978212961,0.139803524285403
"MEblue","Fen","Propionate.uM__",0.555123016619432,1.31581919498183e-06,2.08544929015988e-05
"MEmagenta","Fen","Propionate.uM__",0.505134384379561,1.52145850243497e-05,0.000170403352272717
"MEbrown","Fen","Propionate.uM__",0.551365886549542,1.60380666285939e-06,2.44945017600344e-05
"MEred","Fen","Propionate.uM__",0.394057095917467,0.00106142904684857,0.00675454847994542
"MEgreen","Fen","Propionate.uM__",0.640863428194533,6.79241424105375e-09,1.67812587131916e-07
"MEpink","Fen","Propionate.uM__",-0.00651623194215458,0.958586716423806,0.968968522016844
"MEyellow","Fen","Propionate.uM__",0.261370643637471,0.0340216918852116,0.095579335062133
"MEgrey","Fen","Propionate.uM__",0.376489016460148,0.00183524613293685,0.0108563855751194
"MEgreenyellow","Fen","Formate.uM__",0.681154289376548,3.09474200637165e-10,1.03983331414088e-08
"MEpurple","Fen","Formate.uM__",0.814997294723535,8.25012231731022e-17,4.82180243977258e-15
"MEturquoise","Fen","Formate.uM__",0.0891728201214913,0.476451103577808,0.606473603531089
"MEblack","Fen","Formate.uM__",-0.565286719254371,7.60896839391816e-07,1.25324185311593e-05
"MEblue","Fen","Formate.uM__",-0.650405141532138,3.40709091770072e-09,8.9436136589644e-08
"MEmagenta","Fen","Formate.uM__",-0.635168144357351,1.01386085434751e-08,2.36567532681087e-07
"MEbrown","Fen","Formate.uM__",-0.859208957764287,2.71427900589719e-20,2.84999295619205e-18
"MEred","Fen","Formate.uM__",-0.723401572572925,6.84740745099519e-12,2.61446466310725e-10
"MEgreen","Fen","Formate.uM__",-0.814724003720499,8.61036149959389e-17,4.82180243977258e-15
"MEpink","Fen","Formate.uM__",-0.51630947010062,9.10027838423611e-06,0.000110785997721135
"MEyellow","Fen","Formate.uM__",-0.606009571464078,6.97361865294072e-08,1.42874138255371e-06
"MEgrey","Fen","Formate.uM__",-0.318398729659,0.00917540836554602,0.0383449901843714
"MEgreenyellow","Fen","Sulfate.uM__",-0.32893106976459,0.00700353640560852,0.0316288740898449
"MEpurple","Fen","Sulfate.uM__",-0.415031272703455,0.000530228844287794,0.00372204281677875
"MEturquoise","Fen","Sulfate.uM__",-0.468168036177301,7.36878550673686e-05,0.000618977982565896
"MEblack","Fen","Sulfate.uM__",0.337547885206438,0.00557626004142731,0.0267666529639399
"MEblue","Fen","Sulfate.uM__",0.644666569844725,5.17422802597639e-09,1.31707622479399e-07
"MEmagenta","Fen","Sulfate.uM__",0.790132574024351,3.09132697463569e-15,1.44261925482999e-13
"MEbrown","Fen","Sulfate.uM__",0.109029817047232,0.383513737047236,0.535135447042655
"MEred","Fen","Sulfate.uM__",-0.169186941095217,0.174453414714478,0.301524420494159
"MEgreen","Fen","Sulfate.uM__",0.052291840572917,0.676686074651303,0.776932337477438
"MEpink","Fen","Sulfate.uM__",0.0964856467054573,0.44089846456387,0.577656105289559
"MEyellow","Fen","Sulfate.uM__",0.409928656792789,0.000630385201707866,0.004376227846567
"MEgrey","Fen","Sulfate.uM__",-0.103462109311106,0.408411491470392,0.554304328165971
"MEgreenyellow","Fen","Nitrate.uM__",-0.257866320824504,0.0365833397928943,0.100754116150922
"MEpurple","Fen","Nitrate.uM__",-0.215366317161656,0.0824476291156977,0.178036011458062
"MEturquoise","Fen","Nitrate.uM__",-0.235448186125438,0.0570285474544151,0.136395469281765
"MEblack","Fen","Nitrate.uM__",0.182385642145624,0.142723869447582,0.267100121651268
"MEblue","Fen","Nitrate.uM__",-0.264841953689055,0.0316335262318282,0.0913132715970299
"MEmagenta","Fen","Nitrate.uM__",-0.0415316357321739,0.740568315060091,0.82833207010716
"MEbrown","Fen","Nitrate.uM__",-0.352758922737698,0.00367150989757591,0.0184674749339148
"MEred","Fen","Nitrate.uM__",-0.0162269573615177,0.897105949330699,0.928040637238654
"MEgreen","Fen","Nitrate.uM__",0.513180434793405,1.05280185375128e-05,0.000126336222450154
"MEpink","Fen","Nitrate.uM__",0.568953660544974,6.21643228810518e-07,1.05889269963405e-05
"MEyellow","Fen","Nitrate.uM__",0.14860687590402,0.233713856190285,0.374655799999694
"MEgrey","Fen","Nitrate.uM__",0.0789864655855397,0.528423317010976,0.655650792155421
"MEgreenyellow","Fen","Ammonia.uM__",-0.160819086331638,0.197067201094891,0.329753882310176
"MEpurple","Fen","Ammonia.uM__",-0.149427114701048,0.231114045313908,0.372621493404381
"MEturquoise","Fen","Ammonia.uM__",-0.254699794527064,0.0390341293050545,0.105769898762083
"MEblack","Fen","Ammonia.uM__",0.302356347264524,0.0136070688212169,0.0510265080795632
"MEblue","Fen","Ammonia.uM__",0.428822458783595,0.000327599187867969,0.00241388875271135
