"DepthID","SampleID__","SampleID_old__","Month__","Year__","Date__","Site__","Core__","DepthAvg__","ALD.cm__","WTD.cm_neg_is_below_sfc__","T_air.deg_C","T_soil.deg_C","n_WTD_21d","pct_time_below_WTD_21d","n_WTD_28d","pct_time_below_WTD_28d","n_WTD_july","pct_time_below_WTD_july","n_WTD_growing","pct_time_below_WTD_growing","n_WTD_all_growing","pct_time_below_WTD_all_growing"
"55351696-80a9-408a-9309-a014d19e337b","MainAutochamber.201107_S_3_11to14","201107_S3_11-14",7,2011,"2011-07-12","Sphagnum Autochamber Site",3,12.5,"Below Detection (>90)","-12.0",11.1,NA,11,1,15,0.8,18,0.944444444444444,20,0.85,61,0.704918032786885
"babf95e6-0c15-42d8-b2ed-b0f47b2dec71","MainAutochamber.201207_E_1_1to4","201207_E1_01-04",7,2012,"2012-07-20","Eriophorum Autochamber Site",1,2.5,"Below Detection (>265)","15.0",12.8,"12.4",13,0.923076923076923,16,0.9375,17,0.941176470588235,29,0.931034482758621,39,0.948717948717949
"d783f71e-cdb6-4424-a083-1b6b843eeeea","MainAutochamber.201207_E_1_5to8","201207_E1_05-08",7,2012,"2012-07-20","Eriophorum Autochamber Site",1,6.5,"Below Detection (>265)","15.0",12.8,"12.0",13,0.923076923076923,16,0.9375,17,0.941176470588235,29,0.931034482758621,39,0.948717948717949
"308f22b8-8488-4bfd-ba11-2245a1b94f18","MainAutochamber.201207_E_1_24to27","201207_E1_24-27",7,2012,"2012-07-20","Eriophorum Autochamber Site",1,25.5,"Below Detection (>265)","15.0",12.8,"12.3",13,1,16,1,17,1,29,1,39,1
"86d56b77-9fc5-4a74-96fb-788ad4b2b274","MainAutochamber.201207_E_1_47to50","201207_E1_47-50",7,2012,"2012-07-20","Eriophorum Autochamber Site",1,48.5,"Below Detection (>265)","15.0",12.8,"11.3",13,1,16,1,17,1,29,1,39,1
"267a53e9-d7ed-41cb-9653-1beeed27c5e3","MainAutochamber.201207_E_2_1to4","201207_E2_01-04",7,2012,"2012-07-20","Eriophorum Autochamber Site",2,2.5,"Below Detection (>235)","5.0",13.1,"12.0",13,0.923076923076923,16,0.9375,17,0.941176470588235,29,0.931034482758621,39,0.948717948717949
"43dec11d-6d5e-4480-9bbb-5c5b18037e10","MainAutochamber.201207_E_2_5to8","201207_E2_05-08",7,2012,"2012-07-20","Eriophorum Autochamber Site",2,6.5,"Below Detection (>235)","5.0",13.1,"10.5",13,0.923076923076923,16,0.9375,17,0.941176470588235,29,0.931034482758621,39,0.948717948717949
"3d93af4f-8772-4e2b-853f-ab8177275310","MainAutochamber.201207_E_2_24to27","201207_E2_24-27",7,2012,"2012-07-20","Eriophorum Autochamber Site",2,25.5,"Below Detection (>235)","5.0",13.1,"9.3",13,1,16,1,17,1,29,1,39,1
"9d4aad66-e271-454a-bb2f-901d96b8bc26","MainAutochamber.201207_E_2_47to50","201207_E2_47-50",7,2012,"2012-07-20","Eriophorum Autochamber Site",2,48.5,"Below Detection (>235)","5.0",13.1,"7.3",13,1,16,1,17,1,29,1,39,1
"99fa71a2-e3e4-4eea-a478-f63d5bab6552","MainAutochamber.201207_E_3_1to4","201207_E3_01-04",7,2012,"2012-07-20","Eriophorum Autochamber Site",3,2.5,"Below Detection (>235)","4.0",11.6,"12.7",13,0.923076923076923,16,0.9375,17,0.941176470588235,29,0.931034482758621,39,0.948717948717949
"556a4639-5bdb-4d70-91cc-3067835789b4","MainAutochamber.201207_E_3_5to8","201207_E3_05-08",7,2012,"2012-07-20","Eriophorum Autochamber Site",3,6.5,"Below Detection (>235)","4.0",11.6,"12.7",13,0.923076923076923,16,0.9375,17,0.941176470588235,29,0.931034482758621,39,0.948717948717949
"8df5ce3b-c597-40c2-aa2c-9c9f232b1fbe","MainAutochamber.201207_E_3_24to27","201207_E3_24-27",7,2012,"2012-07-20","Eriophorum Autochamber Site",3,25.5,"Below Detection (>235)","4.0",11.6,"12.2",13,1,16,1,17,1,29,1,39,1
"3734a20c-6a01-451c-9f89-f5c9e6dce6a0","MainAutochamber.201207_E_3_44to47","201207_E3_44-47",7,2012,"2012-07-20","Eriophorum Autochamber Site",3,45.5,"Below Detection (>235)","4.0",11.6,"10.4",13,1,16,1,17,1,29,1,39,1
"d7ca52c3-2e8f-44eb-97b2-6f7de2dae941","MainAutochamber.201207_P_1_1to4","201207_P1_01-04",7,2012,"2012-07-20","Palsa Autochamber Site",1,2.5,"37.0","Not Detected",12.4,"8.3",0,0,0,0,0,0,0,0,0,0
"96eb386b-500a-4fc2-896c-4873caa7f78c","MainAutochamber.201207_P_1_16to19","201207_P1_16-19",7,2012,"2012-07-20","Palsa Autochamber Site",1,17.5,"37.0","Not Detected",12.4,"5.8",0,0,0,0,0,0,0,0,0,0
"e82a814e-6229-478b-b037-32419cbb23dc","MainAutochamber.201207_P_1_32to35","201207_P1_32-35",7,2012,"2012-07-20","Palsa Autochamber Site",1,33.5,"37.0","Not Detected",12.4,"1.1",0,0,0,0,0,0,0,0,0,0
"cfdc2377-e2d2-4ca5-868c-a217eed5c022","MainAutochamber.201207_P_2_1to4","201207_P2_01-04",7,2012,"2012-07-20","Palsa Autochamber Site",2,2.5,"40.0","Not Detected",12.4,"10.9",0,0,0,0,0,0,0,0,0,0
"95896dc9-fc3f-4557-996a-26d402ac3709","MainAutochamber.201207_P_2_18to21","201207_P2_18-21",7,2012,"2012-07-20","Palsa Autochamber Site",2,19.5,"40.0","Not Detected",12.4,"6.4",0,0,0,0,0,0,0,0,0,0
"f22f8236-5613-4206-81f6-febb2632ccea","MainAutochamber.201207_P_2_35to38","201207_P2_35-38",7,2012,"2012-07-20","Palsa Autochamber Site",2,36.5,"40.0","Not Detected",12.4,"1.2",0,0,0,0,0,0,0,0,0,0
"0236e0cf-e3d1-4129-9fa2-1b8d36407245","MainAutochamber.201207_P_3_1to4","201207_P3_01-04",7,2012,"2012-07-20","Palsa Autochamber Site",3,2.5,"33.0","Not Detected",12.8,"8.9",0,0,0,0,0,0,0,0,0,0
"6d8e280a-9ac0-4e1e-b54d-40811241754c","MainAutochamber.201207_P_3_15to18","201207_P3_15-18",7,2012,"2012-07-20","Palsa Autochamber Site",3,16.5,"33.0","Not Detected",12.8,"6.1",0,0,0,0,0,0,0,0,0,0
"1b65fa38-761d-45e8-a7af-ab3ef0f67cf8","MainAutochamber.201207_P_3_30to33","201207_P3_30-33",7,2012,"2012-07-20","Palsa Autochamber Site",3,31.5,"33.0","Not Detected",12.8,"0.8",0,0,0,0,0,0,0,0,0,0
"df9b4f27-fdbe-4ae9-afc9-be37c7942018","MainAutochamber.201207_S_1_1to4","201207_S1_01-04",7,2012,"2012-07-20","Sphagnum Autochamber Site",1,2.5,"135.0","0.0",12.6,"10.7",13,0.307692307692308,16,0.25,17,0.352941176470588,30,0.333333333333333,40,0.4
"8d718615-0fa9-4cd2-9787-3f06de33d32c","MainAutochamber.201207_S_1_5to8","201207_S1_05-08",7,2012,"2012-07-20","Sphagnum Autochamber Site",1,6.5,"135.0","0.0",12.6,"9.5",13,0.461538461538462,16,0.5625,17,0.647058823529412,30,0.766666666666667,40,0.825
"5f69e160-100b-40b3-802e-da4ef3c76020","MainAutochamber.201207_S_1_11to14","201207_S1_11-14",7,2012,"2012-07-20","Sphagnum Autochamber Site",1,12.5,"135.0","0.0",12.6,"9.3",13,1,16,1,17,1,30,1,40,1
"3a29f894-8c80-4d63-833e-fa54d449308e","MainAutochamber.201207_S_1_30to33","201207_S1_30-33",7,2012,"2012-07-20","Sphagnum Autochamber Site",1,31.5,"135.0","0.0",12.6,"4.3",13,1,16,1,17,1,30,1,40,1
"1317e01e-8051-41ac-a5c3-dd566da81908","MainAutochamber.201207_S_2_1to4","201207_S2_01-04",7,2012,"2012-07-20","Sphagnum Autochamber Site",2,2.5,"45.0","3.0",11.8,"11.1",13,0.307692307692308,16,0.25,17,0.352941176470588,30,0.333333333333333,40,0.4
"042e7a06-a8b0-40c3-802c-55454ab818a8","MainAutochamber.201207_S_2_5to8","201207_S2_05-08",7,2012,"2012-07-20","Sphagnum Autochamber Site",2,6.5,"45.0","3.0",11.8,"9.8",13,0.461538461538462,16,0.5625,17,0.647058823529412,30,0.766666666666667,40,0.825
"4b7e94c6-0f43-416b-be5c-dbf963aa183a","MainAutochamber.201207_S_2_11to14","201207_S2_11-14",7,2012,"2012-07-20","Sphagnum Autochamber Site",2,12.5,"45.0","3.0",11.8,"8.1",13,1,16,1,17,1,30,1,40,1
"5f33ac37-0291-4f93-90e4-86ebe895d351","MainAutochamber.201207_S_2_30to33","201207_S2_30-33",7,2012,"2012-07-20","Sphagnum Autochamber Site",2,31.5,"45.0","3.0",11.8,"3.9",13,1,16,1,17,1,30,1,40,1
"a8797759-ddc0-4e63-ac57-cf8752dad167","MainAutochamber.201207_S_3_1to4","201207_S3_01-04",7,2012,"2012-07-20","Sphagnum Autochamber Site",3,2.5,"Below Detection (>160)","0.0",11.6,"11.8",13,0.307692307692308,16,0.25,17,0.352941176470588,30,0.333333333333333,40,0.4
"ef9d6dba-13d2-4b91-a5e4-2c46fff13ee0","MainAutochamber.201207_S_3_11to14","201207_S3_11-14",7,2012,"2012-07-20","Sphagnum Autochamber Site",3,12.5,"Below Detection (>160)","0.0",11.6,"9.1",13,1,16,1,17,1,30,1,40,1
"0c4cbc52-1dc8-4bbb-812d-a255943eeef4","MainAutochamber.201207_S_3_30to33","201207_S3_30-33",7,2012,"2012-07-20","Sphagnum Autochamber Site",3,31.5,"Below Detection (>160)","0.0",11.6,"6.7",13,1,16,1,17,1,30,1,40,1
"40c68bbb-f0c5-4093-8e45-6c1b6b358fc7","MainAutochamber.201307_E_1_1to5","201307_E1_01-05",7,2013,"2013-07-24","Eriophorum Autochamber Site",1,3,"Not Measured","0.0",NA,"11.6",13,1,17,1,19,1,30,1,60,1
"57a4f8c1-d6c0-44b9-a8ef-0586ece7973e","MainAutochamber.201307_E_1_5to9","201307_E1_05-09",7,2013,"2013-07-24","Eriophorum Autochamber Site",1,7,"Not Measured","0.0",NA,"11.2",13,1,17,1,19,1,30,1,60,1
"54e9c047-47ab-4a50-b9f4-314b3d9ebaac","MainAutochamber.201307_E_1_10to14","201307_E1_10-14",7,2013,"2013-07-24","Eriophorum Autochamber Site",1,12,"Not Measured","0.0",NA,"10.2",13,1,17,1,19,1,30,1,60,1
"a777f971-10de-4565-ae9f-53211e76d1d3","MainAutochamber.201307_E_1_20to24","201307_E1_20-24",7,2013,"2013-07-24","Eriophorum Autochamber Site",1,22,"Not Measured","0.0",NA,"8",13,1,17,1,19,1,30,1,60,1
"df3259c1-d5be-457a-b6d4-e066289ac6fe","MainAutochamber.201307_E_1_30to34","201307_E1_30-34",7,2013,"2013-07-24","Eriophorum Autochamber Site",1,32,"Not Measured","0.0",NA,"7.4",13,1,17,1,19,1,30,1,60,1
"c761674d-a491-4b0a-95a1-acf82e8fb02d","MainAutochamber.201307_E_1_40to44","201307_E1_40-44",7,2013,"2013-07-24","Eriophorum Autochamber Site",1,42,"Not Measured","0.0",NA,"6.8",13,1,17,1,19,1,30,1,60,1
"64d2e7e6-e949-46e8-85e2-be795110829a","MainAutochamber.201307_E_2_1to5","201307_E2_01-05",7,2013,"2013-07-24","Eriophorum Autochamber Site",2,3,"Not Measured","Not Measured",NA,NA,13,1,17,1,19,1,30,1,60,1
"dc901d63-9bb5-4847-a097-ac10806602fd","MainAutochamber.201307_E_2_5to9","201307_E2_05-09",7,2013,"2013-07-24","Eriophorum Autochamber Site",2,7,"Not Measured","Not Measured",NA,NA,13,1,17,1,19,1,30,1,60,1
"ceca8275-e9ee-4c53-b0ec-0bd5dcb800fc","MainAutochamber.201307_E_2_10to14","201307_E2_10-14",7,2013,"2013-07-24","Eriophorum Autochamber Site",2,12,"Not Measured","Not Measured",NA,NA,13,1,17,1,19,1,30,1,60,1
"9d8d8750-ccf3-4535-890d-47dcf9e5b0af","MainAutochamber.201307_E_2_20to24","201307_E2_20-24",7,2013,"2013-07-24","Eriophorum Autochamber Site",2,22,"Not Measured","Not Measured",NA,NA,13,1,17,1,19,1,30,1,60,1
"e5bd3bf0-7070-4d53-b79f-0fc178a922d2","MainAutochamber.201307_E_2_30to34","201307_E2_30-34",7,2013,"2013-07-24","Eriophorum Autochamber Site",2,32,"Not Measured","Not Measured",NA,NA,13,1,17,1,19,1,30,1,60,1
"c586187f-5891-4412-a2e8-30180fbdfb89","MainAutochamber.201307_E_2_40to44","201307_E2_40-44",7,2013,"2013-07-24","Eriophorum Autochamber Site",2,42,"Not Measured","Not Measured",NA,NA,13,1,17,1,19,1,30,1,60,1
"4c76484d-687b-40fd-8b65-1206b613bba2","MainAutochamber.201307_E_3_1to5","201307_E3_01-05",7,2013,"2013-07-24","Eriophorum Autochamber Site",3,3,"Not Measured","-2.0",NA,"15.8",13,1,17,1,19,1,30,1,60,1
"73e9d7b5-bf2d-4719-9cdb-114acfc63db4","MainAutochamber.201307_E_3_5to9","201307_E3_05-09",7,2013,"2013-07-24","Eriophorum Autochamber Site",3,7,"Not Measured","-2.0",NA,"13.8",13,1,17,1,19,1,30,1,60,1
"66792575-97b3-443f-b439-f916d040b46d","MainAutochamber.201307_E_3_10to14","201307_E3_10-14",7,2013,"2013-07-24","Eriophorum Autochamber Site",3,12,"Not Measured","-2.0",NA,"12.6",13,1,17,1,19,1,30,1,60,1
"76e88b05-2653-46b2-bd42-912524b7d977","MainAutochamber.201307_E_3_20to24","201307_E3_20-24",7,2013,"2013-07-24","Eriophorum Autochamber Site",3,22,"Not Measured","-2.0",NA,"11.4",13,1,17,1,19,1,30,1,60,1
"bf8ab540-1843-4a33-a49c-f3ee1265f589","MainAutochamber.201307_E_3_30to34","201307_E3_30-34",7,2013,"2013-07-24","Eriophorum Autochamber Site",3,32,"Not Measured","-2.0",NA,"11",13,1,17,1,19,1,30,1,60,1
"b38ca393-1b3a-4b77-84ab-505fa242d4c3","MainAutochamber.201307_E_3_40to44","201307_E3_40-44",7,2013,"2013-07-24","Eriophorum Autochamber Site",3,42,"Not Measured","-2.0",NA,"10.7",13,1,17,1,19,1,30,1,60,1
"af950130-4280-4355-8d4e-349c5608e3a1","MainAutochamber.201307_P_1_30to34","201307_P1_30-34",7,2013,"2013-07-25","Palsa Autochamber Site",1,32,"42.0","Not Detected",NA,"2.2",0,0,0,0,0,0,0,0,0,0
"10cfac3b-2c6a-4fe1-8468-cab92006cacb","MainAutochamber.201307_P_3_5to9","201307_P3_05-09",7,2013,"2013-07-25","Palsa Autochamber Site",3,7,"44.0","Not Detected",NA,NA,0,0,0,0,0,0,0,0,0,0
"8d5abda5-a0c6-4914-beac-5fe57bb9d8eb","MainAutochamber.201307_P_3_30to34","201307_P3_30-34",7,2013,"2013-07-25","Palsa Autochamber Site",3,32,"44.0","Not Detected",NA,NA,0,0,0,0,0,0,0,0,0,0
"3c9b6f60-10d7-4cd5-8255-17dcd582f905","MainAutochamber.201307_S_1_1to5","201307_S1_01-05",7,2013,"2013-07-25","Sphagnum Autochamber Site",1,3,"78.0","-7.0",NA,"14.8",13,0.230769230769231,17,0.235294117647059,19,0.210526315789474,31,0.129032258064516,60,0.1
"d4f628bf-8412-4e62-a4c3-716f8cedccd5","MainAutochamber.201307_S_1_5to9","201307_S1_05-09",7,2013,"2013-07-25","Sphagnum Autochamber Site",1,7,"78.0","-7.0",NA,"13",13,0.846153846153846,17,0.705882352941177,19,0.631578947368421,31,0.419354838709677,60,0.35
"5337b476-0d25-47dc-9546-a9158d54a523","MainAutochamber.201307_S_1_10to14","201307_S1_10-14",7,2013,"2013-07-25","Sphagnum Autochamber Site",1,12,"78.0","-7.0",NA,"8.8",13,1,17,1,19,1,31,0.870967741935484,60,0.733333333333333
"25419e14-63bc-4ee8-8e28-5fb98d559840","MainAutochamber.201307_S_1_20to24","201307_S1_20-24",7,2013,"2013-07-25","Sphagnum Autochamber Site",1,22,"78.0","-7.0",NA,"6.4",13,1,17,1,19,1,31,1,60,1
"905b6f98-95b0-47fc-8f02-a63ce7bcb7d5","MainAutochamber.201307_S_1_30to34","201307_S1_30-34",7,2013,"2013-07-25","Sphagnum Autochamber Site",1,32,"78.0","-7.0",NA,"4.8",13,1,17,1,19,1,31,1,60,1
"d8c7a8a9-01a5-4621-ae99-909400996e33","MainAutochamber.201307_S_1_40to44","201307_S1_40-44",7,2013,"2013-07-25","Sphagnum Autochamber Site",1,42,"78.0","-7.0",NA,"3.9",13,1,17,1,19,1,31,1,60,1
"9f361940-f26d-4ab1-846d-166962f63f25","MainAutochamber.201307_S_2_1to5","201307_S2_01-05",7,2013,"2013-07-25","Sphagnum Autochamber Site",2,3,"78.0","-7.0",NA,"15.7",13,0.230769230769231,17,0.235294117647059,19,0.210526315789474,31,0.129032258064516,60,0.1
"a610a46d-470e-4d0d-9b19-ee1ec08349e6","MainAutochamber.201307_S_2_5to9","201307_S2_05-09",7,2013,"2013-07-25","Sphagnum Autochamber Site",2,7,"78.0","-7.0",NA,"12.5",13,0.846153846153846,17,0.705882352941177,19,0.631578947368421,31,0.419354838709677,60,0.35
"097b7aff-be97-4233-88e6-8af097941f10","MainAutochamber.201307_S_2_10to14","201307_S2_10-14",7,2013,"2013-07-25","Sphagnum Autochamber Site",2,12,"78.0","-7.0",NA,"10.4",13,1,17,1,19,1,31,0.870967741935484,60,0.733333333333333
"f99c1d17-d69a-4070-aa92-f2c5243490ef","MainAutochamber.201307_S_2_20to24","201307_S2_20-24",7,2013,"2013-07-25","Sphagnum Autochamber Site",2,22,"78.0","-7.0",NA,"8.7",13,1,17,1,19,1,31,1,60,1
"7854405e-d661-4937-949b-2b888b15a3b3","MainAutochamber.201307_S_2_30to34","201307_S2_30-34",7,2013,"2013-07-25","Sphagnum Autochamber Site",2,32,"78.0","-7.0",NA,"7.4",13,1,17,1,19,1,31,1,60,1
"f8952099-00c9-4d8b-ae45-23170b460581","MainAutochamber.201307_S_3_1to5","201307_S3_01-05",7,2013,"2013-07-25","Sphagnum Autochamber Site",3,3,"Not Measured","Not Measured",NA,NA,13,0.230769230769231,17,0.235294117647059,19,0.210526315789474,31,0.129032258064516,60,0.1
"2eb279fa-7101-44b9-81e4-c2a68c6a804c","MainAutochamber.201307_S_3_5to9","201307_S3_05-09",7,2013,"2013-07-25","Sphagnum Autochamber Site",3,7,"Not Measured","Not Measured",NA,NA,13,0.846153846153846,17,0.705882352941177,19,0.631578947368421,31,0.419354838709677,60,0.35
"fc2cccfa-b717-439d-804f-21d603309ec3","MainAutochamber.201307_S_3_10to14","201307_S3_10-14",7,2013,"2013-07-25","Sphagnum Autochamber Site",3,12,"Not Measured","Not Measured",NA,NA,13,1,17,1,19,1,31,0.870967741935484,60,0.733333333333333
"c483cc73-c162-40e6-93db-7602534d6c25","MainAutochamber.201307_S_3_20to24","201307_S3_20-24",7,2013,"2013-07-25","Sphagnum Autochamber Site",3,22,"Not Measured","Not Measured",NA,NA,13,1,17,1,19,1,31,1,60,1
"a3c3c015-ad42-4389-a8d0-1789e70454b3","MainAutochamber.201307_S_3_30to34","201307_S3_30-34",7,2013,"2013-07-25","Sphagnum Autochamber Site",3,32,"Not Measured","Not Measured",NA,NA,13,1,17,1,19,1,31,1,60,1
"22b3bb9a-8bda-4d79-a7ea-db2af96e75b5","MainAutochamber.201307_S_3_40to44","201307_S3_40-44",7,2013,"2013-07-25","Sphagnum Autochamber Site",3,42,"Not Measured","Not Measured",NA,NA,13,1,17,1,19,1,31,1,60,1
"62b95ebd-0867-4c12-a8a0-940c3a6649a3","MainAutochamber.201407_E_1_1to5","201407_E1_01-05",7,2014,"2014-07-17","Eriophorum Autochamber Site",1,3,"Below Detection (>100)","0.0",14,"16.7",5,1,8,1,6,1,16,1,30,1
"4e51fadc-e6ed-4042-bf96-1b566a1f5c32","MainAutochamber.201407_E_1_5to9","201407_E1_05-09",7,2014,"2014-07-17","Eriophorum Autochamber Site",1,7,"Below Detection (>100)","0.0",14,"16.9",5,1,8,1,6,1,16,1,30,1
"0735295e-abf9-4f92-8673-201d5f12ddbc","MainAutochamber.201407_E_1_20to24","201407_E1_20-24",7,2014,"2014-07-17","Eriophorum Autochamber Site",1,22,"Below Detection (>100)","0.0",14,"16.5",5,1,8,1,6,1,16,1,30,1
"e3124c34-4b0b-493f-943c-b0b8637aea63","MainAutochamber.201407_E_1_30to34","201407_E1_30-34",7,2014,"2014-07-17","Eriophorum Autochamber Site",1,32,"Below Detection (>100)","0.0",14,"15.8",5,1,8,1,6,1,16,1,30,1
"23ce5142-c3cd-42ce-93e3-67ee42d65d26","MainAutochamber.201407_E_2_1to5","201407_E2_01-05",7,2014,"2014-07-17","Eriophorum Autochamber Site",2,3,"Below Detection (>100)","Not Measured",14,"14.8",5,1,8,1,6,1,16,1,30,1
"a5d8ba10-7a85-44eb-aad4-01dd0ce950f9","MainAutochamber.201407_E_2_5to9","201407_E2_05-09",7,2014,"2014-07-17","Eriophorum Autochamber Site",2,7,"Below Detection (>100)","Not Measured",14,"14.8",5,1,8,1,6,1,16,1,30,1
