AGF29467_nxrB_Nitrospina_gracilis	NxrB; d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__; s__
UniRef90_A0A0C2V936	narH_nxrB
UniRef90_A0A0C2ZPM6	narH_nxrB
UniRef90_A0A0C3MYY7	narH_nxrB
UniRef90_A0A0C3N6S8	narH_nxrB
UniRef90_A0A0C4Y8A0	narH_nxrB
UniRef90_A0A0C4YAC3	narH_nxrB
UniRef90_A0A0C5CJC9	narH_nxrB
UniRef90_A0A0D0HF97	narH_nxrB
UniRef90_A0A0D1KCD0	narH_nxrB
UniRef90_A0A0D1KSC2	narH_nxrB
UniRef90_A0A0D6JL16	narH_nxrB
UniRef90_A0A0D6QF83	narH_nxrB
UniRef90_A0A0D7F4X3	narH_nxrB
UniRef90_A0A0D7LWQ1	narH_nxrB
UniRef90_A0A0D8HX84	narH_nxrB
UniRef90_A0A0F1AMP0	narH_nxrB
UniRef90_A0A0F2IVH3	narH_nxrB
UniRef90_A0A0F2QYW4	narH_nxrB
UniRef90_A0A0F3GW20	narH_nxrB
UniRef90_A0A0F3ZQ27	narH_nxrB
UniRef90_A0A0F6PKZ4	narH_nxrB
UniRef90_A0A0F6R1C6	narH_nxrB
UniRef90_A0A0F6TAV9	narH_nxrB
UniRef90_A0A0F7HIE3	narH_nxrB
UniRef90_A0A0F7HIY3	narH_nxrB
UniRef90_A0A0F7JUV8	narH_nxrB
UniRef90_A0A0F7PGF0	narH_nxrB
UniRef90_A0A0F8YTD2	narH_nxrB
UniRef90_A0A0F8ZLN8	narH_nxrB
UniRef90_A0A0F8ZTF8	narH_nxrB
UniRef90_A0A0F9AYN1	narH_nxrB
UniRef90_A0A0F9DK51	narH_nxrB
UniRef90_A0A0F9E2P9	narH_nxrB
UniRef90_A0A0F9H6X1	narH_nxrB
UniRef90_A0A0F9JBL8	narH_nxrB
UniRef90_A0A0F9JNT1	narH_nxrB
UniRef90_A0A0F9KEW7	narH_nxrB
UniRef90_A0A0G3HFZ4	narH_nxrB
UniRef90_A0A0H2KH28	narH_nxrB
UniRef90_A0A0H2KLP7	narH_nxrB
UniRef90_A0A0I9TS98	narH_nxrB
UniRef90_A0A0J0FX53	narH_nxrB
UniRef90_A0A0J1NER1	narH_nxrB
UniRef90_A0A0J5VZR3	narH_nxrB
UniRef90_A0A0J6MGF7	narH_nxrB
UniRef90_A0A0J7J916	narH_nxrB
UniRef90_A0A0K2YL06	narH_nxrB
UniRef90_A0A0K6ICX0	narH_nxrB
UniRef90_A0A0K6IT77	narH_nxrB
UniRef90_A0A0K8Q8F6	narH_nxrB
UniRef90_A0A0K8QQQ8	narH_nxrB
UniRef90_A0A0K9HQ64	narH_nxrB
UniRef90_A0A0K9XB30	narH_nxrB
UniRef90_A0A0L0AQU5	narH_nxrB
UniRef90_A0A0L0GPW4	narH_nxrB
UniRef90_A0A0L0QUU1	narH_nxrB
UniRef90_A0A0L7T891	narH_nxrB
UniRef90_A0A0L8ETU1	narH_nxrB
UniRef90_A0A0M0KDA1	narH_nxrB
UniRef90_A0A0M2H324	narH_nxrB
UniRef90_A0A0M2N9G1	narH_nxrB
UniRef90_A0A0M2U7X6	narH_nxrB
UniRef90_A0A0M2UR05	narH_nxrB
UniRef90_A0A0M2UUT4	narH_nxrB
UniRef90_A0A0M2VJN2	narH_nxrB
UniRef90_A0A0M3T9Q6	narH_nxrB
UniRef90_A0A0M4H6R2	narH_nxrB
UniRef90_A0A0M4NJP2	narH_nxrB
UniRef90_A0A0M6XT23	narH_nxrB
UniRef90_A0A0M7FTG2	narH_nxrB
UniRef90_A0A0M8KMK5	narH_nxrB
UniRef90_A0A0M8QY60	narH_nxrB
UniRef90_A0A0M8WKQ5	narH_nxrB
UniRef90_A0A0N1JSD2	narH_nxrB
UniRef90_A0A0N7LUV3	narH_nxrB
UniRef90_A0A0N8PND1	narH_nxrB
UniRef90_A0A0N9VX04	narH_nxrB
UniRef90_A0A0P0MJG7	narH_nxrB
UniRef90_A0A0P8AIA0	narH_nxrB
UniRef90_A0A0P9CWU9	narH_nxrB
UniRef90_A0A0Q4N320	narH_nxrB
UniRef90_A0A0Q6U2F6	narH_nxrB
UniRef90_A0A0Q7SUR6	narH_nxrB
UniRef90_A0A0Q9MB64	narH_nxrB
UniRef90_A0A0Q9QRB6	narH_nxrB
UniRef90_A0A0Q9R293	narH_nxrB
UniRef90_A0A0R1H6W1	narH_nxrB
UniRef90_A0A0S4TWA6	narH_nxrB
UniRef90_A0A0S4XLF9	narH_nxrB
UniRef90_A0A0S7YLK8	narH_nxrB
UniRef90_A0A0S8DFC4	narH_nxrB
UniRef90_A0A0T5ZIB4	narH_nxrB
UniRef90_A0A0T5ZVC5	narH_nxrB
UniRef90_A0A0T6A1I5	narH_nxrB
UniRef90_A0A0T6A1R6	narH_nxrB
UniRef90_A0A0T6A334	narH_nxrB
UniRef90_A0A0T6A9V7	narH_nxrB
UniRef90_A0A0T6AA10	narH_nxrB
UniRef90_A0A0T6AIR5	narH_nxrB
UniRef90_A0A0T6AR70	narH_nxrB
UniRef90_A0A0T6W2P9	narH_nxrB
UniRef90_A0A0U1HSW1	narH_nxrB
UniRef90_A0A0U1MSV9	narH_nxrB
UniRef90_A0A0U3B8K7	narH_nxrB
UniRef90_A0A0U5C547	narH_nxrB
UniRef90_A0A0U5L606	narH_nxrB
UniRef90_A0A0V0PRB6	narH_nxrB
UniRef90_A0A0V9J6B4	narH_nxrB
UniRef90_A0A0W7X5I2	narH_nxrB
UniRef90_A0A0W8G1F3	narH_nxrB
UniRef90_A0A0W8IED0	narH_nxrB
UniRef90_A0A0X3WM63	narH_nxrB
UniRef90_A0A0X4EMI1	narH_nxrB
UniRef90_A0A0X7JG06	narH_nxrB
UniRef90_A0A0X8JCR4	narH_nxrB
UniRef90_A0A100XGK1	narH_nxrB
UniRef90_A0A101BEH4	narH_nxrB
UniRef90_A0A101V6Y1	narH_nxrB
UniRef90_A0A101WZ76	narH_nxrB
UniRef90_A0A101XRV2	narH_nxrB
UniRef90_A0A102LRG8	narH_nxrB
UniRef90_A0A109CF93	narH_nxrB
UniRef90_A0A109W4S2	narH_nxrB
UniRef90_A0A117KHQ7	narH_nxrB
UniRef90_A0A117PEL0	narH_nxrB
UniRef90_A0A124HFC6	narH_nxrB
UniRef90_A0A125P022	narH_nxrB
UniRef90_A0A127FAV4	narH_nxrB
UniRef90_A0A127FD45	narH_nxrB
UniRef90_A0A132N9F7	narH_nxrB
UniRef90_A0A133QW30	narH_nxrB
UniRef90_A0A135HNT8	narH_nxrB
UniRef90_A0A135L4C5	narH_nxrB
UniRef90_A0A136KC20	narH_nxrB
UniRef90_A0A136L8S7	narH_nxrB
UniRef90_A0A136MCX1	narH_nxrB
UniRef90_A0A136MLR5	narH_nxrB
UniRef90_A0A139C606	narH_nxrB
UniRef90_A0A140GPN5	narH_nxrB
UniRef90_A0A142KIK5	narH_nxrB
UniRef90_A0A143B9Q9	narH_nxrB
UniRef90_A0A143HTQ3	narH_nxrB
UniRef90_A0A148N502	narH_nxrB
UniRef90_A0A148NBX2	narH_nxrB
UniRef90_A0A149V6M4	narH_nxrB
UniRef90_A0A150LEW2	narH_nxrB
UniRef90_A0A151BWQ3	narH_nxrB
UniRef90_A0A157RHH4	narH_nxrB
UniRef90_A0A160P4R0	narH_nxrB
UniRef90_A0A163PVZ5	narH_nxrB
UniRef90_A0A165YXA5	narH_nxrB
UniRef90_A0A167DWS3	narH_nxrB
UniRef90_A0A176RU93	narH_nxrB
UniRef90_A0A178A148	narH_nxrB
UniRef90_A0A178PIZ7	narH_nxrB
UniRef90_A0A181XDH9	narH_nxrB
UniRef90_A0A198X1S8	narH_nxrB
UniRef90_A0A1A0ME12	narH_nxrB
UniRef90_A0A1A3JK33	narH_nxrB
UniRef90_A0A1A3MYI0	narH_nxrB
UniRef90_A0A1A6DWP9	narH_nxrB
UniRef90_A0A1B1AHH6	narH_nxrB
UniRef90_A0A1B3LIU3	narH_nxrB
UniRef90_A0A1B3NMK8	narH_nxrB
UniRef90_A0A1B3PP12	narH_nxrB
UniRef90_A0A1B7HWG1	narH_nxrB
UniRef90_A0A1B7LHW6	narH_nxrB
UniRef90_A0A1C3K2Q2	narH_nxrB
UniRef90_A0A1C3Q1K1	narH_nxrB
UniRef90_A0A1C3SEM8	narH_nxrB
UniRef90_A0A1C5H265	narH_nxrB
UniRef90_A0A1C5J6P2	narH_nxrB
UniRef90_A0A1C6LXY6	narH_nxrB
UniRef90_A0A1C7HHJ2	narH_nxrB
UniRef90_A0A1D2QI56	narH_nxrB
UniRef90_A0A1D2QQT4	narH_nxrB
UniRef90_A0A1D2TKD1	narH_nxrB
UniRef90_A0A1D2TTY5	narH_nxrB
UniRef90_A0A1D2YWK1	narH_nxrB
UniRef90_A0A1D7QT18	narH_nxrB
UniRef90_A0A1D7TP11	narH_nxrB
UniRef90_A0A1D8ILW1	narH_nxrB
UniRef90_A0A1D8T499	narH_nxrB
UniRef90_A0A1D9BCL4	narH_nxrB
UniRef90_A0A1D9BFJ7	narH_nxrB
UniRef90_A0A1D9ML91	narH_nxrB
UniRef90_A0A1E2VBG9	narH_nxrB
UniRef90_A0A1E3R8H4	narH_nxrB
UniRef90_A0A1E3S8R5	narH_nxrB
UniRef90_A0A1E3TD86	narH_nxrB
UniRef90_A0A1E3XG64	narH_nxrB
UniRef90_A0A1E4E7K6	narH_nxrB
UniRef90_A0A1E4F5A3	narH_nxrB
UniRef90_A0A1E4LUP7	narH_nxrB
UniRef90_A0A1E4M085	narH_nxrB
UniRef90_A0A1E4QRQ2	narH_nxrB
UniRef90_A0A1E9A7Y1	narH_nxrB
UniRef90_A0A1F2QYT7	narH_nxrB
UniRef90_A0A1F2R6L6	narH_nxrB
UniRef90_A0A1F2RQC1	narH_nxrB
UniRef90_A0A1F2RW38	narH_nxrB
UniRef90_A0A1F2RW79	narH_nxrB
UniRef90_A0A1F2SHC3	narH_nxrB
UniRef90_A0A1F2T800	narH_nxrB
UniRef90_A0A1F2TFM2	narH_nxrB
UniRef90_A0A1F2TRT0	narH_nxrB
UniRef90_A0A1F2TVT3	narH_nxrB
UniRef90_A0A1F2XUL1	narH_nxrB
UniRef90_A0A1F2YDQ4	narH_nxrB
UniRef90_A0A1F2ZP90	narH_nxrB
UniRef90_A0A1F3AJ92	narH_nxrB
UniRef90_A0A1F3BGW5	narH_nxrB
UniRef90_A0A1F3NTX9	narH_nxrB
UniRef90_A0A1F3P2Z8	narH_nxrB
UniRef90_A0A1F3Q529	narH_nxrB
UniRef90_A0A1F3QA45	narH_nxrB
UniRef90_A0A1F3SRJ5	narH_nxrB
UniRef90_A0A1F3SUU6	narH_nxrB
UniRef90_A0A1F3YBD8	narH_nxrB
UniRef90_A0A1F4AQL2	narH_nxrB
UniRef90_A0A1F4B370	narH_nxrB
UniRef90_A0A1F4B3L8	narH_nxrB
UniRef90_A0A1F4CN53	narH_nxrB
UniRef90_A0A1F4DAA3	narH_nxrB
UniRef90_A0A1F4DYE7	narH_nxrB
UniRef90_A0A1F4EXL5	narH_nxrB
UniRef90_A0A1F4HGD5	narH_nxrB
UniRef90_A0A1F4QH84	narH_nxrB
UniRef90_A0A1F5YWP0	narH_nxrB
UniRef90_A0A1F6D4K5	narH_nxrB
UniRef90_A0A1F6LSV9	narH_nxrB
UniRef90_A0A1F6QDY2	narH_nxrB
UniRef90_A0A1F6T0S7	narH_nxrB
UniRef90_A0A1F6TXA3	narH_nxrB
UniRef90_A0A1F6TZE2	narH_nxrB
UniRef90_A0A1F7L5D9	narH_nxrB
UniRef90_A0A1F7LB68	narH_nxrB
UniRef90_A0A1F7LN90	narH_nxrB
UniRef90_A0A1F7PVW8	narH_nxrB
UniRef90_A0A1F7RLV3	narH_nxrB
UniRef90_A0A1F7SMV2	narH_nxrB
UniRef90_A0A1F7SZG8	narH_nxrB
UniRef90_A0A1F8LHH0	narH_nxrB
UniRef90_A0A1F8QAE5	narH_nxrB
UniRef90_A0A1F8RDK2	narH_nxrB
UniRef90_A0A1F8RJD5	narH_nxrB
UniRef90_A0A1F8RWA9	narH_nxrB
UniRef90_A0A1F8RWD5	narH_nxrB
UniRef90_A0A1F8SFH0	narH_nxrB
UniRef90_A0A1F8T342	narH_nxrB
UniRef90_A0A1F8T9S8	narH_nxrB
UniRef90_A0A1F8WNG3	narH_nxrB
UniRef90_A0A1F8X6Y9	narH_nxrB
UniRef90_A0A1F8XEY5	narH_nxrB
UniRef90_A0A1F8XVC1	narH_nxrB
UniRef90_A0A1F8YBW1	narH_nxrB
UniRef90_A0A1F9CFC9	narH_nxrB
UniRef90_A0A1F9E7H8	narH_nxrB
UniRef90_A0A1F9ETC5	narH_nxrB
UniRef90_A0A1F9FHH4	narH_nxrB
UniRef90_A0A1F9FRD8	narH_nxrB
UniRef90_A0A1F9FRL5	narH_nxrB
UniRef90_A0A1F9GKQ2	narH_nxrB
UniRef90_A0A1F9H9C8	narH_nxrB
UniRef90_A0A1F9HVK3	narH_nxrB
UniRef90_A0A1F9IKU7	narH_nxrB
UniRef90_A0A1F9KEE6	narH_nxrB
UniRef90_A0A1F9KUQ1	narH_nxrB
UniRef90_A0A1F9LQP8	narH_nxrB
UniRef90_A0A1F9QXK5	narH_nxrB
UniRef90_A0A1F9U2N7	narH_nxrB
UniRef90_A0A1F9U966	narH_nxrB
UniRef90_A0A1F9UDY2	narH_nxrB
UniRef90_A0A1F9V773	narH_nxrB
UniRef90_A0A1F9VN21	narH_nxrB
UniRef90_A0A1F9Z596	narH_nxrB
UniRef90_A0A1F9ZAE2	narH_nxrB
UniRef90_A0A1G0AHF8	narH_nxrB
UniRef90_A0A1G0JXA1	narH_nxrB
UniRef90_A0A1G0K7L3	narH_nxrB
UniRef90_A0A1G0KCC8	narH_nxrB
UniRef90_A0A1G0SCS3	narH_nxrB
UniRef90_A0A1G0X569	narH_nxrB
UniRef90_A0A1G1CDY5	narH_nxrB
UniRef90_A0A1G1EB73	narH_nxrB
UniRef90_A0A1G1EH21	narH_nxrB
UniRef90_A0A1G1EH42	narH_nxrB
UniRef90_A0A1G1H0P2	narH_nxrB
UniRef90_A0A1G1HT37	narH_nxrB
UniRef90_A0A1G1HTJ1	narH_nxrB
UniRef90_A0A1G1I197	narH_nxrB
UniRef90_A0A1G1ITM2	narH_nxrB
UniRef90_A0A1G1K3N7	narH_nxrB
UniRef90_A0A1G1KCN5	narH_nxrB
UniRef90_A0A1G1KJZ5	narH_nxrB
UniRef90_A0A1G1LDA5	narH_nxrB
UniRef90_A0A1G1LH06	narH_nxrB
UniRef90_A0A1G1LQV7	narH_nxrB
UniRef90_A0A1G1M5W2	narH_nxrB
UniRef90_A0A1G1N1R3	narH_nxrB
UniRef90_A0A1G1NN65	narH_nxrB
UniRef90_A0A1G1NTU4	narH_nxrB
UniRef90_A0A1G1P775	narH_nxrB
UniRef90_A0A1G1R3M5	narH_nxrB
UniRef90_A0A1G2WNY7	narH_nxrB
UniRef90_A0A1G2ZHK8	narH_nxrB
UniRef90_A0A1G3ABK6	narH_nxrB
UniRef90_A0A1G3B2A7	narH_nxrB
UniRef90_A0A1G3HFJ7	narH_nxrB
UniRef90_A0A1G3ISS8	narH_nxrB
UniRef90_A0A1G5F864	narH_nxrB
UniRef90_A0A1G5Q9J9	narH_nxrB
UniRef90_A0A1G5VRJ8	narH_nxrB
UniRef90_A0A1G6C9I2	narH_nxrB
UniRef90_A0A1G6PQ56	narH_nxrB
UniRef90_A0A1G6TGF3	narH_nxrB
UniRef90_A0A1G7D8J6	narH_nxrB
UniRef90_A0A1G7NSF7	narH_nxrB
UniRef90_A0A1G8AIR6	narH_nxrB
UniRef90_A0A1G8DZP8	narH_nxrB
UniRef90_A0A1G8N153	narH_nxrB
UniRef90_A0A1G9A3F4	narH_nxrB
UniRef90_A0A1G9JGM1	narH_nxrB
UniRef90_A0A1G9LW22	narH_nxrB
UniRef90_A0A1G9YLW6	narH_nxrB
UniRef90_A0A1H0SZG2	narH_nxrB
UniRef90_A0A1H1H086	narH_nxrB
UniRef90_A0A1H1P8M6	narH_nxrB
UniRef90_A0A1H1P8T9	narH_nxrB
UniRef90_A0A1H2PTR6	narH_nxrB
UniRef90_A0A1H3SYB2	narH_nxrB
UniRef90_A0A1H3ZLX7	narH_nxrB
UniRef90_A0A1H4BQB2	narH_nxrB
UniRef90_A0A1H4DQ64	narH_nxrB
UniRef90_A0A1H4HR58	narH_nxrB
UniRef90_A0A1H4U7B3	narH_nxrB
UniRef90_A0A1H5TD21	narH_nxrB
UniRef90_A0A1H6N009	narH_nxrB
UniRef90_A0A1H7G7X3	narH_nxrB
UniRef90_A0A1H8J4M3	narH_nxrB
UniRef90_A0A1H8NCC3	narH_nxrB
UniRef90_A0A1H8UQL3	narH_nxrB
UniRef90_A0A1H9S1D3	narH_nxrB
UniRef90_A0A1H9U1P9	narH_nxrB
UniRef90_A0A1I0KSJ1	narH_nxrB
UniRef90_A0A1I0YBI7	narH_nxrB
UniRef90_A0A1I1HQC2	narH_nxrB
UniRef90_A0A1I2AK05	narH_nxrB
UniRef90_A0A1I2E688	narH_nxrB
UniRef90_A0A1I2MNR6	narH_nxrB
UniRef90_A0A1I2ZS70	narH_nxrB
UniRef90_A0A1I3DN54	narH_nxrB
UniRef90_A0A1I4VAK4	narH_nxrB
UniRef90_A0A1I5GBZ2	narH_nxrB
UniRef90_A0A1I5L296	narH_nxrB
UniRef90_A0A1I5WQ55	narH_nxrB
UniRef90_A0A1I6DNM7	narH_nxrB
UniRef90_A0A1I6IWP1	narH_nxrB
UniRef90_A0A1I6K7U8	narH_nxrB
UniRef90_A0A1I7BL77	narH_nxrB
UniRef90_A0A1I7F5B0	narH_nxrB
UniRef90_A0A1I9YQT2	narH_nxrB
UniRef90_A0A1J5C524	narH_nxrB
UniRef90_A0A1J5Q5R7	narH_nxrB
UniRef90_A0A1J5QU91	narH_nxrB
UniRef90_A0A1J5QVZ4	narH_nxrB
UniRef90_A0A1J5QW24	narH_nxrB
UniRef90_A0A1J5SA19	narH_nxrB
UniRef90_A0A1K1ZNB0	narH_nxrB
UniRef90_A0A1K2HAT1	narH_nxrB
UniRef90_A0A1L7CYJ3	narH_nxrB
UniRef90_A0A1L7R8E9	narH_nxrB
UniRef90_A0A1L8RF36	narH_nxrB
UniRef90_A0A1M3BLK4	narH_nxrB
UniRef90_A0A1M3EHP6	narH_nxrB
UniRef90_A0A1M3EVU0	narH_nxrB
UniRef90_A0A1M3JXK8	narH_nxrB
UniRef90_A0A1M3NZ52	narH_nxrB
UniRef90_A0A1M4WD75	narH_nxrB
UniRef90_A0A1M5A5H5	narH_nxrB
UniRef90_A0A1M5W9C1	narH_nxrB
UniRef90_A0A1M6IIS9	narH_nxrB
UniRef90_A0A1M6NHJ0	narH_nxrB
UniRef90_A0A1M6NSX6	narH_nxrB
UniRef90_A0A1M6P2U1	narH_nxrB
UniRef90_A0A1M7SDJ8	narH_nxrB
UniRef90_A0A1N6YNK8	narH_nxrB
UniRef90_A0A1N7SJJ5	narH_nxrB
UniRef90_A0A1Q2CCB4	narH_nxrB
UniRef90_A0A1Q2M4B0	narH_nxrB
UniRef90_A0A1Q2YS86	narH_nxrB
UniRef90_A0A1Q3YFZ8	narH_nxrB
UniRef90_A0A1Q4GCA2	narH_nxrB
UniRef90_A0A1Q4GUZ4	narH_nxrB
UniRef90_A0A1Q4VWB4	narH_nxrB
UniRef90_A0A1Q5PQD4	narH_nxrB
UniRef90_A0A1Q5VHK2	narH_nxrB
UniRef90_A0A1Q9NM55	narH_nxrB
UniRef90_A0A1Q9NYD4	narH_nxrB
UniRef90_A0A1R1L6V1	narH_nxrB
UniRef90_A0A1R1MHE3	narH_nxrB
UniRef90_A0A1R4B103	narH_nxrB
UniRef90_A0A1R4G2I4	narH_nxrB
UniRef90_A0A1R4KHB4	narH_nxrB
UniRef90_A0A1R4KQ74	narH_nxrB
UniRef90_A0A1S0Z4W5	narH_nxrB
UniRef90_A0A1S1NPL9	narH_nxrB
UniRef90_A0A1S1NTC9	narH_nxrB
UniRef90_A0A1S2LIA5	narH_nxrB
UniRef90_A0A1S2N139	narH_nxrB
UniRef90_A0A1T2X0L1	narH_nxrB
