,711_E-1-S,711_E-1-M,711_E-1-D,711_E-2-S,711_E-2-M,711_E-2-D,711_E-3-S,711_E-3-M,711_E-3-D,711_P-1-S,711_P-1-M,711_P-1-D,711_P-2-S,711_P-2-M,711_P-2-D,711_P-3-S,711_P-3-M,711_P-3-D,711_S-1-S,711_S-1-M,711_S-1-D,711_S-2-M,711_S-2-D,711_S-3-M,712_E-1-M,712_E-1-D,712_E-2-S,712_E-2-M,712_E-2-D,712_E-3-S,712_E-3-M,712_E-3-D,712_P-1-S,712_P-1-M,712_P-1-D,712_P-2-S,712_P-2-M,712_P-2-D,712_P-3-S,712_P-3-M,712_P-3-D,712_S-1-S,712_S-1-M,712_S-1-D,712_S-1-X,712_S-2-D,712_S-2-X,712_S-3-S,712_S-3-D,712_S-3-X,713_E-1-S,713_E-1-M,713_E-1-D,713_E-1-X0,713_E-1-X1,713_E-2-S,713_E-2-M,713_E-2-D,713_E-2-X0,713_E-2-X1,713_E-3-S,713_E-3-M,713_E-3-D,713_E-3-X0,713_E-3-X1,713_P-1-X1,713_P-3-M,713_P-3-X1,713_S-1-S,713_S-1-M,713_S-1-D,713_S-1-X0,713_S-1-X1,713_S-2-S,713_S-2-M,713_S-2-D,713_S-2-X0,713_S-3-S,713_S-3-M,713_S-3-D,713_S-3-X0,713_S-3-X1,714_E1_1-5,714_E1_5-9,714_E1_20-24,714_E1_30-34,714_E2_1-5,714_E2_5-9,714_E2_20-24,714_P1_20-24,714_P1_30-34,714_P3_30-34,714_S1_1-5,714_S1_5-9,714_S1_10-14,714_S1_20-24,714_S1_30-34,714_S2_1-5,714_S2_5-9,714_S2_20-24,714_S3_1-5,714_S3_5-9,714_S3_10-14,714_S3_20-24,714_S3_30-34,715_E1_1-5,715_E2_1-5,715_E2_20-24,715_E2_30-34,715_E3_1-5,715_E3_10-14,715_E3_20-24,715_E3_30-34,715_P1_1-5,715_P1_10-14,715_P1_20-24,715_P1_30-34,715_P2_1-5,715_P2_10-14,715_P2_20-24,715_P3_1-5,715_P3_10-14,715_P3_20-24,715_P3_30-34,715_S1_1-5,715_S1_10-14,715_S1_20-24,715_S1_30-34,715_S2_10-14,715_S2_20-24,715_S2_30-34,715_S3_20-24,715_S3_30-34,716_E1_1-5,716_E1_10-14,716_E1_20-24,716_E1_30-34,716_E3_1-5,716_E3_10-14,716_E3_30-34,716_P1_1-5,716_P1_10-14,716_P1_30-34,716_P2_1-5,716_P2_10-14,716_P2_20-24,716_P2_30-34,716_P3_1-5,716_P3_10-14,716_P3_20-24,716_P3_30-34,716_S1_1-5,716_S1_10-14,716_S1_20-24,716_S1_30-34,716_S2_1-5,716_S2_10-14,716_S2_20-24,716_S2_30-34,716_S3_10-14,716_S3_20-24,716_S3_30-34,717_E2_1-5,717_E2_10-14,717_E2_20-24,717_E3_1-5,717_E3_10-14,717_E3_30-34,717_P1_10-14,717_P1_20-24,717_P2_1-5,717_P2_10-14,717_P2_20-24,717_P3_1-5,717_P3_10-14,717_P3_20-24,717_S2_1-5,717_S2_10-14,717_S2_20-24,717_S2_30-34,717_S3_1-5,717_S3_10-14,717_S3_20-24
713_E-1-X1,2.18885462811295,0.711018894340889,-0.540349465199554,-0.0495195854509596,1.17507658787542,-0.722929688216255,0.313736396386528,-0.0545860605262202,0.29536862510668,10.327942677646,8.467172834417,3.51665807863316,8.87692142575488,7.58787125783661,6.24148407069843,8.9375616660255,9.28843791991283,8.1739580521835,12.2946276719453,7.01498710247719,4.84956862295552,4.58209578335619,4.37807730564305,5.01415877285957,1.6538837888359,-0.539693231319719,0.119442574690691,-0.102892945964321,0.315764653040348,0.157906388567269,1.50152098505647,-0.366592393239961,10.1799388030127,8.50617313321864,8.04855460643696,8.90833669468539,8.33074589320092,8.66132719551818,8.06911637986927,7.80713275106881,7.32708838120593,8.7946248479873,10.5008187465324,5.14676516687547,3.75780674844086,6.13223496373248,3.23330867374037,11.0798147667919,3.32132932729855,3.81964922836849,0.821085098889317,1.10025018764026,-0.50649314185516,1.72063592437548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-S,1.93340038245907,1.84434285261162,1.51886883246013,0.217182070586756,1.7537451003842,0.982913276972608,2.4045243870512,0.543797765636237,1.84903498512745,10.3327417336521,10.4150206772536,4.25130592401885,9.93654781933841,9.62443321529005,8.10663987115707,10.9096643941995,12.5489700841925,10.4408543685179,13.9490325873503,9.07606856450946,6.65758698008447,6.58876895635962,7.70632461592271,8.94895201311423,0.261609679033941,0.562570094139537,1.99459071778279,0.81454235057925,2.40188742029064,0.703117208804757,1.13303812030282,2.30182904784211,12.5236749610435,11.2734787821755,11.025741324258,11.2100202335919,11.0038346329376,11.4183301963584,10.0504400187011,11.1843545340441,4.83767260587676,12.9269077003677,12.2642236931564,9.31082403716057,4.45983949376652,9.52844894459598,4.09628441861419,13.3943613478713,7.10064113121909,7.3173437961892,2.25190142828176,2.19255739293636,1.91265418830561,1.45777333191758,0.553239567770263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-M,2.55249456287811,0.746664051446974,0.12401671971036,0.137942362047892,0.494765863827899,0.377176075716778,1.95528657393252,-0.858072138732655,0.339346535234494,11.0255023923874,10.5455069076942,6.28839806857197,10.6073563997161,10.0872799401624,8.37620559468094,11.0975848973821,11.9224119322281,10.2709252221787,11.3352958513858,6.33334047830615,5.28161496406705,3.97394206794261,5.76804341208867,7.19121428152899,-0.799299924252173,-1.0676140454592,0.933874543039259,0.09523940660786,0.425870706764006,0.0602279591744817,-0.165651342639716,0.223530529276574,13.3075887783974,10.4483297622116,9.39265651592238,11.3209481131564,10.0109214918693,10.2157794640601,10.3255700561191,10.6223607344968,6.2894294699478,11.7742837689619,9.97590602348493,6.92736038131349,2.97495262817068,7.87631858395257,3.81103651701788,11.070668807747,5.75506298717277,6.02430386829434,1.64341123517788,1.22936980970914,1.46838059499751,1.15327640093226,0.954018824184363,0.63034908609415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-D,3.04130076723668,2.22816787380449,0.591451278909231,1.86047135861263,1.63217565487022,2.47452751140469,2.58536866363899,-0.193036929145142,-1.92700793014714,10.9993315624475,10.6561309398544,5.67999417893919,10.9743948506435,9.9891569218084,8.11097862517112,11.5560868642521,11.0538523043152,10.4078440331583,13.9453932357775,7.69179774958174,5.37120111586413,5.73957395561679,6.86814908426858,7.24558320228718,0.562483931593746,-0.497224534001631,3.05054240289371,1.82496711349192,-0.0356000842965979,1.87637837399619,2.32414712232924,0.238253907957971,13.5093083481353,9.93142659482549,10.3019093831366,11.3973581208843,10.0553584405263,10.850157740702,10.4535313406868,10.3638376575492,5.64995796249101,13.9008014040546,12.2856342874805,7.72695895237527,3.70755912165974,8.19905413227781,4.06240576268985,13.1668806297445,5.30980966151489,5.62079168695606,3.16066253591961,2.99133128811302,2.5480818984119,1.43495409418997,0.119094303613386,2.93853784012996,1.04013364919083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-X0,2.08190383583523,2.47633434647661,1.28209110340322,0.526243846868442,1.61449098817,1.64749689831102,1.0148003161872,0.897533942529416,2.63411358398045,13.5650851520887,11.9554788207688,6.78999228471757,12.981068046356,11.3803854803406,10.0052564678686,13.3532942253799,12.8880841773009,12.4373785845889,15.2476872114437,9.41393043748248,6.4944138149548,5.83399898062109,7.00431058621187,7.76618582129805,1.10659437093402,1.76259984601831,1.21808993353792,0.467701875597043,2.13837686704059,1.22774865860098,1.72794937107066,2.20050183131856,15.375489747103,11.401257611772,12.1890691415534,13.2330194221814,11.8495682864309,13.1287346920063,12.4561150566611,11.8966200018798,7.60259889504542,14.1688824476513,13.089001046437,9.53775291029545,5.7040612288446,9.63102574396616,5.76988202240405,14.5353175496253,4.72149709585365,4.89312520259627,1.30807551910259,1.21369552562169,0.652733380785694,0.132072379737796,1.7142700900789,1.55908725351781,1.16783530063767,1.28768885079269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-2-X1,1.39147680455734,0.813733437303138,0.340874419787455,0.462521703563347,0.532572381584412,0.329730603036423,1.22352343880781,0.816121940615298,1.23568754389816,10.6382035390166,7.79221232281408,5.75401182037743,9.48587684082152,7.56972122571508,7.72867673608673,9.74792726426807,8.01105081540877,8.15325386082219,11.5570265186361,7.19521343406141,4.99806240759459,4.83577018582015,5.36425705258277,5.29477711037715,2.54011380212964,0.0577455991669888,0.625597479789584,-0.00505000192212342,0.716404762422123,1.53094188586591,2.54358111765194,0.678395120689058,11.0483562421758,7.16310759652111,8.03478786048593,8.99776335734478,7.15803403203698,8.39842504206661,8.50923028547069,6.74541382484791,8.76027986050304,10.765200814295,11.0524630429543,6.6666113792635,4.66722402052449,6.91802783699402,3.77952888199934,10.513160173412,3.31049760537337,3.51825938366271,1.94227436312731,1.98164641904412,0.366524656579692,3.02425952840283,0.353498104573536,1.0510680437332,1.15463359212927,0.657213630637146,3.18365391450225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-S,2.87263740785357,2.16216656945859,-1.05932891736957,0.747400676249967,2.22825578738323,0.410739099353434,1.91552994850352,-1.13601684608858,0.498224129901905,11.8464217763481,11.0231160309862,6.70855158966934,11.2244836541498,10.5648474316451,7.00647515137393,12.0149359175631,12.0465942128356,10.7299256842663,11.8503688410802,6.09999667730413,4.60050023051003,3.99533431335195,6.49237725602277,6.5667137664678,-0.773703616058529,-0.271544216898471,1.29684664293962,0.0212004958048992,-0.0670380729070373,-0.0304568262530454,1.7979747994245,-0.250353682807812,14.2216685353119,10.3181727102414,9.6020167403882,12.0120463975809,10.5399588013945,10.7595578371886,10.9910204984933,11.3190567877049,5.627174042486,11.6990890491966,9.93788902620191,6.6455481844854,3.71696054341505,7.17340510359944,4.02346083405971,11.7751961344637,4.50717477069735,4.87754137137055,0.238659892778375,0.0674842265826013,0.182549506307251,2.95762500257453,-0.0400668607636098,2.34162799071814,0.518804039259392,1.44468248609055,1.21043452135267,0.420949635338348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-M,1.58845043922449,1.4548927463083,-1.05622885846561,-0.713462491117525,0.8100104385088,1.35668096677449,1.42101949360422,-1.01676196529993,0.0539074207371987,11.3024249233165,10.5313161603935,5.64123240102036,10.900528254432,9.8557260540534,8.62868181652318,11.7342710991771,11.0247248571187,10.2649024769483,13.7336779038781,8.17357532909373,5.57489393546025,5.65233118432515,6.8258697627791,8.36004663944007,-0.555849296047684,-1.93967728958063,1.37642108543045,-0.450984574270622,-1.45082119676961,2.00099062575357,1.38097224532677,-1.7855216827923,13.6789516088821,9.93725734871733,10.2357417904117,11.5633080583586,10.0579374136275,10.9644514170502,10.4531248131356,10.2590869223274,5.62279226126706,14.5804111105216,12.2365968583568,8.99414588282995,2.88594161386193,8.77263857077858,3.74772545831426,13.0388475712442,5.58847749389557,5.78248185685573,1.302122371489,0.765475188489109,0.406910099028085,0.664713620146334,-0.423960451522772,1.0828253354462,0.112065853005572,0.113337777554929,1.06679778723616,0.0226941620663824,-0.796758656556673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-D,3.25012520268149,2.87805999672309,1.27622503099912,2.1731514438786,2.45277262809888,0.885980916930664,1.63509777549541,2.05981434207614,2.37902044596829,11.8321899939136,9.28145222097592,4.36656197594157,9.81644661679054,8.4628162789089,7.78101922260769,10.4145654141269,10.4090870920007,9.89877431438743,13.7697976890292,7.57217832099466,5.20350595638483,5.79215385724432,6.79475769734763,5.91082169454629,2.24759496119347,1.10115358108369,1.82618168841257,2.09841880108013,1.44176500797972,1.67575779022441,2.76720904840017,1.68615895093669,11.9444600728835,9.46752788791814,9.80098774107913,10.286371232002,8.97615063701645,10.8928406319104,9.21270528108506,8.69414354097018,5.71626683970507,10.9214521072398,11.2984316840753,6.89047689702209,6.62642312446344,7.83883838747815,5.65011011900236,12.4698337079875,3.9018948383795,4.1678973068949,2.27056126504389,2.19748800306943,0.801713503777348,-0.801459822889581,1.88841367416793,1.80890517092518,1.69500176822414,2.44070189863357,3.12815377372672,0.957917432727077,2.48742223187222,0.389941389740737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X0,4.84958639951037,3.87923529563258,2.66041295866847,2.72203440757821,3.89967506336889,2.21574175460241,3.33424885718235,2.93018384176384,4.27634572326098,10.8256954740859,8.17470321354777,3.84012685968719,8.8815871538719,7.45747220054658,8.02985873893929,9.34293396585701,9.05822898061164,8.62289880238146,12.2929501560338,7.19689255717079,5.47522106333519,5.93224728658981,7.07145451354809,6.87190056580697,3.39525053121431,3.17950274295949,3.70527871620381,2.9617382214911,2.91927909722067,3.96592462792565,5.23365396326642,3.14722363476289,10.6721886567876,8.20277352381032,8.9558845465654,9.24097932020226,7.84358108708119,9.42377846674657,8.26315786699785,7.53397460775591,7.67784572223457,10.0860693480094,10.2340038324695,6.99731248008424,6.93297376146659,7.93434915378508,6.98287121076161,11.0862546812031,6.49960754149938,6.72962144378304,3.65371822007542,3.97960049830236,2.82944886984269,-0.488919524302766,0.232368806301052,4.55163275058144,4.81353963571785,3.28215140131977,4.01123968097703,2.73605128702502,3.38289419334594,2.53687830091266,-1.32701056114654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_E-3-X1,2.39198574065426,1.79936029524116,1.64519890753963,1.13801061544555,2.16148076276888,0.960125733355109,1.48287144433097,1.38525357468625,2.26330441535433,7.10950033748279,6.65437175073097,3.12075880504117,7.18283019799542,6.15341005801115,3.96720583279247,7.36047934135499,6.92924830736351,6.50814924603661,9.30046447506179,5.2363067960321,3.98412142016197,4.17751631425489,4.65606716764598,4.39776615306411,1.83768252469631,1.93678452444953,1.72730662025366,1.13256153393421,1.68587237275606,2.20496041612339,3.24842454669825,1.9712826811906,7.8906416008252,6.46848197346126,5.47083455505147,7.21752669584127,6.12764835042883,6.78486387744477,6.75280146670365,6.17700577721426,4.30713080435519,7.70396981019103,7.95836799370568,4.96255902010588,4.8792836353902,5.55653939792353,4.4392157369514,8.50435176722413,3.38813996237196,3.59787494351322,1.85705883774183,2.04894460137379,1.28223668971905,-0.94615344628523,0.00845031659809724,2.64461723055692,2.90931955911906,1.70300721215281,1.32574867245441,1.23432779424814,1.66027513050755,1.52797216585717,-0.396599222775997,-1.15616830650992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-1-X1,7.6990336431489,9.6749127283994,7.5378955173947,9.22210149826616,8.23568822092254,7.43670676456197,11.6627359160218,9.71424498924169,9.88948740111473,-2.78452540430257,-3.43761890698153,-0.232231691875873,-3.25435182124122,-3.22432482836407,-2.23285985058925,-3.10736882956478,-4.49897131375757,-1.3250235693646,-3.36723573537128,-2.03660794201585,-1.52526728118043,-1.78898408164432,-1.32380213368678,-2.4339758643188,8.2359354117552,4.8426022129439,8.77359185540712,8.46917996021511,8.63344023166435,9.16930415724029,10.9353059114757,8.48963766000644,-3.952332763969,-4.3106129034691,-1.62779226950829,-3.72392860815009,-4.66024848197844,-1.29817655741697,-3.60394016924792,-4.69392070918588,-1.09855776978273,-3.17281537877403,-1.93756412457634,-2.24958529435199,-1.2633454940376,-2.7483462064357,-1.17467204862758,-3.4744949203032,-1.47073958836728,-1.57145349156317,6.39988763394197,7.18249264375914,5.63624630287896,8.29795607943987,7.48094825057668,9.6554080563688,8.51019328469855,9.14541952318212,10.1909945151132,6.35809911429729,9.61178220238887,8.93073284764702,8.49460600177356,7.55627474469184,5.83376714471129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-3-M,6.6119360578396,7.27233510864006,7.03400774490173,7.74741868775303,5.80863562557835,6.57737087430318,8.76903561630989,8.90472468248039,8.43026429575847,-1.78112216662913,-3.22808229873933,0.00834631707252842,-2.00860921050614,-2.2814190329029,-2.74996230631422,-3.29302313219947,-0.686015090910411,-3.29902614581081,-3.05479258326824,-2.29989435909511,-2.00746900507579,-1.82485495911519,-1.69148379983797,-2.4822100768808,7.81417233754484,4.99548317343636,6.82834885902849,7.07037642773714,7.82888873239731,7.96661723782787,8.73085673676102,7.83288110717502,-3.18943516259701,-1.52635143311442,-3.34651264370825,-3.1765584954604,-2.35031956260114,-3.2058301143927,-2.46397530981351,-2.20450997990478,-1.63677293946656,-3.16721517045692,-1.55427756507854,-1.51221526585855,-1.80841986079494,-2.4611469106199,-1.32518117169373,-3.28322493817135,-2.30747658419611,-2.3611454099184,5.13815594479955,5.40553804608823,5.0800095152824,7.46303616280452,6.67674289221386,8.05103175809442,7.92780017749089,7.69689595855747,9.03914605596378,5.76086151277953,8.26804059263152,7.70497125205217,7.09670700072453,6.16553173487558,5.37409923599686,-3.80540082227534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713_P-3-X1,8.36748771068222,9.44681041763602,8.50380615792053,8.88847445128202,8.61600943955134,8.41602875456961,11.3053690016046,9.78217390837108,10.5563449889887,-2.83164177051144,-3.01579436503555,-0.361506156996302,-3.08968026082801,-3.05351307567495,-2.07953704183203,-2.79051960192486,-4.08904109121119,-2.03903700496113,-2.00642877198215,-1.10962557066077,-1.18577284452629,-0.715476701059983,0.200310527299682,-1.25580162948972,8.8546819231375,6.02538630840478,9.3652497374561,8.04338643303968,9.5580758218999,9.43727859408647,11.2661586471111,9.36238924712119,-3.52173880017657,-3.09243702501819,-0.644995888535232,-3.26975728278431,-4.31290560258334,-1.88932338977094,-3.23225821750959,-4.22468684906416,-0.796955924910897,-1.80565339580976,-1.48076375294911,-1.27541609212708,-0.112024696130783,-1.48530244170183,-0.219181791605091,-2.28423573183892,0.235277299912127,0.135885722581326,7.26964746974753,7.99204974208317,6.0621293627692,8.28732566676775,7.18942060666918,10.0969628144252,8.99527384251774,8.99512276151787,10.4340575545148,6.61477888750528,9.31345774338811,9.09849396281434,8.69170232422143,8.00529965553669,5.13382231194364,-1.0186299891867,-3.3238725133244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
